"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - MAIO DE 2023",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 MASSA SEMIPREPARADA,1.21,-0.37,-1.03,0.0,2.98,0.09,3.54,0.09,0.86,2.99,-0.18,3.85,0.24,0.0,0.0,0.0,1.48
 MACARRÃO INSTANTÂNEO,0.21,0.0,0.0,0.0,0.98,0.18,0.0,0.0,0.0,0.35,0.0,1.36,-1.01,-0.75,0.0,0.0,0.59
" TUBÉRCULOS, RAÍZES E LEGUMES",-0.18,7.01,0.24,-4.2,0.67,1.6,5.94,-4.05,1.92,2.53,-2.06,5.79,-0.59,5.65,-0.47,-1.72,1.01
 BATATA-DOCE,6.38,0.0,0.0,7.93,2.38,0.0,0.0,0.0,1.97,0.0,-3.6,0.0,0.0,6.29,0.0,0.0,3.12
 BATATA-INGLESA,-4.47,9.8,-6.32,-16.11,0.18,-6.85,1.74,-12.94,-2.18,2.11,-3.01,-8.27,-1.79,7.38,-5.37,-10.46,-1.9
 INHAME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.13,0.0,0.0,0.0,-4.78,-5.34
 MANDIOCA (AIPIM),0.0,0.0,-1.48,-1.17,0.0,8.32,0.0,0.0,-0.65,0.0,0.0,0.0,-5.74,-2.19,0.0,0.0,-0.79
 ABOBRINHA,0.0,0.0,0.0,0.0,-7.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.61
 PEPINO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.47,0.0,0.0,0.0,0.0,0.0,0.0,17.47
 PIMENTÃO,0.0,0.0,0.0,0.0,-4.2,-4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.25
 TOMATE,8.95,13.45,8.03,9.08,5.21,6.8,9.61,8.33,5.67,2.0,0.16,16.21,-1.0,11.6,4.95,9.97,6.65
 CEBOLA,0.58,-3.64,5.02,-9.89,-1.93,6.52,7.56,-10.93,0.7,3.35,1.29,1.64,6.39,-1.05,-5.95,-9.71,-1.3
 CENOURA,-11.07,3.08,-8.66,-6.81,-3.35,-11.21,1.26,-1.05,3.45,-3.79,-14.41,-3.79,0.0,0.0,0.0,0.86,-4.94
 AÇÚCARES E DERIVADOS,2.03,1.85,2.28,1.3,1.81,2.86,2.4,5.34,1.77,2.49,3.32,1.66,0.84,-0.89,3.75,3.55,2.16
 AÇÚCAR REFINADO,1.43,2.68,0.0,-0.14,-0.35,0.32,0.02,5.91,1.75,0.42,0.0,0.0,0.0,-2.83,3.14,0.0,0.82
 AÇÚCAR CRISTAL,0.0,-1.22,5.13,1.24,0.0,7.19,2.74,6.92,1.96,0.63,7.43,2.1,-0.09,-1.88,5.75,6.09,3.33
 BALAS,0.0,1.61,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.48,-2.67,0.0,1.76,0.0,0.0,0.0,0.77
 CHOCOLATE EM BARRA E BOMBOM,2.14,3.37,1.17,5.56,2.8,2.68,2.89,4.33,3.66,6.47,0.67,0.75,3.93,1.05,2.72,3.48,3.15
 SORVETE,0.57,2.56,0.77,0.49,1.97,1.78,5.35,3.86,-0.42,0.62,1.69,3.11,0.44,0.0,0.0,2.25,1.7
 CHOCOLATE E ACHOCOLATADO EM PÓ,4.2,-0.26,-0.9,0.89,1.97,2.08,0.68,2.0,1.58,1.33,-0.17,0.86,0.94,2.86,0.84,0.53,1.5
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.22
 AÇÚCAR DEMERARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.94,-1.94
 HORTALIÇAS E VERDURAS,-0.35,1.26,0.42,9.71,-1.77,1.12,2.6,1.89,-0.54,-1.09,-1.65,-0.01,-4.75,0.0,-1.9,1.29,-0.47
 ALFACE,-1.2,-0.72,1.58,7.53,-2.03,-0.86,4.41,-2.77,-1.87,-1.58,-1.01,-0.12,-2.11,1.57,2.4,-3.55,-1.05
 COENTRO,0.0,0.0,0.0,12.94,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,3.61,5.19
 COUVE,3.18,0.0,-0.92,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.83,0.0,3.95,0.36
 COUVE-FLOR,-3.47,0.0,0.0,0.0,0.0,-12.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.99
 REPOLHO,0.0,-0.68,0.0,0.0,-2.57,0.0,0.0,0.0,0.08,-0.54,-4.49,0.0,-17.35,0.0,-2.31,0.0,-2.35
 CHEIRO-VERDE,-1.8,-0.92,-1.24,5.18,-5.03,7.23,2.88,3.36,-1.73,1.58,-1.61,-1.24,-2.42,-1.34,-3.11,0.0,-0.84
 BRÓCOLIS,1.82,10.63,-2.14,0.0,1.47,4.38,0.12,0.0,0.0,-2.59,0.0,1.79,0.0,0.0,0.0,0.0,2.09
 FRUTAS,-3.53,-5.81,-5.11,3.88,-4.66,-5.57,-1.31,0.35,1.46,-3.27,-6.34,-3.71,-5.16,-1.04,1.54,0.17,-3.48
 BANANA-DA-TERRA,0.0,0.0,0.0,12.72,0.0,0.0,0.0,0.0,3.92,0.0,0.0,-1.03,0.0,-2.98,0.0,0.0,4.42
 ABACAXI,-6.18,0.07,0.0,-7.13,0.0,0.0,-4.27,0.0,0.0,0.0,-10.37,-1.33,-13.75,0.0,0.0,-6.53,-5.66
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,-4.35,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,-3.29
 BANANA-D'ÁGUA,-3.17,-1.28,-4.3,0.0,-1.01,-8.97,0.0,0.0,0.0,-5.85,0.0,0.0,-1.16,0.0,1.92,0.0,-2.32
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.77,0.0,-3.17,0.0,0.0,0.0,-7.43
 BANANA-PRATA,-1.07,-9.8,-3.06,9.59,0.04,-5.81,-0.09,1.63,4.11,-4.89,-8.02,0.43,0.0,-3.7,-2.86,1.45,-1.27
 LARANJA-BAÍA,0.0,-8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.25
 LARANJA-LIMA,0.0,0.0,-10.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.71
 LIMÃO,-9.82,0.0,0.0,0.0,-21.37,-8.63,0.0,0.0,0.0,0.0,-7.55,-7.66,0.0,5.76,0.0,0.0,-17.37
 MAÇÃ,0.42,-8.79,4.45,-0.7,-2.74,-4.63,-3.07,-1.09,-0.16,-0.98,-3.02,-2.32,-0.58,3.14,1.2,-0.2,-1.42
 MAMÃO,-14.15,-12.28,-19.27,-4.61,-10.34,-13.51,0.0,-5.59,-5.78,-11.07,-13.92,-9.47,-11.25,-0.72,0.0,-3.93,-11.82
 MANGA,1.86,-7.06,-1.05,0.0,-3.62,-6.34,0.0,-3.54,2.49,-1.47,0.0,-7.29,0.0,0.0,0.0,2.76,-2.44
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.58,1.12,0.0,0.0,0.0,0.0,0.0,0.0,4.39,4.34
 MELANCIA,0.0,0.0,5.05,10.75,0.0,2.1,2.18,0.0,6.89,-0.36,1.91,0.0,-9.46,0.17,3.34,0.0,2.77
 MELÃO,9.03,0.0,0.0,25.23,0.0,8.11,1.09,0.0,0.0,9.04,0.0,0.0,0.0,0.0,17.04,0.0,11.39
 PERA,0.0,0.0,0.0,0.0,-1.81,0.0,0.0,0.0,0.0,0.0,-0.68,-4.21,0.0,0.0,0.0,0.0,-1.78
 TANGERINA,0.0,0.0,0.0,0.0,-7.37,0.0,0.0,0.0,0.0,-3.27,0.0,0.0,0.0,0.0,0.0,0.0,-6.23
 UVA,-10.28,-3.35,-6.97,-6.3,-4.59,-10.0,-3.17,-1.71,-3.97,-1.83,-7.43,-2.74,-4.52,-7.2,-0.88,0.71,-4.79
 LARANJA-PERA,0.38,0.0,-6.95,7.52,-1.63,-4.88,-2.62,-2.27,2.54,-4.58,-4.99,-2.71,-4.29,-0.72,-6.58,-2.81,-2.5
 MORANGO,0.0,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.44
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,-0.38,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.24,1.79
 CARNES,-1.99,0.2,-0.3,-1.39,-0.9,-1.57,-1.99,0.22,-0.75,0.05,-0.11,0.19,-0.15,-1.11,-1.93,0.22,-0.74
 FÍGADO,0.0,0.0,0.0,-1.84,0.0,0.0,-0.1,1.82,-2.05,0.0,0.0,0.0,0.0,0.0,3.62,0.0,-0.41
 CARNE DE PORCO,0.54,1.77,-0.22,-1.29,-0.84,-2.15,0.12,0.23,-3.31,-0.02,1.53,0.27,-2.03,-0.78,-2.76,-0.73,-0.34
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.56
 CUPIM,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,-1.29,0.0,0.0,0.0,0.0,0.0,-0.11
 CONTRAFILÉ,-1.56,0.64,-1.1,1.89,-2.76,-1.89,-2.95,1.25,0.37,2.08,0.74,1.09,-0.22,-1.16,-5.51,1.74,-1.03
 FILÉ-MIGNON,0.53,0.0,0.0,0.0,0.0,0.0,-1.03,0.0,0.0,-1.63,0.0,0.0,0.0,-0.14,0.0,0.0,-0.56
 CHÃ DE DENTRO,-3.31,-1.53,-0.81,-2.96,0.44,-0.91,-1.56,2.6,-1.48,-1.66,-1.72,1.81,-0.25,-2.2,-1.45,-0.63,-0.78
 ALCATRA,-3.55,-5.38,-0.17,-0.64,0.92,1.71,-2.46,0.98,1.94,1.15,-1.22,-1.87,-0.81,0.3,0.08,-0.15,-0.89
 PATINHO,-0.47,0.0,0.45,-0.1,-0.39,0.0,-3.65,-1.8,0.0,-2.18,-2.75,2.94,-1.72,-1.78,1.59,-0.54,-0.7
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,-0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.87
 LAGARTO COMUM,0.0,1.12,0.0,0.0,0.74,0.0,0.0,0.0,0.47,0.0,-2.07,0.0,0.79,-0.1,0.0,0.0,0.43
 MÚSCULO,2.44,-0.35,0.9,-1.44,-0.82,0.0,1.59,0.0,-1.22,-1.07,-2.03,0.0,1.22,0.8,-1.86,-1.15,-0.31
 PÁ,0.0,-6.49,-0.26,-0.53,0.39,0.0,-2.97,0.0,0.0,0.0,0.0,2.68,-0.12,0.11,0.32,2.51,-1.54
 ACÉM,-2.84,1.28,1.33,-2.2,-1.9,-2.46,-0.71,1.23,-1.39,-1.78,-1.05,-1.18,3.75,-2.16,1.15,0.67,-0.93
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,-2.39,0.0,0.0,0.0,0.0,0.0,-3.26,-0.88,2.62,1.72,-1.39
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,-2.11,0.0,0.23,-0.9,0.0,-3.56,3.06,-1.11,0.0,0.0,-0.75
 COSTELA,-2.72,4.22,-2.72,-2.57,-2.16,-4.37,-3.0,-0.96,-1.5,1.55,-0.66,-1.01,-1.58,-2.87,-2.41,0.0,-0.6
 PICANHA,0.0,1.49,-0.83,0.0,0.0,-2.96,0.0,-1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62
 PESCADOS,-4.72,2.57,0.54,-0.02,0.8,1.46,-3.92,2.02,-3.43,3.01,0.27,-4.0,1.92,0.78,-0.03,0.23,-0.92
 PEIXE-ANCHOVA,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02
 PEIXE-CORVINA,-8.98,0.0,0.0,-0.52,0.0,0.0,0.0,0.0,-6.79,0.0,0.0,0.0,0.0,0.0,-6.67,2.38,-6.67
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,-0.03
 PEIXE-SARDINHA,0.0,2.57,0.0,-3.82,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.08
 CAMARÃO,-1.99,-0.29,0.0,-0.28,0.0,2.25,-0.27,0.11,-2.22,0.01,3.97,-0.8,0.0,0.0,0.58,-0.23,-0.28
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.91
 PEIXE-CAÇÃO,0.0,0.0,0.0,0.0,-0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49
 PEIXE-MERLUZA,0.0,0.0,-0.75,-0.63,-0.58,0.0,0.0,0.0,0.71,0.0,-2.52,0.0,0.0,0.0,0.0,0.0,-0.63
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.98
 PEIXE-PESCADA,0.0,0.0,0.0,0.0,0.15,0.0,-9.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,-0.63,-4.73
 CARANGUEJO,-4.72,0.0,0.0,0.0,0.0,0.0,-0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.53
 PEIXE-CASTANHA,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02
 PEIXE-PALOMBETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.78
 PEIXE-SALMÃO,2.56,0.0,0.0,0.0,2.73,0.66,0.0,2.57,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56
 PEIXE-TILÁPIA,0.0,4.34,0.93,2.2,1.51,0.75,0.0,3.31,3.14,3.45,1.72,1.41,1.9,0.0,0.0,-0.2,2.21
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,-1.68,1.66,0.0,0.0,0.0,-1.22,0.0,2.14,0.78,0.35,0.0,0.64
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,-4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.58
 PEIXE-FILHOTE,0.0,0.0,0.0,0.0,0.0,11.8,-0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,-10.0
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,1.72
 PEIXE-ARUANÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.27
 CARNES E PEIXES INDUSTRIALIZADOS,-0.14,0.87,-0.34,1.13,0.81,-1.34,0.01,1.45,1.32,1.04,1.4,1.59,-0.11,0.44,0.46,0.77,0.67
 PRESUNTO,2.18,-0.67,0.04,0.0,-0.64,0.17,0.0,0.17,2.12,-2.36,-0.49,-1.33,-2.44,2.96,0.0,2.82,-0.21
 SALSICHA,0.0,-1.55,0.0,2.53,-0.71,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,-1.24,0.0,0.0,-0.38
 LINGUIÇA,-2.29,2.05,-1.09,0.75,1.29,-2.09,0.71,2.92,1.34,2.19,2.04,2.14,0.84,0.53,-0.27,2.75,0.92
 MORTADELA,3.08,0.0,1.28,1.87,2.14,0.0,0.0,-1.28,0.0,1.11,-1.03,0.0,-1.45,0.0,0.0,0.0,1.63
 SALAME,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06
 BACALHAU,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,2.89
 CARNE-SECA E DE SOL,-3.0,0.0,0.0,0.88,0.0,-1.19,-0.36,0.02,1.22,0.0,0.0,1.21,0.0,0.0,0.64,-0.62,0.27
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.29,0.0,0.0,0.0,0.0,1.86
 AVES E OVOS,1.09,-2.51,1.05,-0.4,-0.05,0.12,-1.44,-0.74,1.42,0.12,-1.17,-0.16,-0.01,-1.2,-5.83,1.64,-0.3
 FRANGO INTEIRO,-1.69,-1.8,-0.59,-1.39,-0.58,1.8,-3.33,-0.02,-0.84,-2.56,-1.01,-1.87,-1.46,-1.98,-7.63,0.34,-1.8
 FRANGO EM PEDAÇOS,0.89,-3.13,-0.6,0.84,-0.01,-1.24,-0.94,-1.92,1.44,0.27,-2.95,-1.01,-0.55,0.75,-2.95,1.41,-0.38
 OVO DE GALINHA,2.91,-1.33,5.57,-0.08,0.23,-0.21,4.84,-1.38,5.5,2.93,4.29,3.86,1.7,-0.36,0.62,4.45,1.83
 LEITES E DERIVADOS,0.33,-0.46,0.66,1.19,2.61,-0.03,0.29,2.42,3.72,1.09,0.79,2.22,1.14,0.77,1.02,0.29,1.49
 LEITE LONGA VIDA,3.53,-0.29,1.71,2.69,3.35,0.63,1.56,4.35,6.49,0.59,-0.88,3.31,3.21,1.03,1.0,1.85,2.37
 LEITE CONDENSADO,-3.02,-0.2,0.0,0.0,0.0,0.0,-1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,-1.39
 LEITE EM PÓ,-0.42,0.0,-0.82,-1.38,-0.98,0.0,0.46,1.51,2.1,2.62,2.72,1.27,-0.72,0.19,1.57,1.21,0.53
 QUEIJO,-2.04,-0.97,-1.26,3.27,2.66,-0.47,1.64,1.78,3.8,1.51,1.78,1.03,-3.16,-0.31,0.25,-1.71,1.14
 IOGURTE E BEBIDAS LÁCTEAS,0.07,0.03,1.7,0.37,0.77,-0.44,-1.44,-1.31,1.45,0.47,0.52,2.48,1.66,1.37,-3.2,0.18,0.54
 REQUEIJÃO,0.64,0.0,0.49,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38
 MANTEIGA,-2.92,0.0,0.6,-2.99,0.0,-0.54,-0.74,1.53,2.69,0.0,4.11,0.43,0.0,2.08,0.0,-0.21,0.4
 LEITE FERMENTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,1.47
 PANIFICADOS,-0.04,-0.48,0.62,0.92,1.18,-0.31,1.95,2.58,2.22,1.73,0.51,0.55,0.48,0.56,1.19,1.79,0.98
 BISCOITO,0.83,0.44,-0.17,1.18,0.34,-0.61,1.29,-0.92,0.44,1.05,0.22,0.1,-0.49,0.74,1.25,1.11,0.4
 PÃO FRANCÊS,-0.33,-0.85,1.3,0.64,1.4,-0.67,2.69,4.18,3.48,2.32,0.49,0.82,0.8,0.77,1.55,1.94,1.4
 PÃO DOCE,-0.85,-0.78,0.11,0.0,4.0,0.0,0.0,0.0,-1.44,0.75,0.0,1.7,-1.8,0.0,0.0,0.0,1.49
 PÃO DE FORMA,-1.16,0.29,-1.51,0.0,1.63,0.59,0.0,0.0,0.0,3.49,0.0,-1.04,0.0,0.0,0.0,0.0,0.89
 BOLO,1.11,-2.66,-0.13,2.0,-0.01,-0.54,-1.6,2.04,2.74,1.12,1.81,1.91,2.74,-1.64,-1.09,3.87,0.27
 PÃO DE QUEIJO,0.0,0.0,1.72,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,1.42
 ÓLEOS E GORDURAS,-3.67,-7.24,-6.67,-2.87,-2.95,-6.66,-3.36,-3.32,-1.66,-1.53,-8.96,-6.31,-1.54,-9.79,-4.18,-5.81,-4.04
 ÓLEO DE SOJA,-10.61,-10.43,-8.58,-4.9,-5.44,-11.17,-7.02,-5.11,-3.91,-3.5,-11.02,-9.88,-3.57,-11.63,-5.57,-9.54,-7.11
 AZEITE DE OLIVA,1.16,0.0,0.0,0.0,1.81,2.58,2.02,0.0,1.8,1.83,0.0,3.19,2.76,0.36,0.0,0.0,1.8
 MARGARINA,1.87,0.51,-0.13,-0.25,-1.21,0.0,0.12,-0.86,1.38,1.32,0.34,0.0,0.43,0.0,-0.56,-0.31,0.05
 BEBIDAS E INFUSÕES,0.58,-0.5,-0.3,0.45,0.25,-0.92,-1.27,-0.58,-0.03,0.38,-0.59,-0.22,0.22,0.24,-1.78,0.08,-0.09
 SUCO DE FRUTAS,0.56,1.06,1.64,-1.8,0.35,-0.5,0.0,1.47,0.0,2.29,-1.36,0.96,-1.3,0.0,0.0,0.0,0.56
 POLPA DE FRUTA (CONGELADA),0.0,0.0,0.0,0.0,0.0,0.0,1.15,1.45,1.64,0.0,0.0,0.0,0.0,-0.05,3.02,0.0,1.58
 AÇAÍ (EMULSÃO),0.0,0.0,0.0,0.0,0.0,0.0,-3.18,0.0,0.0,0.0,0.0,0.0,0.0,-0.71,-8.29,0.0,-3.42
 CAFÉ MOÍDO,-0.95,-1.78,-0.58,1.62,-0.07,-3.25,-0.79,-1.45,-0.19,-1.69,-1.66,-1.45,-0.64,0.29,-1.58,-0.31,-0.7
 CAFÉ SOLÚVEL,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
 REFRIGERANTE E ÁGUA MINERAL,0.11,-0.54,0.11,0.23,1.09,0.36,1.12,-0.45,-0.21,1.72,0.35,0.65,1.23,0.4,0.18,0.04,0.55
 CERVEJA,1.63,-0.59,-1.13,0.49,-0.76,-0.25,0.09,-0.52,-0.1,0.22,-0.5,-0.01,0.57,0.0,-0.7,0.47,-0.28
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.38
 VINHO,3.38,-1.54,0.0,0.0,0.61,0.0,0.0,0.0,0.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.61
 SUCO EM PÓ,0.0,0.49,1.26,0.0,0.48,0.0,0.0,0.0,0.0,0.47,0.0,0.0,1.27,0.88,0.0,0.0,0.64
 CHÁ MATE (ERVA MATE),0.0,-0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,0.0,0.0,-0.56,0.0,0.0,0.0,0.35
 ENLATADOS E CONSERVAS,0.49,1.75,0.61,-0.26,0.6,-0.95,0.84,0.67,1.48,1.97,0.71,0.89,-0.25,-0.78,-0.03,2.3,0.8
 ALIMENTO INFANTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
 PALMITO EM CONSERVA,0.0,0.0,0.68,0.0,0.28,-0.49,0.0,0.0,0.0,1.6,1.29,0.0,0.0,0.0,0.0,0.0,0.53
 PEPINO EM CONSERVA,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72
 SARDINHA EM CONSERVA,-0.83,5.26,0.62,-0.35,2.41,-2.88,0.9,-0.32,0.98,0.0,0.0,2.06,-0.58,-2.11,-0.1,3.23,0.97
