"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - AGOSTO DE 2023",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 CENOURA,-12.0,-2.13,-13.77,-7.23,0.77,-10.22,-3.77,-3.99,1.14,-5.96,-6.07,-1.85,0.0,0.0,0.0,-5.26,-5.62
 AÇÚCARES E DERIVADOS,1.97,-0.12,0.62,1.91,1.01,-0.29,-0.77,-0.69,0.9,-0.36,-1.14,-0.74,0.96,2.43,1.28,-0.94,0.56
 AÇÚCAR REFINADO,1.96,1.05,0.0,1.37,-0.82,1.55,-2.06,0.67,3.17,1.54,0.0,0.0,0.0,6.61,-0.89,0.0,0.35
 AÇÚCAR CRISTAL,0.0,2.06,-0.07,2.65,0.0,-3.5,-1.97,-2.99,0.66,-0.34,-3.84,-2.45,0.66,2.49,3.43,-1.47,-0.31
 BALAS,0.0,-2.77,0.0,0.0,0.0,1.13,0.0,0.0,0.0,-2.87,-0.53,0.0,1.16,0.0,0.0,0.0,-1.89
 CHOCOLATE EM BARRA E BOMBOM,3.89,-1.37,0.25,2.04,1.99,2.33,-0.26,2.49,1.19,-0.13,1.14,2.08,-0.2,1.29,1.97,-0.92,1.25
 SORVETE,1.53,2.02,2.41,0.22,0.9,-0.82,1.62,-0.12,1.96,-0.2,0.22,-0.09,2.36,0.0,0.0,-1.02,1.07
 CHOCOLATE E ACHOCOLATADO EM PÓ,0.89,-2.47,0.47,1.94,1.22,-2.06,0.38,0.24,-1.24,-1.26,1.67,-0.28,0.41,-0.92,0.37,1.25,0.3
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22
 AÇÚCAR DEMERARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45,-0.45
 HORTALIÇAS E VERDURAS,-2.23,-2.99,-3.24,-3.57,-4.36,-3.14,-1.63,0.29,-2.47,-5.72,-2.53,1.11,-3.88,1.62,1.3,-6.42,-3.5
 ALFACE,-4.3,-2.49,-3.99,-11.62,-4.46,-0.29,-1.76,1.44,-3.9,-5.54,-1.42,1.56,-1.85,0.05,-3.19,-6.01,-3.93
 COENTRO,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,-2.9,0.0,0.0,0.0,0.0,0.0,0.0,-8.34,-2.12
 COUVE,-1.79,0.0,-2.81,0.0,-7.16,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,2.88,0.0,-2.17,-4.99
 COUVE-FLOR,-1.48,0.0,0.0,0.0,0.0,-4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.99
 REPOLHO,0.0,-2.35,0.0,0.0,-1.35,0.0,0.0,0.0,-5.44,-2.08,-9.4,0.0,-12.63,0.0,2.97,0.0,-2.64
 CHEIRO-VERDE,-2.32,-1.6,-2.01,2.62,-3.26,-3.99,-1.61,-0.05,0.41,-3.34,0.88,0.75,-2.18,2.24,1.79,0.0,-1.65
 BRÓCOLIS,0.3,-6.22,-0.93,0.0,-4.52,-8.95,-1.63,0.0,0.0,-11.49,0.0,0.5,0.0,0.0,0.0,0.0,-4.76
 FRUTAS,1.13,-3.8,1.18,0.82,1.35,1.65,0.65,2.4,1.08,-2.35,1.38,-0.15,2.54,0.35,0.1,0.59,0.49
 BANANA-DA-TERRA,0.0,0.0,0.0,4.36,0.0,0.0,0.0,0.0,2.65,0.0,0.0,-4.23,0.0,1.83,0.0,0.0,2.01
 ABACAXI,-0.6,-1.01,0.0,-0.61,0.0,0.0,2.95,0.0,0.0,0.0,3.17,-2.75,0.8,0.0,0.0,0.65,0.32
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,-2.16,0.0,0.0,2.6
 BANANA-D'ÁGUA,7.44,1.82,20.88,0.0,2.09,14.41,0.0,0.0,0.0,1.86,0.0,0.0,16.24,0.0,4.11,0.0,4.9
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.11,0.0,0.0,0.0,1.44
 BANANA-PRATA,-1.78,0.25,2.16,-0.37,2.95,1.47,0.4,1.55,-0.57,0.69,-1.43,2.22,0.0,-1.59,1.47,2.76,0.95
 LARANJA-BAÍA,0.0,-3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.84
 LARANJA-LIMA,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
 LIMÃO,56.87,0.0,0.0,0.0,51.87,41.9,0.0,0.0,0.0,0.0,43.45,62.36,0.0,41.55,0.0,0.0,51.11
 MAÇÃ,2.3,-0.57,3.13,3.62,-0.54,2.21,0.82,2.78,-0.16,2.14,-2.25,3.18,-1.09,-0.06,-2.72,0.84,0.96
 MAMÃO,-6.02,-8.24,-14.71,3.47,-9.32,-5.84,0.0,7.65,0.16,-12.37,-9.29,-12.48,-8.63,-3.93,0.0,-2.42,-8.43
 MANGA,2.0,9.22,8.77,0.0,1.88,4.64,0.0,10.49,1.8,2.68,0.0,7.15,0.0,0.0,0.0,5.94,3.5
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.85,2.25,0.0,0.0,0.0,0.0,0.0,0.0,-4.48,-1.14
 MELANCIA,0.0,0.0,1.84,-3.21,0.0,-7.54,0.52,0.0,5.78,-11.6,8.11,0.0,-5.65,0.0,-3.22,0.0,-1.41
 MELÃO,-6.64,0.0,0.0,-8.83,0.0,0.72,0.48,0.0,0.0,-7.42,0.0,0.0,0.0,0.0,-0.51,0.0,-4.26
 PERA,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,2.22,3.94,0.0,0.0,0.0,0.0,0.65
 TANGERINA,0.0,0.0,0.0,0.0,2.91,0.0,0.0,0.0,0.0,-0.91,0.0,0.0,0.0,0.0,0.0,0.0,1.79
 UVA,2.61,1.02,-1.92,1.0,1.22,0.64,1.1,3.02,2.12,-0.73,6.21,1.62,1.49,-1.59,-0.03,1.29,1.16
 LARANJA-PERA,0.76,0.0,3.15,4.77,1.64,-6.56,-0.4,3.5,-1.35,-2.09,-2.13,1.29,-2.91,-10.19,-0.54,-5.13,0.52
 MORANGO,0.0,-16.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.98
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,0.18,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36,-0.21
 CARNES,-1.72,-2.15,-1.2,-2.47,-2.16,-4.62,-0.41,-1.27,-2.84,-2.73,-0.36,-1.75,-3.59,-0.59,-1.61,-0.21,-1.9
 FÍGADO,0.0,0.0,0.0,-5.61,0.0,0.0,0.19,-1.77,-2.18,0.0,0.0,0.0,0.0,0.0,-4.68,0.0,-2.64
 CARNE DE PORCO,-0.13,-3.95,-1.14,0.98,-0.26,-2.74,0.48,1.72,-3.99,-0.92,0.28,0.53,-0.71,-1.98,2.42,-5.45,-0.85
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66
 CUPIM,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,-0.71
 CONTRAFILÉ,-5.02,-1.69,-1.86,-6.5,-2.47,-2.72,1.05,-1.3,-1.61,-0.71,-0.31,0.87,-5.01,-0.19,-1.73,-0.46,-1.78
 FILÉ-MIGNON,-9.03,0.0,0.0,0.0,0.0,0.0,-3.41,0.0,0.0,-8.27,0.0,0.0,0.0,-1.91,0.0,0.0,-7.55
 CHÃ DE DENTRO,-1.83,-1.47,-0.6,-2.75,-2.53,-7.75,-0.24,-4.17,-1.8,-3.08,-1.84,-1.35,-3.53,-0.61,-3.4,-0.11,-2.33
 ALCATRA,1.27,-2.12,-1.47,-0.4,-4.52,-6.96,-0.01,-0.7,-2.86,-6.47,1.46,-2.72,-6.3,-0.38,-3.7,-1.1,-2.22
 PATINHO,-2.98,0.0,-1.66,-3.0,-0.76,0.0,0.65,-3.97,0.0,0.76,-0.88,-2.98,-5.77,-0.49,-3.66,-0.21,-1.29
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,-0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45
 LAGARTO COMUM,0.0,-2.31,0.0,0.0,-2.93,0.0,0.0,0.0,-2.31,0.0,-0.23,0.0,-3.34,-0.07,0.0,0.0,-2.45
 MÚSCULO,-2.27,-0.91,-0.67,-0.22,-2.12,0.0,1.66,0.0,-3.11,-3.88,-1.33,0.0,-1.28,-0.4,-6.43,-0.1,-1.65
 PÁ,0.0,-3.41,0.37,-0.61,-4.28,0.0,-0.22,0.0,0.0,0.0,0.0,-4.69,-1.76,-1.79,2.32,-1.32,-2.49
 ACÉM,-0.39,-2.53,-2.04,-2.21,-0.21,-5.9,-0.7,-3.21,-1.88,1.16,-0.5,-4.72,-2.4,-1.0,0.7,-0.13,-1.1
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,-1.47,0.0,0.0,0.0,0.0,0.0,-0.88,-0.53,-1.27,1.35,-1.07
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,-0.72,0.0,-5.15,-4.6,0.0,-0.91,-2.47,-0.59,0.0,0.0,-2.94
 COSTELA,-2.57,-2.14,-0.04,-3.67,-3.68,-2.17,-3.04,0.46,-3.93,-4.76,-1.24,-3.49,-4.39,0.59,0.12,1.43,-2.71
 PICANHA,0.0,-0.78,-1.5,0.0,0.0,-2.66,0.0,-1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.37
 PESCADOS,-0.88,-1.12,-0.44,-0.3,1.58,-1.31,0.03,0.84,0.91,-0.08,2.02,-4.47,0.33,0.96,-0.59,0.46,0.27
 PEIXE-ANCHOVA,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3
 PEIXE-CORVINA,-1.5,0.0,0.0,2.61,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.71,-2.31,0.38
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.59,0.0,-0.59
 PEIXE-SARDINHA,0.0,-1.12,0.0,-2.69,0.0,0.0,0.0,0.0,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1
 CAMARÃO,0.29,-0.91,0.0,2.8,0.0,2.82,-0.27,3.2,2.84,-2.46,3.3,-2.82,0.0,0.0,0.82,-0.37,0.6
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.54
 PEIXE-CAÇÃO,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93
 PEIXE-MERLUZA,0.0,0.0,-3.0,-2.88,1.35,0.0,0.0,0.0,-0.82,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.24
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2
 PEIXE-PESCADA,0.0,0.0,0.0,0.0,3.46,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.23,4.22,1.27
 CARANGUEJO,-0.88,0.0,0.0,0.0,0.0,0.0,-4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.23
 PEIXE-CASTANHA,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3
 PEIXE-PALOMBETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.76
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.96
 PEIXE-SALMÃO,-0.78,0.0,0.0,0.0,-0.09,-9.37,0.0,-0.73,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.73
 PEIXE-TILÁPIA,0.0,-1.25,0.33,-2.58,2.06,0.77,0.0,2.43,-1.5,0.25,2.0,-3.39,-0.46,0.0,0.0,2.72,0.84
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,-1.31,2.19,0.0,0.0,0.0,1.72,0.0,-3.98,0.96,-0.98,0.0,0.31
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64
 PEIXE-FILHOTE,0.0,0.0,0.0,0.0,0.0,-3.36,-7.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.23
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.49,0.0,0.0,0.0,0.0,-6.49
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,0.0,0.0,0.0,8.57
 PEIXE-ARUANÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,2.02
 CARNES E PEIXES INDUSTRIALIZADOS,-1.04,-0.47,0.99,-0.81,1.7,0.63,0.23,0.68,-1.73,-1.65,0.95,-2.54,-1.13,0.07,-1.25,0.12,0.12
 PRESUNTO,-1.61,-1.1,-0.69,0.0,1.5,1.99,0.0,0.61,-2.73,-0.01,-2.98,2.11,0.13,2.41,0.0,-3.42,0.03
 SALSICHA,0.0,-2.0,0.0,0.37,0.65,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,-0.94,0.0,0.0,-0.02
 LINGUIÇA,-0.49,0.12,1.55,0.37,2.1,-0.09,-1.82,1.61,-0.19,-2.93,1.02,-3.27,-2.18,-0.04,-0.98,-1.15,0.5
 MORTADELA,-0.74,0.0,0.49,2.02,0.86,0.0,0.0,0.07,0.0,0.33,3.61,0.0,2.0,0.0,0.0,0.0,0.69
 SALAME,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
 BACALHAU,-2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.74,0.0,-2.5
 CARNE-SECA E DE SOL,-0.13,0.0,0.0,-1.89,0.0,0.87,1.41,-1.75,-2.37,0.0,0.0,-1.34,0.0,0.0,-1.97,1.44,-1.11
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,-2.24,0.0,0.0,0.0,0.0,0.69
 AVES E OVOS,-1.71,-1.8,-4.91,-3.31,-2.4,-4.13,-3.31,-1.26,-0.77,-2.65,-4.49,-4.66,-4.56,-0.54,-0.21,-2.14,-2.56
 FRANGO INTEIRO,-1.94,0.53,-1.25,-2.15,-2.13,-3.73,-3.48,-1.79,-1.62,-3.4,-1.45,-4.08,-5.98,-0.55,0.22,-1.76,-2.04
 FRANGO EM PEDAÇOS,-1.32,-2.78,-7.15,-0.52,-2.06,-2.91,-3.27,-0.16,0.59,-2.7,-6.14,-4.85,-4.22,0.11,-1.3,-2.85,-2.57
 OVO DE GALINHA,-2.7,-0.6,-3.99,-8.67,-3.42,-5.97,-2.8,-0.98,-1.79,-1.64,-4.61,-5.01,-4.35,-0.87,-1.18,-1.53,-3.15
 LEITES E DERIVADOS,-1.12,-3.95,-1.78,-2.29,-0.91,-1.55,-0.85,-0.28,-1.0,-0.83,-1.2,-2.33,-1.24,-0.33,-0.22,-0.42,-1.38
 LEITE LONGA VIDA,-2.1,-5.91,-3.05,-1.43,-3.66,-3.79,-1.16,0.05,-2.07,-3.55,-2.59,-2.71,-1.93,0.04,-3.32,-1.86,-3.35
 LEITE CONDENSADO,-1.18,-4.39,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,-2.17
 LEITE EM PÓ,-2.14,0.0,-2.15,-3.01,0.25,0.0,-3.15,-0.37,-0.6,-3.53,-3.14,-1.38,1.43,-0.18,1.11,-0.49,-1.3
 QUEIJO,-1.11,-2.39,-0.85,-2.65,2.28,0.44,2.55,-0.63,-2.01,2.59,0.24,-2.53,-2.38,-2.37,-0.66,0.76,0.28
 IOGURTE E BEBIDAS LÁCTEAS,1.0,0.77,-1.65,-0.32,1.46,-0.89,2.2,-1.43,1.0,1.23,-1.11,-1.99,2.92,-0.45,-1.29,-0.39,0.57
 REQUEIJÃO,1.52,0.0,1.8,0.0,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
 MANTEIGA,0.99,0.0,1.15,-0.94,0.0,-1.55,0.58,1.1,1.82,0.0,1.99,-1.2,0.0,-0.72,0.0,-0.07,0.73
 LEITE FERMENTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.23,0.0,0.0,0.0,0.0,0.0,0.0,-1.23
 PANIFICADOS,-0.78,-0.27,-0.22,0.08,-1.09,-0.27,0.21,-0.56,-1.27,-0.6,-0.57,-1.68,-0.82,-0.32,0.36,-0.5,-0.66
 BISCOITO,-1.84,-1.33,-1.44,-1.54,-1.95,-1.29,1.68,-1.51,0.39,-1.37,-0.99,-2.39,-1.09,0.15,-0.44,1.08,-1.26
 PÃO FRANCÊS,-0.68,-0.08,0.58,0.92,-0.77,0.97,-0.47,-0.13,-2.24,0.1,-0.91,-1.5,-0.92,-0.76,0.89,-1.31,-0.43
 PÃO DOCE,1.36,-1.03,2.3,0.0,-1.74,0.0,0.0,0.0,-2.53,1.01,0.0,1.8,1.6,0.0,0.0,0.0,-0.39
 PÃO DE FORMA,0.7,2.77,1.26,0.0,1.38,-0.82,0.0,0.0,0.0,-1.9,0.0,-2.82,0.0,0.0,0.0,0.0,0.88
 BOLO,-1.74,-1.59,-0.94,0.96,-2.13,-1.65,0.09,-0.81,0.55,-0.56,0.36,-1.19,-1.02,2.14,-0.91,-0.75,-1.22
 PÃO DE QUEIJO,0.0,0.0,-1.97,0.0,0.0,-1.02,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,-0.99
 ÓLEOS E GORDURAS,1.49,0.06,0.9,0.85,-1.18,0.15,-0.81,-0.23,-1.43,-1.12,-2.67,-1.14,0.58,1.35,0.14,0.44,-0.38
 ÓLEO DE SOJA,1.4,0.44,1.08,0.18,-2.07,-2.62,-1.66,-1.08,-4.06,-1.25,-3.39,-2.7,0.14,0.88,1.15,0.33,-1.03
 AZEITE DE OLIVA,5.29,0.0,0.0,0.0,2.39,4.46,0.7,0.0,4.69,-0.27,0.0,2.01,4.62,3.24,0.0,0.0,2.97
 MARGARINA,-2.43,-0.59,0.37,1.58,-2.81,0.0,-0.77,0.8,-0.52,-1.43,-0.05,0.0,-2.24,0.0,-1.98,0.56,-1.18
 BEBIDAS E INFUSÕES,0.32,-0.04,-0.85,0.42,-0.44,-0.53,-1.7,-0.57,0.92,-0.41,0.23,0.23,-0.03,-0.66,-0.6,0.65,-0.33
 SUCO DE FRUTAS,0.78,1.29,0.29,-0.03,0.44,0.33,0.0,-1.11,0.0,0.14,2.74,-0.27,-1.53,0.0,0.0,0.0,0.51
 POLPA DE FRUTA (CONGELADA),0.0,0.0,0.0,0.0,0.0,0.0,-0.29,-0.54,1.05,0.0,0.0,0.0,0.0,0.08,-0.53,0.0,0.24
 AÇAÍ (EMULSÃO),0.0,0.0,0.0,0.0,0.0,0.0,-4.87,0.0,0.0,0.0,0.0,0.0,0.0,-0.88,-4.9,0.0,-4.83
 CAFÉ MOÍDO,0.54,0.2,-3.16,-0.58,-2.71,-1.98,-1.74,-0.9,0.49,-1.45,-1.15,-0.79,-1.78,-1.47,0.49,1.48,-1.5
 CAFÉ SOLÚVEL,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14
 REFRIGERANTE E ÁGUA MINERAL,-1.1,-0.01,-1.41,1.25,1.02,0.07,0.29,-0.01,1.6,-0.3,0.29,1.68,1.01,0.17,-0.05,1.54,0.33
 CERVEJA,2.25,0.61,1.22,-0.7,-0.86,-0.3,0.65,-1.63,0.72,0.32,0.44,0.15,0.81,0.0,-0.76,-1.18,0.23
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,-0.61,0.0,0.0,0.0,0.0,0.0,0.0,1.66
 VINHO,-1.39,-1.9,0.0,0.0,-0.69,0.0,0.0,0.0,0.0,-0.59,0.0,0.0,0.0,0.0,0.0,0.0,-1.12
 SUCO EM PÓ,0.0,0.79,-0.02,0.0,1.67,0.0,0.0,0.0,0.0,0.79,0.0,0.0,-1.55,-1.44,0.0,0.0,1.01
 CHÁ MATE (ERVA MATE),0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.51,0.0,0.0,1.5,0.0,0.0,0.0,-1.85
 ENLATADOS E CONSERVAS,-0.11,-0.89,0.9,-1.79,1.0,-1.01,0.76,0.25,-0.32,-0.14,0.08,0.3,-2.64,0.43,-0.36,-0.75,0.12
 ALIMENTO INFANTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76
