"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - SETEMBRO DE 2023",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 ABOBRINHA,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
 PEPINO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.95,0.0,0.0,0.0,0.0,0.0,0.0,-12.95
 PIMENTÃO,0.0,0.0,0.0,0.0,1.13,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93
 TOMATE,12.58,0.96,13.13,-5.14,3.95,3.09,2.12,-4.63,-9.31,8.63,-1.42,5.37,-0.98,-0.34,-11.08,-0.28,2.89
 CEBOLA,-10.84,-9.19,-1.93,-10.5,-8.28,-6.93,-8.88,-9.44,-12.96,-9.86,0.28,-8.56,-5.94,-7.57,-1.0,-10.22,-8.08
 CENOURA,-9.38,-6.2,-7.7,-5.0,-13.3,-3.29,-9.78,-9.28,-4.72,-12.22,-10.57,-11.44,0.0,0.0,0.0,-8.43,-9.19
 AÇÚCARES E DERIVADOS,0.71,0.12,0.19,-0.37,0.12,0.17,-0.24,0.26,-1.97,-0.2,-0.54,-0.29,-1.07,-0.18,-3.06,-0.26,-0.09
 AÇÚCAR REFINADO,1.51,0.55,0.0,1.29,1.18,1.25,-0.99,1.11,-0.61,1.14,0.0,0.0,0.0,6.19,-2.58,0.0,0.89
 AÇÚCAR CRISTAL,0.0,-0.99,0.14,-0.64,0.0,-0.53,-0.36,0.62,-3.62,-2.23,-1.53,0.28,-1.55,-3.31,-4.68,-2.12,-1.18
 BALAS,0.0,1.75,0.0,0.0,0.0,0.41,0.0,0.0,0.0,-5.0,-2.23,0.0,-2.18,0.0,0.0,0.0,-1.39
 CHOCOLATE EM BARRA E BOMBOM,-0.29,1.04,1.4,-2.17,-0.21,-0.35,-0.15,-1.73,-1.44,0.03,-0.46,-1.23,-2.22,1.27,0.37,-0.08,-0.05
 SORVETE,1.04,-0.94,-0.39,2.49,0.13,0.84,0.66,-0.46,-0.02,-0.14,0.51,-0.11,-0.86,0.0,0.0,1.73,0.09
 CHOCOLATE E ACHOCOLATADO EM PÓ,-0.18,-0.18,-0.35,-1.16,-0.35,0.3,-0.15,0.17,-0.24,2.13,0.62,-0.63,1.11,1.77,-2.91,1.38,-0.01
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,-1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.82
 AÇÚCAR DEMERARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,3.28
 HORTALIÇAS E VERDURAS,-1.96,-0.27,-0.4,-6.35,-4.17,3.08,-0.29,-3.92,1.44,2.2,-1.23,-0.53,-1.16,-1.43,-4.21,-7.32,-1.98
 ALFACE,-2.21,0.08,-1.51,0.79,-5.15,2.25,-1.85,-1.11,-1.95,1.21,-1.03,-0.4,-3.25,-2.88,-4.83,-3.18,-2.72
 COENTRO,0.0,0.0,0.0,-12.79,0.0,0.0,0.0,0.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,-10.29,-3.28
 COUVE,-1.69,0.0,2.03,0.0,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,-1.07,0.0,-2.48,0.0,-7.15,-1.9
 COUVE-FLOR,-0.17,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54
 REPOLHO,0.0,-6.68,0.0,0.0,-3.26,0.0,0.0,0.0,4.88,0.39,-1.15,0.0,1.6,0.0,-8.48,0.0,-2.76
 CHEIRO-VERDE,0.24,3.44,1.52,-3.94,0.15,1.34,0.52,-4.78,0.44,3.87,-2.35,-1.25,3.31,-0.22,-1.31,0.0,0.19
 BRÓCOLIS,-4.67,1.23,-0.25,0.0,-4.88,7.82,-1.98,0.0,0.0,5.18,0.0,0.85,0.0,0.0,0.0,0.0,-1.74
 FRUTAS,-1.68,-0.93,-1.91,-1.5,0.02,-1.19,0.29,0.57,-1.67,2.25,-0.23,-1.81,0.98,3.81,2.0,1.01,-0.38
 BANANA-DA-TERRA,0.0,0.0,0.0,-1.56,0.0,0.0,0.0,0.0,1.2,0.0,0.0,-1.07,0.0,-2.25,0.0,0.0,0.24
 ABACAXI,-0.13,-5.15,0.0,-1.6,0.0,0.0,1.09,0.0,0.0,0.0,-3.62,-0.05,2.83,0.0,0.0,-1.16,-1.77
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,-2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,-2.14
 BANANA-D'ÁGUA,-0.81,-2.62,-4.73,0.0,0.8,1.33,0.0,0.0,0.0,2.32,0.0,0.0,1.44,0.0,-2.58,0.0,0.07
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,1.12,0.0,0.0,0.0,1.02
 BANANA-PRATA,-2.59,2.94,-8.03,-1.36,-4.19,-0.86,1.26,4.52,-1.62,-1.29,-0.81,-2.48,0.0,2.25,3.19,1.99,-2.15
 LARANJA-BAÍA,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64
 LARANJA-LIMA,0.0,0.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45
 LIMÃO,11.56,0.0,0.0,0.0,15.0,8.94,0.0,0.0,0.0,0.0,6.87,17.33,0.0,17.42,0.0,0.0,13.52
 MAÇÃ,4.44,3.88,6.19,4.19,5.68,1.11,1.45,1.15,0.24,3.7,2.55,-1.27,11.59,10.62,2.81,3.44,4.21
 MAMÃO,-14.38,-8.12,-12.94,-3.81,-8.23,-14.15,0.0,-5.39,-10.6,-1.14,-9.67,-12.37,-15.09,-0.94,0.0,-1.96,-9.06
 MANGA,2.58,2.79,-0.91,0.0,-0.4,3.69,0.0,-0.19,-5.76,1.37,0.0,-1.02,0.0,0.0,0.0,-1.25,-0.11
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.38,-1.38,0.0,0.0,0.0,0.0,0.0,0.0,4.7,-0.67
 MELANCIA,0.0,0.0,0.77,0.58,0.0,-2.8,-6.93,0.0,-4.38,-0.61,-2.96,0.0,0.18,0.0,2.19,0.0,-1.67
 MELÃO,-3.49,0.0,0.0,-19.17,0.0,2.48,0.08,0.0,0.0,2.55,0.0,0.0,0.0,0.0,2.46,0.0,-1.68
 PERA,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0,5.94,7.01,0.0,0.0,0.0,0.0,3.07
 TANGERINA,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,7.23,0.0,0.0,0.0,0.0,0.0,0.0,3.87
 UVA,-0.61,1.97,3.3,1.61,2.87,2.48,-1.28,2.44,4.28,-0.98,3.65,3.38,-1.73,0.51,2.76,-0.78,1.91
 LARANJA-PERA,-1.77,0.0,5.67,-1.82,-2.77,-1.73,1.0,-0.33,1.25,4.2,0.93,-2.11,4.24,0.83,-2.16,1.19,-0.1
 MORANGO,0.0,-3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.67
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,5.28,-4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.87,-0.92
 CARNES,-2.93,-1.49,-1.21,-1.32,-2.78,-0.78,0.49,-1.09,-3.45,-3.02,-2.13,-2.45,-3.56,-1.49,-1.63,-2.34,-2.1
 FÍGADO,0.0,0.0,0.0,-3.6,0.0,0.0,-4.33,-2.6,-8.05,0.0,0.0,0.0,0.0,0.0,-0.48,0.0,-4.81
 CARNE DE PORCO,-1.2,-1.64,-0.18,-1.9,-0.67,-0.19,1.3,-1.61,-2.86,-1.89,0.46,-0.79,-2.89,-0.67,-0.69,0.75,-0.85
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.94
 CUPIM,0.0,0.0,0.0,-2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,-0.72
 CONTRAFILÉ,-1.8,-2.54,-0.89,0.71,-3.23,-2.0,-0.09,0.33,-1.59,-2.39,-3.71,-2.42,-1.9,-0.9,-3.19,-1.87,-2.36
 FILÉ-MIGNON,1.34,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.39,0.0,0.0,0.0,1.21,0.0,0.0,0.95
 CHÃ DE DENTRO,-5.76,0.19,-2.92,0.52,-2.53,-0.56,0.74,2.08,-2.67,-1.52,-2.3,-1.12,-4.02,-0.31,1.28,-1.87,-1.61
 ALCATRA,-5.05,0.41,-0.59,-1.65,1.23,1.81,0.31,-0.76,-3.8,-3.95,-1.5,-4.07,0.69,0.14,1.14,1.05,-1.3
 PATINHO,-3.35,0.0,-0.05,-1.34,-3.68,0.0,-0.73,-1.4,0.0,-4.76,-1.9,-0.42,-3.11,-1.92,-1.03,-1.73,-2.72
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22
 LAGARTO COMUM,0.0,-5.11,0.0,0.0,-1.24,0.0,0.0,0.0,-3.49,0.0,-3.37,0.0,-9.4,-0.57,0.0,0.0,-2.98
 MÚSCULO,-1.62,-1.33,-4.7,-4.45,-4.88,0.0,-0.74,0.0,-1.62,-4.24,-0.62,0.0,-3.67,-3.91,-1.58,-1.49,-2.9
 PÁ,0.0,-1.44,-3.39,-3.76,-2.58,0.0,0.74,0.0,0.0,0.0,0.0,-3.35,-4.79,-2.52,-1.87,-4.35,-2.26
 ACÉM,-5.67,-5.06,-0.04,-3.98,-4.52,1.11,0.78,1.54,-4.65,-5.26,-1.54,-5.9,-4.54,-1.26,-3.57,-4.71,-3.45
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,-5.26,-5.31,-3.88,-2.56,-0.56
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,-3.26,-7.92,0.0,-0.56,-3.35,-1.49,0.0,0.0,-2.26
 COSTELA,1.8,-0.07,-2.25,-0.04,-5.64,-3.96,1.17,-0.23,-4.52,-2.9,-0.36,-3.28,-2.96,-3.53,-2.85,-4.0,-2.14
 PICANHA,0.0,-4.61,-2.57,0.0,0.0,-3.64,0.0,-8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.83
 PESCADOS,0.42,0.73,2.4,0.14,-1.0,-1.15,-3.76,0.37,-0.29,-0.02,-1.81,3.52,0.31,-0.61,2.18,0.53,-0.6
 PEIXE-ANCHOVA,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
 PEIXE-CORVINA,0.56,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.0,0.0,0.0,0.0,-1.58,-0.53,-0.41
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,2.18
 PEIXE-SARDINHA,0.0,0.73,0.0,-0.99,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
 CAMARÃO,0.34,0.78,0.0,0.23,0.0,-1.38,-1.71,-0.38,-1.37,-0.18,-1.98,-0.26,0.0,0.0,-1.26,0.76,-0.69
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.85
 PEIXE-CAÇÃO,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28
 PEIXE-MERLUZA,0.0,0.0,0.43,0.04,-2.01,0.0,0.0,0.0,0.66,0.0,-1.38,0.0,0.0,0.0,0.0,0.0,-1.22
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55
 PEIXE-PESCADA,0.0,0.0,0.0,0.0,-0.67,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,-3.2,0.79
 CARANGUEJO,0.42,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31
 PEIXE-CASTANHA,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
 PEIXE-PALOMBETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.61,0.0,0.0,-0.61
 PEIXE-SALMÃO,0.2,0.0,0.0,0.0,-1.41,0.72,0.0,-1.07,-2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.07
 PEIXE-TILÁPIA,0.0,0.7,2.97,2.77,-1.24,-1.7,0.0,0.82,1.16,0.0,-1.95,2.72,0.87,0.0,0.0,3.87,0.38
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,0.04,-1.95,0.0,0.0,0.0,-2.03,0.0,0.76,-0.61,3.6,0.0,0.76
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,-10.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.91
 PEIXE-FILHOTE,0.0,0.0,0.0,0.0,0.0,-3.12,-15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.01
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88,0.0,0.0,0.0,0.0,6.88
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.78,0.0,0.0,0.0,-1.78
 PEIXE-ARUANÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.81,0.0,0.0,0.0,0.0,0.0,-1.81
 CARNES E PEIXES INDUSTRIALIZADOS,-2.06,-0.1,0.33,-0.21,-1.24,1.78,1.57,0.99,-0.6,0.07,-1.55,0.85,-1.43,-2.31,-0.35,0.68,-0.55
 PRESUNTO,-4.23,0.47,0.86,0.0,3.74,1.42,0.0,3.53,4.12,1.56,-3.63,-0.67,0.52,-2.52,0.0,4.05,1.42
 SALSICHA,0.0,0.3,0.0,-1.18,-2.11,0.0,0.0,0.0,0.0,-3.22,0.0,0.0,0.0,-2.94,0.0,0.0,-1.73
 LINGUIÇA,-3.57,-0.67,1.22,0.76,-2.6,2.52,-0.97,-0.04,1.71,0.24,-0.74,1.84,-2.25,-2.1,-2.07,-0.52,-1.07
 MORTADELA,1.64,0.0,-4.28,0.0,-0.4,0.0,0.0,1.03,0.0,0.98,-1.85,0.0,-0.24,0.0,0.0,0.0,-0.36
 SALAME,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
 BACALHAU,-0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,-0.49
 CARNE-SECA E DE SOL,0.87,0.0,0.0,-0.4,0.0,0.25,2.98,2.16,-2.38,0.0,0.0,-3.54,0.0,0.0,1.1,0.75,-0.28
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,-1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.12,-1.05,0.0,0.0,0.0,0.0,-2.01
 AVES E OVOS,-5.29,-1.23,-2.3,-0.31,-0.75,0.02,-2.81,-2.07,-0.81,-1.17,-1.57,-3.2,-3.21,-0.83,0.36,-3.74,-1.74
 FRANGO INTEIRO,-2.08,1.01,5.48,2.21,-0.81,6.08,-4.31,-3.67,1.99,0.14,1.07,-0.36,1.79,0.92,0.76,-3.0,-0.26
 FRANGO EM PEDAÇOS,-6.64,2.63,-0.21,-1.76,-0.24,-2.87,2.66,0.16,-0.38,-1.28,-0.63,0.22,-0.02,-0.42,0.45,-3.57,-1.04
 OVO DE GALINHA,-2.9,-11.54,-11.98,-3.09,-1.99,-3.82,-3.04,-0.29,-6.14,-2.32,-8.41,-12.97,-10.84,-4.97,-1.48,-5.23,-4.96
 LEITES E DERIVADOS,-0.04,-2.23,-2.09,-0.48,-3.16,-1.39,-1.16,-1.22,-0.57,-3.82,-3.35,-2.13,-1.24,-0.95,-3.01,-1.19,-2.17
 LEITE LONGA VIDA,-0.72,-4.45,-3.8,-2.47,-5.42,-1.16,-4.07,-0.52,-0.25,-6.51,-3.99,-4.06,-2.29,0.22,-5.1,-2.61,-4.06
 LEITE CONDENSADO,-3.01,-2.54,0.0,0.0,0.0,0.0,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,-3.39,0.0,0.0,-2.26
 LEITE EM PÓ,-1.37,0.0,-0.69,-0.23,-0.24,0.0,-0.45,-3.19,-1.84,-1.0,-2.87,0.28,-2.28,-2.16,-2.89,-2.73,-1.36
 QUEIJO,1.76,0.31,-0.9,-0.19,-2.08,-2.06,-3.76,0.69,0.3,-3.58,-4.18,-0.48,1.32,2.19,-1.6,2.17,-1.18
 IOGURTE E BEBIDAS LÁCTEAS,-1.39,0.52,2.13,-1.01,-0.24,-0.75,0.61,-1.53,-1.19,1.47,0.31,-0.42,-0.49,-1.36,1.39,-2.6,0.07
 REQUEIJÃO,0.98,0.0,-3.62,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
 MANTEIGA,0.12,0.0,-0.77,0.92,0.0,-0.11,0.33,-0.63,0.27,0.0,-0.89,-1.23,0.0,-1.82,0.0,-2.22,-0.18
 LEITE FERMENTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,-0.7
 PANIFICADOS,0.21,-1.61,0.43,-0.95,0.08,0.38,-0.02,-0.72,1.28,0.51,0.36,0.4,0.68,0.78,-1.34,1.03,0.06
 BISCOITO,-1.83,-3.7,1.06,-1.55,-0.76,0.08,-1.44,-2.46,1.22,-0.67,1.1,-0.21,-2.05,1.05,-0.87,-0.52,-0.73
 PÃO FRANCÊS,1.16,-1.14,0.56,-0.65,0.75,0.79,0.68,-0.11,1.49,1.46,0.32,0.6,2.6,0.77,-1.38,2.04,0.57
 PÃO DOCE,-0.06,0.97,-1.71,0.0,1.15,0.0,0.0,0.0,-2.84,-2.8,0.0,-1.38,0.23,0.0,0.0,0.0,-0.22
 PÃO DE FORMA,1.48,-2.11,-2.1,0.0,-1.06,0.34,0.0,0.0,0.0,0.87,0.0,1.82,0.0,0.0,0.0,0.0,-0.57
 BOLO,0.34,2.03,-0.1,-0.53,-0.29,-0.15,-0.26,0.25,3.05,3.69,-0.42,1.91,-4.24,0.09,-2.25,-0.76,0.4
 PÃO DE QUEIJO,0.0,0.0,0.45,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,-0.68,0.0,0.0,0.0,0.0,0.0,0.06
 ÓLEOS E GORDURAS,0.17,1.65,-1.48,-3.23,-0.48,2.97,1.63,0.07,1.15,-0.56,-1.76,1.13,-0.54,2.22,3.21,0.73,-0.07
 ÓLEO DE SOJA,0.04,3.04,-1.42,-4.03,-3.02,0.51,0.74,0.01,0.14,-3.42,-1.81,-1.77,-1.24,2.77,4.6,1.11,-1.17
 AZEITE DE OLIVA,4.16,0.0,0.0,0.0,4.96,6.55,4.48,0.0,4.05,7.59,0.0,6.72,2.54,0.1,0.0,0.0,4.99
 MARGARINA,-4.22,-0.77,-1.65,-2.38,-0.84,0.0,0.29,0.15,0.97,-0.17,-1.58,0.0,-1.93,0.0,0.17,0.31,-1.18
 BEBIDAS E INFUSÕES,-0.89,0.23,1.23,0.43,-0.87,-0.41,-2.58,0.43,-0.96,-0.86,-0.34,-0.12,-0.75,1.36,-0.27,-0.53,-0.56
 SUCO DE FRUTAS,0.88,-0.33,-0.79,-1.81,-3.28,-1.94,0.0,-0.16,0.0,-2.99,-0.95,0.47,0.83,0.0,0.0,0.0,-1.6
 POLPA DE FRUTA (CONGELADA),0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.22,0.0,0.0,0.0,0.0,1.17,2.45,0.0,0.4
 AÇAÍ (EMULSÃO),0.0,0.0,0.0,0.0,0.0,0.0,-8.37,0.0,0.0,0.0,0.0,0.0,0.0,1.61,-2.15,0.0,-7.91
 CAFÉ MOÍDO,-2.44,-4.58,3.15,-1.27,-1.09,-1.63,0.18,-0.48,-2.04,-2.41,-1.35,-0.33,-1.85,1.11,-1.26,-3.81,-1.08
 CAFÉ SOLÚVEL,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08
 REFRIGERANTE E ÁGUA MINERAL,0.82,1.69,1.34,1.08,0.74,0.17,2.27,0.89,0.19,-0.35,-0.24,-0.71,0.13,1.1,0.78,0.15,0.78
 CERVEJA,-2.23,-0.05,-0.16,1.23,-2.08,0.83,0.6,2.75,-1.02,-0.93,0.27,0.43,-0.79,0.0,1.9,1.35,-0.85
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,-0.31,0.0,0.0,0.0,0.0,0.0,0.0,1.81
 VINHO,-1.43,-1.04,0.0,0.0,-0.88,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,0.0,-0.67
 SUCO EM PÓ,0.0,0.98,2.4,0.0,-0.27,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.42,3.73,0.0,0.0,0.9
 CHÁ MATE (ERVA MATE),0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.25,0.0,0.0,-1.63,0.0,0.0,0.0,0.35
 ENLATADOS E CONSERVAS,-0.9,1.02,-0.05,1.1,-1.22,0.95,0.09,-1.04,1.02,0.08,-0.38,-1.62,-1.58,-0.54,-2.13,-1.84,-0.34
 ALIMENTO INFANTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
 PALMITO EM CONSERVA,0.0,0.0,2.85,0.0,-3.05,2.92,0.0,0.0,0.0,-4.88,0.63,0.0,0.0,0.0,0.0,0.0,-2.24
