"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - FEVEREIRO DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 FARINHA DE TRIGO,0.0,1.93,2.62,0.0,3.84,0.0,0.0,0.0,3.31,1.96,2.11,1.6,5.58,0.0,0.0,0.0,2.76
 FARINHA DE MANDIOCA,5.5,0.0,4.88,9.36,0.31,0.34,0.97,2.66,0.97,0.0,1.84,7.87,0.0,-2.52,5.39,8.93,2.66
 MASSA SEMIPREPARADA,-4.59,4.04,0.48,0.0,-0.84,-1.1,-3.66,-1.02,1.37,0.1,-0.06,0.37,1.22,0.0,0.0,0.0,-0.27
 MACARRÃO INSTANTÂNEO,2.46,0.0,0.0,0.0,2.18,3.52,0.0,0.0,0.0,0.87,0.0,1.34,0.55,0.1,0.0,0.0,1.96
" TUBÉRCULOS, RAÍZES E LEGUMES",10.9,13.34,15.4,11.28,10.06,6.65,5.58,13.61,13.29,17.19,10.08,8.1,6.59,-2.89,-0.55,10.42,11.24
 BATATA-DOCE,3.25,0.0,0.0,1.27,0.41,0.0,0.0,0.0,5.01,0.0,0.2,0.0,0.0,3.11,0.0,0.0,1.66
 BATATA-INGLESA,18.02,21.94,15.43,27.84,28.03,18.83,12.14,35.71,28.6,24.47,26.73,33.66,24.88,6.56,22.64,22.89,23.49
 INHAME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.35,0.0,0.0,0.0,8.18,5.42
 MANDIOCA (AIPIM),0.0,0.0,1.05,-2.71,0.0,0.65,0.0,0.0,3.01,0.0,0.0,0.0,2.68,-2.6,0.0,0.0,0.65
 ABOBRINHA,0.0,0.0,0.0,0.0,34.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.05
 PEPINO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,4.07
 PIMENTÃO,0.0,0.0,0.0,0.0,-0.92,-1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.03
 TOMATE,-5.79,5.19,8.52,1.65,0.59,-4.52,-6.96,-5.12,4.55,-1.77,-3.39,-6.21,2.68,-9.13,-7.79,-3.7,0.01
 CEBOLA,-0.83,7.8,3.77,1.36,-1.56,7.75,5.47,3.46,5.01,7.41,5.12,2.21,2.5,1.34,5.5,12.09,3.26
 CENOURA,62.86,52.26,73.63,47.98,39.26,62.12,45.78,44.91,49.98,72.71,62.04,88.15,0.0,0.0,0.0,47.56,55.41
 AÇÚCARES E DERIVADOS,1.53,-0.93,0.73,0.63,1.64,1.23,-1.77,-0.86,2.0,0.41,1.91,1.16,1.99,1.46,0.84,3.01,0.92
 AÇÚCAR REFINADO,0.19,0.87,0.0,4.73,0.99,3.19,0.58,2.6,2.46,4.26,0.0,0.0,0.0,0.69,1.94,0.0,1.28
 AÇÚCAR CRISTAL,0.0,-1.11,0.17,-0.14,0.0,2.05,-3.71,-4.16,2.33,1.13,1.53,1.18,1.87,2.13,0.04,3.47,0.13
 BALAS,0.0,1.32,0.0,0.0,0.0,0.35,0.0,0.0,0.0,1.07,0.35,0.0,4.29,0.0,0.0,0.0,1.2
 CHOCOLATE EM BARRA E BOMBOM,5.49,-1.52,2.8,-0.61,2.66,3.11,1.55,1.44,0.93,-1.64,0.94,2.02,2.5,0.23,2.52,3.42,1.66
 SORVETE,-0.39,-2.88,0.15,-0.44,1.17,-0.48,-2.47,-2.27,0.96,-0.78,3.11,0.78,1.62,0.0,0.0,0.0,0.12
 CHOCOLATE E ACHOCOLATADO EM PÓ,2.76,1.04,0.63,0.87,0.99,-1.73,-3.52,3.02,2.35,1.57,2.47,0.2,1.5,1.12,-2.25,3.54,1.18
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,6.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51
 AÇÚCAR DEMERARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,3.74
 HORTALIÇAS E VERDURAS,4.68,24.16,24.39,11.54,19.76,3.07,9.78,-0.25,2.8,15.0,6.61,3.15,20.39,2.36,3.91,1.15,15.42
 ALFACE,1.02,34.35,24.89,6.4,21.24,-2.98,5.07,5.23,-0.54,22.07,-0.02,1.53,8.96,-0.53,3.01,-2.26,18.25
 COENTRO,0.0,0.0,0.0,17.43,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,3.78,6.83
 COUVE,1.59,0.0,25.88,0.0,16.53,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,7.43,0.0,0.97,15.06
 COUVE-FLOR,7.72,0.0,0.0,0.0,0.0,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19
 REPOLHO,0.0,21.58,0.0,0.0,26.35,0.0,0.0,0.0,20.14,19.95,36.58,0.0,88.62,0.0,10.07,0.0,25.71
 CHEIRO-VERDE,14.43,10.51,25.52,6.23,14.19,8.88,10.21,-1.79,1.16,3.79,1.83,2.67,4.82,2.81,1.29,0.0,8.88
 BRÓCOLIS,3.76,7.07,17.53,0.0,16.77,11.53,13.0,0.0,0.0,4.45,0.0,9.65,0.0,0.0,0.0,0.0,11.52
 FRUTAS,3.54,6.77,3.32,4.1,0.53,8.0,6.68,4.79,4.56,6.66,4.98,0.8,4.84,11.5,7.16,4.07,3.55
 BANANA-DA-TERRA,0.0,0.0,0.0,3.71,0.0,0.0,0.0,0.0,3.14,0.0,0.0,-11.16,0.0,1.14,0.0,0.0,1.57
 ABACAXI,7.27,0.64,0.0,-1.12,0.0,0.0,1.42,0.0,0.0,0.0,-5.2,-4.04,-8.28,0.0,0.0,-1.28,0.19
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,-16.32,0.0,0.0,0.0,0.0,0.0,0.0,-14.76,0.0,0.0,-16.0
 BANANA-D'ÁGUA,-5.65,-8.78,-1.46,0.0,-9.01,-5.75,0.0,0.0,0.0,-4.27,0.0,0.0,1.75,0.0,-6.84,0.0,-6.84
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.76,0.0,-12.47,0.0,0.0,0.0,-8.41
 BANANA-PRATA,-1.4,5.67,-2.33,9.98,0.91,5.25,8.11,13.97,3.63,4.02,5.9,-4.52,0.0,17.89,8.66,5.04,2.68
 LARANJA-BAÍA,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4
 LARANJA-LIMA,0.0,0.0,-4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.52
 LIMÃO,6.97,0.0,0.0,0.0,3.23,-3.84,0.0,0.0,0.0,0.0,6.58,-20.08,0.0,-7.58,0.0,0.0,2.82
 MAÇÃ,9.31,5.91,11.33,4.34,7.3,5.66,3.06,-0.33,14.82,13.32,7.09,10.41,4.18,21.96,6.75,5.94,8.34
 MAMÃO,7.57,13.03,8.43,-4.63,10.06,15.27,0.0,-0.93,-4.77,6.64,8.63,10.38,-5.22,16.15,0.0,-7.46,7.78
 MANGA,3.06,10.72,2.42,0.0,4.49,11.37,0.0,12.22,5.15,7.08,0.0,-0.42,0.0,0.0,0.0,0.2,5.12
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.06,7.4,0.0,0.0,0.0,0.0,0.0,0.0,5.93,10.81
 MELANCIA,0.0,0.0,27.94,14.91,0.0,34.04,14.37,0.0,15.5,20.26,27.05,0.0,53.87,17.12,21.29,0.0,24.0
 MELÃO,12.4,0.0,0.0,17.67,0.0,4.84,15.23,0.0,0.0,11.43,0.0,0.0,0.0,0.0,2.92,0.0,10.86
 PERA,0.0,0.0,0.0,0.0,-6.68,0.0,0.0,0.0,0.0,0.0,-3.44,-1.44,0.0,0.0,0.0,0.0,-6.2
 TANGERINA,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,12.17,0.0,0.0,0.0,0.0,0.0,0.0,3.02
 UVA,6.77,10.47,7.65,9.73,-3.51,2.83,8.29,-4.78,3.26,3.03,-6.71,6.22,5.36,13.2,2.82,14.44,2.82
 LARANJA-PERA,6.9,0.0,-2.22,-16.0,-1.26,11.67,6.78,-3.87,-8.14,8.37,8.48,-2.05,5.07,17.41,5.52,-2.93,0.47
 MORANGO,0.0,18.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.36
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,6.88,-7.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.68,-2.94
 CARNES,1.48,-0.34,-0.5,0.69,0.6,0.1,2.83,-1.69,-0.55,0.98,-0.76,0.07,0.17,0.75,3.01,0.29,0.46
 FÍGADO,0.0,0.0,0.0,-0.92,0.0,0.0,-0.52,-1.64,-2.72,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,-1.51
 CARNE DE PORCO,-2.78,-1.92,-4.39,0.52,-2.16,-4.72,0.7,-7.69,-0.17,-1.75,-6.5,-3.08,-1.19,-4.3,-1.0,1.1,-3.01
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.47
 CUPIM,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,-2.3,0.0,0.0,0.0,0.0,0.0,-0.98
 CONTRAFILÉ,3.6,-0.74,2.13,3.04,0.14,1.31,4.8,-0.21,-0.43,2.34,-0.61,-0.07,2.12,2.44,0.74,-0.26,0.96
 FILÉ-MIGNON,-7.98,0.0,0.0,0.0,0.0,0.0,-5.43,0.0,0.0,-5.7,0.0,0.0,0.0,-1.71,0.0,0.0,-6.56
 CHÃ DE DENTRO,0.48,-0.82,-1.05,4.86,2.25,2.85,-1.23,0.2,-0.15,2.76,0.23,1.14,0.98,2.8,4.26,1.32,1.26
 ALCATRA,3.71,-0.49,-0.48,2.69,0.38,1.7,4.22,3.76,-1.48,4.69,0.71,3.46,-1.85,1.1,6.97,-1.91,1.76
 PATINHO,0.1,0.0,0.99,2.74,-0.76,0.0,2.03,-1.61,0.0,1.29,0.34,-2.75,1.98,1.0,3.71,-0.97,0.14
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4
 LAGARTO COMUM,0.0,-0.15,0.0,0.0,0.51,0.0,0.0,0.0,-2.25,0.0,-0.57,0.0,0.89,2.1,0.0,0.0,-0.09
 MÚSCULO,-4.34,2.0,2.67,-0.62,1.43,0.0,0.97,0.0,-0.87,0.45,0.44,0.0,-1.97,3.74,2.0,2.2,0.83
 PÁ,0.0,-2.92,0.13,0.27,1.71,0.0,4.82,0.0,0.0,0.0,0.0,3.85,2.64,-0.56,2.42,3.71,0.93
 ACÉM,4.24,-0.32,2.1,-1.94,2.91,4.5,5.58,-2.13,3.69,2.18,3.48,-0.77,2.99,-1.69,1.57,0.46,2.48
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,-3.1,-0.71,4.3,-1.71,1.03
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,3.18,0.0,-2.8,0.06,0.0,-3.39,-0.89,0.75,0.0,0.0,0.07
 COSTELA,2.21,1.18,1.5,-4.45,0.26,3.85,3.71,-2.65,-0.45,-0.27,1.14,2.11,-1.32,-0.27,6.45,0.32,0.67
 PICANHA,0.0,-2.6,-4.85,0.0,0.0,-6.27,0.0,-1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.75
 PESCADOS,-0.09,0.47,0.57,-0.79,1.17,0.61,-1.48,0.58,0.16,-0.04,-0.93,-0.38,-0.77,1.83,-0.24,-1.24,-0.04
 PEIXE-ANCHOVA,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.79
 PEIXE-CORVINA,-0.74,0.0,0.0,-2.81,0.0,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,-1.69,-0.7,-0.74
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.24,0.0,8.24
 PEIXE-SARDINHA,0.0,0.47,0.0,1.95,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
 CAMARÃO,0.91,-0.6,0.0,-0.59,0.0,-0.58,-0.57,-1.54,-2.79,-1.91,-2.75,-0.11,0.0,0.0,1.04,-1.83,-0.59
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25
 PEIXE-CAÇÃO,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17
 PEIXE-MERLUZA,0.0,0.0,-1.88,0.29,0.92,0.0,0.0,0.0,0.69,0.0,-1.49,0.0,0.0,0.0,0.0,0.0,0.29
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65
 PEIXE-PESCADA,0.0,0.0,0.0,0.0,1.39,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.42,-0.88,0.06
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,-1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7
 PEIXE-CASTANHA,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.79
 PEIXE-PALOMBETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.22
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,1.83
 PEIXE-SALMÃO,0.5,0.0,0.0,0.0,-0.91,0.61,0.0,0.51,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
 PEIXE-TILÁPIA,0.0,1.16,1.32,-0.9,2.49,1.63,0.0,0.44,1.23,0.27,0.63,-0.61,-1.71,0.0,0.0,-0.52,1.11
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,-2.18,0.05,0.0,0.0,0.0,-0.29,0.0,-0.49,1.83,-1.23,0.0,-0.49
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,-8.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.05
 PEIXE-FILHOTE,0.0,0.0,0.0,0.0,0.0,3.24,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38,0.0,0.0,0.0,0.0,-0.38
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,1.63
 PEIXE-ARUANÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.93,0.0,0.0,0.0,0.0,0.0,-0.93
 CARNES E PEIXES INDUSTRIALIZADOS,0.2,-0.05,0.59,-1.22,-0.69,-0.1,0.08,0.4,-1.17,1.7,1.53,-1.95,0.7,-0.81,-0.83,1.24,-0.17
 PRESUNTO,0.63,-2.68,-1.62,0.0,1.27,-0.58,0.0,1.47,-0.04,-0.32,0.54,-2.0,-0.03,-1.62,0.0,1.58,-0.04
 SALSICHA,0.0,-0.06,0.0,-1.96,-1.79,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.05,0.0,0.0,-0.84
 LINGUIÇA,0.81,0.49,0.94,-2.92,-0.93,-0.03,-0.04,-0.09,-1.05,2.87,1.83,-2.84,1.24,-0.91,-0.98,0.87,-0.04
 MORTADELA,-2.85,0.0,2.35,2.22,-1.19,0.0,0.0,2.39,0.0,-1.45,0.87,0.0,-0.8,0.0,0.0,0.0,-0.56
 SALAME,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53
 BACALHAU,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.83,0.0,0.07
 CARNE-SECA E DE SOL,0.28,0.0,0.0,-1.0,0.0,0.3,0.15,-0.34,-1.37,0.0,0.0,2.56,0.0,0.0,-0.6,1.38,-0.6
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.82,0.0,0.0,0.0,0.0,0.82
 AVES E OVOS,-1.55,-0.65,0.29,-3.72,-0.26,-2.06,-0.81,-2.98,-0.27,0.89,-2.01,-0.62,0.82,-3.57,-2.4,1.18,-0.89
 FRANGO INTEIRO,-0.42,-6.85,-3.37,-4.37,-1.06,-3.11,0.09,-4.73,-1.04,0.2,-3.77,-3.21,-2.99,-5.3,-3.55,3.13,-2.29
 FRANGO EM PEDAÇOS,-2.91,-0.23,-0.98,-2.42,-1.09,-1.68,-2.26,-1.02,0.24,-1.23,-2.41,-2.07,-0.88,-2.75,0.34,-0.23,-1.35
 OVO DE GALINHA,3.49,1.81,8.74,-4.34,3.33,-1.0,-2.7,0.09,0.16,11.62,3.57,8.81,8.36,1.38,1.81,0.26,2.79
 LEITES E DERIVADOS,1.48,0.95,2.69,1.89,1.06,3.06,-0.7,-0.05,0.04,0.5,3.15,0.91,1.32,0.09,3.6,0.32,1.24
 LEITE LONGA VIDA,-1.04,1.31,2.89,-3.0,1.02,2.15,2.64,-0.97,-0.68,1.74,1.83,0.71,1.38,0.07,4.04,-1.82,1.04
 LEITE CONDENSADO,-2.66,-2.07,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,-0.57,0.0,0.0,-1.98
 LEITE EM PÓ,0.75,0.0,0.04,1.95,-3.14,0.0,-1.12,0.42,-0.35,-0.01,2.6,0.41,-2.11,0.5,3.63,0.27,-0.05
 QUEIJO,3.72,0.59,3.25,3.26,0.92,4.85,-1.56,0.0,-0.82,-1.3,4.43,0.87,1.31,0.97,2.97,0.91,1.49
 IOGURTE E BEBIDAS LÁCTEAS,3.98,1.69,4.06,3.35,4.7,3.39,-0.17,1.48,3.98,1.4,5.75,1.1,3.79,3.44,2.67,3.59,3.37
 REQUEIJÃO,2.8,0.0,-0.59,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01
 MANTEIGA,1.97,0.0,2.1,-0.31,0.0,-1.48,-2.4,1.79,2.3,0.0,3.3,2.34,0.0,-2.81,0.0,1.08,1.21
 LEITE FERMENTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
 PANIFICADOS,2.77,0.77,0.21,-0.19,1.89,1.57,1.34,2.07,2.01,1.34,2.4,3.06,3.07,0.78,2.68,2.05,1.58
 BISCOITO,1.09,2.65,2.68,0.49,4.31,4.34,-2.15,0.84,1.28,0.78,1.79,2.64,1.76,2.91,4.86,1.81,2.25
 PÃO FRANCÊS,4.51,-0.76,-1.55,-0.78,-0.44,0.35,3.49,2.88,3.25,1.51,2.39,2.96,4.12,0.14,0.78,2.3,0.96
 PÃO DOCE,-0.05,0.9,-0.27,0.0,3.07,0.0,0.0,0.0,-1.92,3.65,0.0,1.27,1.63,0.0,0.0,0.0,1.79
 PÃO DE FORMA,0.94,-0.87,2.8,0.0,1.82,1.54,0.0,0.0,0.0,4.94,0.0,3.74,0.0,0.0,0.0,0.0,1.8
 BOLO,3.88,5.41,1.68,1.37,5.87,3.17,-1.89,0.35,-4.19,-2.82,1.02,7.46,1.79,0.25,7.24,0.66,2.83
 PÃO DE QUEIJO,0.0,0.0,0.09,0.0,0.0,-3.19,0.0,0.0,0.0,0.0,4.72,0.0,0.0,0.0,0.0,0.0,0.92
 ÓLEOS E GORDURAS,1.42,1.77,-0.09,1.47,0.34,0.58,-1.75,0.73,2.43,1.23,1.58,0.93,0.97,0.54,1.2,2.7,0.77
 ÓLEO DE SOJA,1.59,2.13,-0.29,1.34,0.18,0.4,-3.14,1.57,1.09,1.17,1.44,0.55,1.27,0.34,1.22,2.55,0.6
 AZEITE DE OLIVA,-0.22,0.0,0.0,0.0,1.68,0.97,0.34,0.0,8.2,1.37,0.0,2.18,1.83,1.9,0.0,0.0,1.58
 MARGARINA,2.7,0.68,0.8,1.66,-0.47,0.0,0.5,-0.67,2.01,1.31,2.34,0.0,-0.86,0.0,1.15,2.94,0.81
 BEBIDAS E INFUSÕES,0.9,0.48,0.71,0.42,1.05,-0.11,2.45,-0.15,3.36,0.7,3.23,2.02,1.81,1.96,2.45,1.5,1.16
 SUCO DE FRUTAS,2.06,-1.98,1.83,-0.55,1.7,0.3,0.0,0.71,0.0,-0.61,-0.99,0.29,0.9,0.0,0.0,0.0,0.98
 POLPA DE FRUTA (CONGELADA),0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.96,1.53,0.0,0.0,0.0,0.0,0.51,-0.36,0.0,1.07
 AÇAÍ (EMULSÃO),0.0,0.0,0.0,0.0,0.0,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,-1.28,8.79,0.0,4.27
 CAFÉ MOÍDO,0.89,3.31,1.22,1.58,2.53,1.83,4.71,0.75,7.9,-0.94,8.84,2.81,3.33,6.05,2.08,3.86,2.51
 CAFÉ SOLÚVEL,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81
 REFRIGERANTE E ÁGUA MINERAL,0.15,-0.76,-0.17,0.2,-0.19,-1.1,-0.99,-1.17,0.32,0.69,1.28,2.82,0.41,0.1,2.2,0.76,-0.05
 CERVEJA,1.56,1.16,0.66,-0.1,0.98,-1.35,-2.43,-0.61,-0.37,2.72,1.75,0.86,2.04,0.0,-1.24,0.28,0.93
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,-1.44,0.0,0.0,0.0,0.0,0.0,0.0,1.46
 VINHO,-0.29,1.36,0.0,0.0,0.03,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.44
 SUCO EM PÓ,0.0,-0.04,0.74,0.0,1.74,0.0,0.0,0.0,0.0,-0.76,0.0,0.0,0.61,-1.17,0.0,0.0,0.84
 CHÁ MATE (ERVA MATE),0.0,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.47,0.0,0.0,0.0,0.42
 ENLATADOS E CONSERVAS,0.14,0.45,0.61,1.12,0.93,0.74,-0.4,0.34,2.26,0.18,2.44,1.93,2.27,2.26,3.78,3.73,0.84
 ALIMENTO INFANTIL,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31
 PALMITO EM CONSERVA,0.0,0.0,-0.21,0.0,-0.57,-2.05,0.0,0.0,0.0,1.31,2.58,0.0,0.0,0.0,0.0,0.0,-0.15
 PEPINO EM CONSERVA,0.0,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12
 SARDINHA EM CONSERVA,-1.25,-0.39,1.13,1.63,2.94,2.36,-2.99,0.92,3.33,2.06,0.0,3.76,2.1,1.95,4.46,4.59,1.67
 SALSICHA EM CONSERVA,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
 SOPA DESIDRATADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39,0.0,0.0,0.52,0.0,0.0,0.0,-0.26
 AZEITONA,0.86,0.29,2.41,0.6,0.5,0.93,0.0,-2.59,2.81,-2.91,3.13,0.81,2.27,1.45,0.0,0.0,0.6
