"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - DEZEMBRO DE 2022",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 MACARRÃO,-0.49,0.22,0.01,0.49,1.65,2.23,-1.46,-2.31,-0.48,-0.04,2.18,0.99,-0.3,0.09,1.32,-2.19,0.27
 FUBÁ DE MILHO,0.0,0.0,0.0,-0.97,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,0.08,-0.34
 FLOCOS DE MILHO,0.0,0.0,0.0,0.53,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,-4.12,0.56
 FARINHA DE TRIGO,0.0,-4.69,0.87,0.0,-1.1,0.0,0.0,0.0,-1.13,-1.96,-1.0,0.92,2.02,0.0,0.0,0.0,-1.76
 FARINHA DE MANDIOCA,6.32,0.0,9.95,3.85,1.98,3.91,4.65,1.92,3.06,0.0,0.05,10.57,0.0,6.22,9.4,9.27,4.76
 MASSA SEMIPREPARADA,0.04,1.8,1.14,0.0,5.03,2.88,4.75,1.71,-0.09,-0.55,0.02,0.76,0.14,0.0,0.0,0.0,2.21
 MACARRÃO INSTANTÂNEO,-7.16,0.0,0.0,0.0,0.96,1.01,0.0,0.0,0.0,-1.91,0.0,1.51,2.52,0.33,0.0,0.0,-1.26
" TUBÉRCULOS, RAÍZES E LEGUMES",2.62,-6.31,13.77,2.61,6.82,11.11,8.38,11.53,5.62,1.89,9.4,8.41,0.7,12.45,12.39,11.23,5.72
 BATATA-DOCE,-16.12,0.0,0.0,-0.79,-3.37,0.0,0.0,0.0,-3.34,0.0,1.53,0.0,0.0,-3.69,0.0,0.0,-4.5
 BATATA-INGLESA,5.62,-17.47,14.83,-9.31,6.8,5.68,2.06,6.35,-4.66,-4.23,10.45,2.55,-6.13,1.38,-5.64,1.58,1.76
 INHAME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13,0.0,0.0,0.0,8.84,7.66
 MANDIOCA (AIPIM),0.0,0.0,5.8,1.31,0.0,-0.77,0.0,0.0,2.21,0.0,0.0,0.0,3.08,-1.41,0.0,0.0,3.07
 ABOBRINHA,0.0,0.0,0.0,0.0,-11.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.73
 PEPINO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.83,0.0,0.0,0.0,0.0,0.0,0.0,-19.83
 PIMENTÃO,0.0,0.0,0.0,0.0,9.07,-1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06
 TOMATE,6.94,-0.72,20.33,16.57,14.68,23.64,10.19,31.38,8.22,21.85,16.84,16.88,12.93,19.49,13.65,21.61,14.17
 CEBOLA,1.88,-1.83,8.47,8.6,3.39,7.46,14.28,6.43,14.87,-5.17,1.78,-0.48,-9.84,17.39,16.26,13.98,4.56
 CENOURA,-5.97,0.52,-1.41,-9.15,-5.3,-0.46,-0.83,1.21,-7.33,6.28,0.96,7.05,0.0,0.0,0.0,-3.16,-3.01
 AÇÚCARES E DERIVADOS,1.07,1.52,0.77,2.09,1.61,0.58,0.57,-0.87,-0.89,2.43,1.48,3.79,0.42,-0.64,-0.15,-2.17,1.22
 AÇÚCAR REFINADO,-0.29,1.83,0.0,2.04,0.56,0.84,-0.07,-2.99,-3.25,4.0,0.0,0.0,0.0,0.26,-0.64,0.0,0.32
 AÇÚCAR CRISTAL,0.0,-1.24,0.07,3.66,0.0,3.02,0.77,0.11,-1.21,3.02,2.55,4.84,-0.12,-1.38,-1.14,-3.21,0.76
 BALAS,0.0,1.97,0.0,0.0,0.0,-0.9,0.0,0.0,0.0,1.05,1.72,0.0,-2.58,0.0,0.0,0.0,0.98
 CHOCOLATE EM BARRA E BOMBOM,1.51,3.02,1.66,1.65,1.37,-1.61,2.52,-2.98,-1.14,4.0,1.51,3.56,0.97,2.23,5.51,-3.26,1.73
 SORVETE,2.87,0.75,0.73,-0.08,1.51,0.4,-0.77,0.54,-0.39,1.55,0.27,2.1,1.91,0.0,0.0,-0.76,1.17
 CHOCOLATE E ACHOCOLATADO EM PÓ,1.61,1.7,1.4,-2.18,3.42,3.39,1.66,1.04,1.67,-0.56,0.78,2.44,0.26,-1.59,-1.25,-1.2,1.9
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23
 AÇÚCAR DEMERARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46
 HORTALIÇAS E VERDURAS,1.77,2.78,0.43,8.19,-2.28,5.86,2.84,-1.73,3.69,-5.87,2.97,3.65,-0.46,1.13,1.42,13.18,-0.13
 ALFACE,0.46,1.89,0.32,4.18,-1.94,5.3,-3.03,-3.42,2.23,-7.87,3.55,5.51,0.78,1.7,4.05,7.0,-0.82
 COENTRO,0.0,0.0,0.0,10.39,0.0,0.0,0.0,0.0,6.36,0.0,0.0,0.0,0.0,0.0,0.0,22.91,9.26
 COUVE,2.1,0.0,1.16,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,0.0,-0.9,0.0,0.99,-1.53
 COUVE-FLOR,2.14,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24
 REPOLHO,0.0,6.31,0.0,0.0,-1.82,0.0,0.0,0.0,2.78,-4.91,3.68,0.0,-8.73,0.0,7.26,0.0,-0.2
 CHEIRO-VERDE,2.32,1.74,1.7,11.03,-3.47,8.29,5.31,-1.21,1.7,-2.66,-0.78,2.2,1.86,1.35,-2.39,0.0,0.59
 BRÓCOLIS,2.83,4.22,-1.78,0.0,-1.64,5.25,-1.08,0.0,0.0,-4.69,0.0,0.36,0.0,0.0,0.0,0.0,-0.51
 FRUTAS,-3.49,-3.21,-1.49,0.58,-2.78,-2.67,3.25,4.06,-1.23,0.37,1.15,-0.99,-5.27,3.66,-0.28,1.32,-1.58
 BANANA-DA-TERRA,0.0,0.0,0.0,-1.43,0.0,0.0,0.0,0.0,1.54,0.0,0.0,1.23,0.0,13.89,0.0,0.0,1.44
 ABACAXI,-2.77,4.09,0.0,1.01,0.0,0.0,8.43,0.0,0.0,0.0,-0.67,-1.27,-5.5,0.0,0.0,2.78,1.13
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,7.65,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,7.14
 BANANA-D'ÁGUA,-4.77,-18.19,-23.17,0.0,-0.88,-11.46,0.0,0.0,0.0,-5.25,0.0,0.0,-16.9,0.0,-7.18,0.0,-7.18
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.34,0.0,5.01,0.0,0.0,0.0,12.3
 BANANA-PRATA,-1.14,-1.0,-2.14,2.67,1.87,5.83,2.17,3.75,-0.76,6.65,8.68,5.44,0.0,17.15,1.23,1.85,0.97
 LARANJA-BAÍA,0.0,21.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.19
 LARANJA-LIMA,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53
 LIMÃO,-33.11,0.0,0.0,0.0,-24.46,-20.73,0.0,0.0,0.0,0.0,-30.29,-36.14,0.0,-29.63,0.0,0.0,-25.98
 MAÇÃ,0.8,5.26,5.96,2.25,0.56,0.45,7.09,4.2,1.44,6.37,7.02,2.62,7.13,2.09,11.6,0.09,3.57
 MAMÃO,-4.8,-0.87,3.07,-3.53,-0.78,-2.06,0.0,-2.24,-2.69,0.91,0.1,-1.07,-0.81,2.78,0.0,-0.51,-0.85
 MANGA,-9.84,-15.85,-13.41,0.0,-9.39,-9.24,0.0,-6.89,-18.46,-10.31,0.0,-10.67,0.0,0.0,0.0,-6.69,-11.02
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.65,4.71,0.0,0.0,0.0,0.0,0.0,0.0,4.41,8.37
 MELANCIA,0.0,0.0,-1.52,0.7,0.0,-3.35,5.29,0.0,-0.4,3.83,-11.98,0.0,-2.55,2.11,6.8,0.0,-0.54
 MELÃO,0.48,0.0,0.0,-11.65,0.0,0.6,-5.57,0.0,0.0,-9.56,0.0,0.0,0.0,0.0,-17.91,0.0,-7.42
 PERA,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0,4.67,-2.28,0.0,0.0,0.0,0.0,2.64
 TANGERINA,0.0,0.0,0.0,0.0,-1.37,0.0,0.0,0.0,0.0,8.64,0.0,0.0,0.0,0.0,0.0,0.0,1.13
 UVA,0.94,-2.46,-3.62,2.79,-8.65,0.29,2.93,8.77,-3.51,-0.58,3.95,-4.89,-4.53,-2.9,-2.89,2.09,-2.9
 LARANJA-PERA,1.7,0.0,-0.26,5.8,1.63,-3.98,1.48,5.12,-1.17,4.54,-7.04,6.25,2.79,1.83,10.58,8.8,1.3
 MORANGO,0.0,-14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.8
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.63,1.21
 CARNES,0.35,0.82,1.0,0.26,0.66,2.66,-1.77,-0.35,1.71,2.16,0.83,0.29,0.18,-0.79,0.11,-0.98,0.64
 FÍGADO,0.0,0.0,0.0,-0.13,0.0,0.0,0.47,1.23,0.95,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.62
 CARNE DE PORCO,-0.2,-1.16,1.67,0.3,5.06,4.48,0.79,1.78,-1.87,4.88,0.88,-0.13,-0.5,-0.98,2.31,2.23,2.35
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12
 CUPIM,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,-0.76,0.0,0.0,0.0,0.0,0.0,1.0
 CONTRAFILÉ,2.67,0.56,1.17,0.04,-0.56,2.37,-3.42,-3.26,4.0,3.07,1.76,0.16,1.32,0.59,0.82,0.91,0.68
 FILÉ-MIGNON,0.86,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,1.23,0.0,0.0,0.0,1.61,0.0,0.0,1.2
 CHÃ DE DENTRO,-2.57,-1.46,0.97,-0.31,0.79,2.34,-0.24,-1.4,1.23,1.2,0.96,2.26,0.76,-1.23,-2.15,-2.14,0.31
 ALCATRA,2.45,-0.02,2.73,1.29,3.54,3.08,-0.02,1.97,1.41,0.83,1.35,-0.97,1.06,0.13,-0.02,-1.33,1.8
 PATINHO,-0.51,0.0,0.87,-1.03,-1.85,0.0,0.84,-1.33,0.0,-0.32,1.48,0.84,1.6,-1.66,1.37,1.23,-0.74
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49
 LAGARTO COMUM,0.0,-1.46,0.0,0.0,0.17,0.0,0.0,0.0,2.64,0.0,0.67,0.0,-0.81,0.3,0.0,0.0,0.34
 MÚSCULO,-1.87,-0.12,0.71,0.61,-1.21,0.0,-3.13,0.0,1.12,-1.55,0.42,0.0,2.84,-2.97,-3.38,-2.34,-0.68
 PÁ,0.0,-1.38,-0.26,2.76,0.89,0.0,-2.8,0.0,0.0,0.0,0.0,-0.72,-1.94,-1.61,-0.09,-2.78,-0.37
 ACÉM,-5.21,-0.29,-1.41,-1.37,0.69,0.33,-4.71,-1.84,3.25,1.07,0.55,0.69,-1.1,-1.08,-1.9,-4.07,-0.71
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,-4.79,0.0,0.0,0.0,0.0,0.0,-1.31,-3.14,-1.44,-1.53,-3.57
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,-6.4,0.0,-0.39,-1.07,0.0,0.97,-0.09,-0.79,0.0,0.0,-2.38
 COSTELA,0.41,4.18,-0.61,-0.17,-1.64,-1.14,-0.2,-1.83,2.37,4.59,-3.43,-0.38,0.36,-2.59,-0.12,1.07,0.9
 PICANHA,0.0,3.76,4.66,0.0,0.0,4.96,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83
 PESCADOS,-0.06,-0.62,2.15,1.08,-0.14,-0.89,1.85,0.72,-1.03,-1.25,1.22,1.93,-0.46,2.23,-0.93,-1.32,0.27
 PEIXE-ANCHOVA,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08
 PEIXE-CORVINA,-0.72,0.0,0.0,1.03,0.0,0.0,0.0,0.0,-0.84,0.0,0.0,0.0,0.0,0.0,0.02,1.06,-0.48
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.51
 PEIXE-SARDINHA,0.0,-0.62,0.0,4.46,0.0,0.0,0.0,0.0,-4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.05
 CAMARÃO,1.03,-0.8,0.0,-0.83,0.0,-1.07,-1.43,3.26,0.41,-0.42,2.98,1.07,0.0,0.0,1.18,-3.13,-0.25
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.46
 PEIXE-CAÇÃO,0.0,0.0,0.0,0.0,-1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.56
 PEIXE-MERLUZA,0.0,0.0,2.17,-0.84,1.42,0.0,0.0,0.0,-1.02,0.0,1.46,0.0,0.0,0.0,0.0,0.0,1.04
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25
 PEIXE-PESCADA,0.0,0.0,0.0,0.0,-0.61,0.0,-0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,1.23,-0.85
 CARANGUEJO,-0.06,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
 PEIXE-CASTANHA,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08
 PEIXE-PALOMBETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,1.64
 PEIXE-SALMÃO,0.37,0.0,0.0,0.0,1.55,3.43,0.0,1.35,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35
 PEIXE-TILÁPIA,0.0,-0.51,2.15,2.18,-1.41,-2.68,0.0,0.5,-2.16,-1.37,1.89,2.11,0.92,0.0,0.0,-0.81,-0.26
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,-0.73,0.69,0.0,0.0,0.0,-1.19,0.0,-3.56,2.39,-1.85,0.0,-0.49
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93
 PEIXE-FILHOTE,0.0,0.0,0.0,0.0,0.0,1.27,18.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.33
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,2.37
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,-0.05
 PEIXE-ARUANÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,1.22
 CARNES E PEIXES INDUSTRIALIZADOS,-0.11,0.08,0.29,-0.61,2.26,1.58,-1.89,0.21,-0.19,-0.19,0.66,1.3,-1.07,0.72,-0.09,1.35,0.67
 PRESUNTO,-0.76,-1.74,1.91,0.0,-0.48,0.48,0.0,-0.51,0.16,-1.17,-2.38,-1.18,-0.73,-0.51,0.0,0.69,-0.51
 SALSICHA,0.0,0.57,0.0,2.69,2.68,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,2.33,0.0,0.0,2.26
 LINGUIÇA,-0.39,0.25,0.05,-1.85,2.91,2.81,-0.47,0.57,2.76,-1.02,1.31,1.73,-1.4,0.47,-1.74,1.04,1.23
 MORTADELA,0.39,0.0,1.6,1.91,2.55,0.0,0.0,-1.06,0.0,1.61,-1.51,0.0,0.05,0.0,0.0,0.0,1.6
 SALAME,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83
 BACALHAU,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.38
 CARNE-SECA E DE SOL,0.71,0.0,0.0,-1.16,0.0,-0.2,-2.59,0.66,-1.59,0.0,0.0,-0.49,0.0,0.0,2.6,1.61,-1.12
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,-2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,2.34,0.0,0.0,0.0,0.0,-1.04
 AVES E OVOS,-0.13,-0.42,-0.2,1.46,-0.35,-0.57,1.81,0.13,-0.12,0.32,1.11,-0.27,-1.1,1.76,1.7,-0.34,0.16
 FRANGO INTEIRO,-0.81,1.15,0.6,4.97,0.06,0.15,2.93,1.14,0.65,1.7,-0.23,0.91,1.16,1.44,2.82,-1.37,1.5
 FRANGO EM PEDAÇOS,0.05,-0.73,-0.82,-1.05,-1.27,-0.17,-1.29,-1.64,-1.75,0.34,1.95,-1.6,-1.32,-0.68,-1.19,-0.15,-0.71
 OVO DE GALINHA,-0.47,-0.36,0.33,-1.98,2.32,-2.26,1.14,-0.76,2.16,-1.54,0.77,1.41,-2.26,4.45,-1.42,1.39,0.43
 LEITES E DERIVADOS,-2.27,-3.95,-2.74,-0.89,-0.01,-2.87,0.64,-2.24,-2.85,-2.2,-2.54,-3.84,-2.92,-0.81,-2.12,-2.13,-1.69
 LEITE LONGA VIDA,-4.7,-7.26,-4.82,-4.16,-1.5,-4.93,-2.21,-3.95,-6.53,-4.6,-5.4,-5.21,-3.66,-1.75,-2.38,-5.84,-3.83
 LEITE CONDENSADO,-1.48,-2.11,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,-0.88
 LEITE EM PÓ,-0.11,0.0,-1.4,-2.2,0.99,0.0,1.41,-0.81,-1.29,-0.27,-0.57,-0.31,-4.81,0.31,-2.74,-0.28,-0.64
 QUEIJO,-0.84,-1.3,-1.75,0.21,1.19,-2.02,-0.01,-1.47,-1.88,-1.19,0.6,-5.51,0.97,-1.37,-0.12,-2.64,-0.39
 IOGURTE E BEBIDAS LÁCTEAS,-3.11,1.52,0.44,-0.51,2.32,-1.7,-0.33,-2.22,-1.5,1.53,-3.7,0.29,-5.67,0.35,3.03,0.45,0.39
 REQUEIJÃO,-0.55,0.0,1.27,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94
 MANTEIGA,0.38,0.0,-0.62,3.85,0.0,1.59,1.59,-1.16,-0.29,0.0,0.3,0.89,0.0,-2.39,0.0,2.45,0.56
 LEITE FERMENTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,-0.02
 PANIFICADOS,0.3,0.48,1.47,0.96,0.89,1.08,-0.18,0.6,0.75,0.29,0.59,-0.63,1.45,0.95,1.75,-0.31,0.74
 BISCOITO,2.21,-0.76,1.59,2.23,2.25,1.55,0.15,1.22,-0.29,0.72,1.72,1.2,1.71,0.26,2.52,0.7,1.34
 PÃO FRANCÊS,-0.64,0.69,0.82,0.31,0.42,0.44,-0.11,0.49,1.02,0.03,0.59,-1.19,1.59,1.26,1.51,-1.25,0.4
 PÃO DOCE,0.31,1.12,-0.41,0.0,-1.1,0.0,0.0,0.0,2.76,-1.95,0.0,-3.6,-0.53,0.0,0.0,0.0,-0.55
 PÃO DE FORMA,0.76,2.82,4.52,0.0,0.42,0.26,0.0,0.0,0.0,-0.67,0.0,-1.13,0.0,0.0,0.0,0.0,0.96
 BOLO,-2.03,-0.28,3.49,0.64,1.52,2.8,-2.12,-0.65,2.87,2.79,-0.25,-2.34,1.17,0.2,1.36,4.22,1.19
 PÃO DE QUEIJO,0.0,0.0,2.48,0.0,0.0,1.81,0.0,0.0,0.0,0.0,-1.27,0.0,0.0,0.0,0.0,0.0,1.28
 ÓLEOS E GORDURAS,1.74,0.41,1.84,1.12,0.41,1.9,4.27,0.94,1.87,-0.67,1.94,2.31,-0.11,0.77,2.17,-0.18,1.12
 ÓLEO DE SOJA,2.23,1.58,2.23,2.79,0.23,2.85,8.26,1.9,2.99,-0.75,2.39,2.64,0.42,1.06,2.12,-0.4,1.7
 AZEITE DE OLIVA,2.99,0.0,0.0,0.0,-0.57,-0.23,0.09,0.0,-1.21,1.91,0.0,1.27,-0.75,-1.0,0.0,0.0,0.45
 MARGARINA,-0.2,-2.61,0.31,-0.99,1.73,0.0,-1.97,-0.44,1.16,-2.09,-0.25,0.0,-1.18,0.0,2.31,0.15,-0.04
 BEBIDAS E INFUSÕES,1.71,0.35,-0.12,0.69,1.33,-0.71,-0.25,0.23,1.62,0.75,-0.32,0.86,-0.11,0.06,-0.42,0.66,0.73
 SUCO DE FRUTAS,1.68,-0.65,1.86,1.22,2.53,1.77,0.0,1.99,0.0,3.34,-0.07,0.09,0.95,0.0,0.0,0.0,1.86
 POLPA DE FRUTA (CONGELADA),0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.37,0.45,0.0,0.0,0.0,0.0,0.54,3.73,0.0,1.08
 AÇAÍ (EMULSÃO),0.0,0.0,0.0,0.0,0.0,0.0,-1.78,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0,-1.62
 CAFÉ MOÍDO,1.15,-1.72,-2.41,-0.59,1.02,-2.96,-0.8,-1.49,1.47,-1.75,-2.03,0.04,-1.17,0.27,-2.12,-0.09,-0.31
 CAFÉ SOLÚVEL,0.0,-0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.81
 REFRIGERANTE E ÁGUA MINERAL,2.83,1.82,0.49,1.04,1.05,0.52,1.17,0.97,1.47,0.91,0.35,2.33,-0.84,-0.85,0.68,1.03,1.18
 CERVEJA,1.31,0.51,0.84,1.12,1.8,-0.91,3.74,2.84,2.47,1.92,0.26,0.74,1.05,0.0,1.76,0.89,1.37
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,0.0,0.0,0.0,-0.23,0.0,0.0,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.57
 VINHO,1.09,0.11,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.6
 SUCO EM PÓ,0.0,-0.14,1.35,0.0,1.6,0.0,0.0,0.0,0.0,-0.7,0.0,0.0,-0.11,-0.15,0.0,0.0,0.86
 CHÁ MATE (ERVA MATE),0.0,-0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,1.22,0.0,0.0,0.0,-0.26
 ENLATADOS E CONSERVAS,1.51,0.8,1.76,1.59,1.84,0.3,1.83,0.89,0.67,0.0,1.5,-0.04,1.36,1.35,0.59,0.32,1.25
 ALIMENTO INFANTIL,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63
 PALMITO EM CONSERVA,0.0,0.0,-0.71,0.0,1.52,0.69,0.0,0.0,0.0,-0.07,1.3,0.0,0.0,0.0,0.0,0.0,1.09
 PEPINO EM CONSERVA,0.0,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28
 SARDINHA EM CONSERVA,2.5,0.11,1.52,1.78,2.71,1.53,2.63,0.89,0.19,0.83,0.0,0.16,2.86,1.23,0.26,-0.45,1.55
 SALSICHA EM CONSERVA,0.0,0.0,0.0,0.0,0.0,0.0,-1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.73
 SOPA DESIDRATADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,1.42,0.0,0.0,0.0,0.66
