"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - AGOSTO DE 2018",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 FARINHA DE ARROZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,-0.67,0.0,0.0,0.0,0.0,0.0,3.29,-1.19,0.53
 MACARRÃO,0.74,1.29,1.22,3.14,4.11,0.76,2.04,3.21,4.3,1.85,2.89,2.45,2.12,2.77,-1.58,-2.13,2.47
 FUBÁ DE MILHO,0.0,0.0,-0.07,0.84,0.0,0.0,0.0,0.0,2.56,0.0,0.37,0.0,0.0,0.0,2.78,1.34,1.06
 AMIDO DE MILHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3
 FLOCOS DE MILHO,0.0,0.0,0.0,-2.85,0.0,4.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,-1.04
 FARINHA DE TRIGO,5.4,4.14,4.91,0.0,7.71,0.0,6.45,0.0,0.0,2.53,5.06,7.11,4.38,0.0,0.0,0.0,5.21
 FARINHA VITAMINADA,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.99,1.26
 FARINHA DE MANDIOCA,3.52,0.0,0.0,-7.81,0.0,-3.51,-1.71,-5.12,-8.48,0.0,0.0,-0.07,0.0,-3.5,-4.22,-2.16,-4.56
 MASSA SEMIPREPARADA,-0.08,1.22,-2.94,0.0,6.48,-1.87,0.0,0.0,0.0,0.54,1.39,1.27,-0.5,0.0,0.0,2.63,2.22
" TUBÉRCULOS, RAÍZES E LEGUMES",-11.03,-13.61,-9.53,-10.87,-3.65,-19.49,-18.08,-6.2,-16.29,-10.47,-12.47,-6.28,-8.62,-7.9,-7.46,-10.39,-9.72
 BATATA-INGLESA,-19.21,-14.84,-15.84,-8.97,-3.94,-25.63,-14.96,-7.73,-10.19,-12.8,-14.97,-9.91,-8.89,-16.11,-6.44,-14.18,-11.89
 INHAME,0.0,0.0,0.0,-2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.18,-2.27
 MANDIOCA (AIPIM),0.0,-5.81,0.0,-4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.31,-1.86,0.0,0.0,-6.75,-4.51
 ABÓBORA,0.1,0.0,-4.83,0.0,0.0,-2.72,0.0,0.0,0.0,0.0,-4.32,0.0,0.0,0.0,0.0,0.0,-2.74
 PIMENTÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.77
 QUIABO,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99
 TOMATE,2.48,-2.21,-2.84,-11.51,-2.21,-17.89,-9.33,-4.06,-13.69,-1.22,-12.97,1.27,-5.53,1.51,-4.73,-10.24,-4.84
 CEBOLA,-27.12,-29.34,-23.15,-23.67,-13.4,-31.67,-29.07,-15.45,-36.81,-25.36,-22.11,-13.66,-21.2,-13.55,-12.03,-17.67,-22.19
 CENOURA,9.48,0.0,7.02,0.0,10.14,-2.45,0.0,7.19,2.41,1.89,0.55,5.27,0.0,0.0,0.0,-1.66,6.58
 MANDIOQUINHA (BATATA-BAROA),0.0,0.0,0.0,0.0,8.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.73
 AÇÚCARES E DERIVADOS,-2.13,2.17,-1.38,0.39,0.32,0.61,1.69,-1.15,-0.08,0.9,-0.15,-1.67,-0.68,0.9,0.9,0.13,0.04
 AÇÚCAR REFINADO,-5.61,2.4,0.0,0.0,-0.86,0.0,3.74,-3.34,0.0,-2.63,0.0,0.0,0.0,0.59,4.08,-0.1,-1.83
 AÇÚCAR CRISTAL,-4.02,7.29,-4.23,0.66,-1.64,0.55,1.21,-0.14,-0.7,0.28,-1.92,-3.43,-2.3,1.39,-0.7,0.61,-0.89
 BALAS,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,1.94
 CHOCOLATE EM BARRA E BOMBOM,2.32,0.21,1.42,-0.35,2.28,3.87,-0.56,0.0,2.96,5.62,-0.51,1.48,1.61,-0.95,0.0,-0.33,1.96
 SORVETE,-2.78,-2.98,0.22,1.35,2.1,1.45,0.0,1.29,3.52,-1.49,4.83,-2.53,2.16,0.0,0.03,-0.82,0.55
 CHOCOLATE E ACHOCOLATADO EM PÓ,2.63,3.09,2.53,0.31,-0.69,-3.23,1.53,0.65,-0.53,0.94,0.67,2.42,-2.07,0.33,-0.54,-0.49,0.73
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,-1.64,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
 HORTALIÇAS E VERDURAS,-5.55,-5.51,-2.41,-10.34,-4.77,-5.56,-0.32,6.56,-6.55,-2.92,-2.52,-5.8,-2.48,4.34,-3.4,-5.08,-4.07
 ALFACE,-1.12,-1.29,-0.67,-8.56,-7.32,-6.3,-4.77,2.27,-5.93,-3.22,-3.39,-6.93,1.28,8.87,1.77,-6.52,-4.46
 COENTRO,0.0,0.0,0.0,-14.05,0.0,0.0,0.0,0.0,-6.25,0.0,0.0,0.0,0.0,0.0,0.0,-3.88,-9.83
 COUVE,-5.72,0.0,-2.46,0.0,-3.5,-8.86,0.0,0.0,0.0,-3.46,-0.36,-0.55,0.0,0.0,0.0,0.0,-3.54
 COUVE-FLOR,-0.34,-11.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.24,0.0,0.0,0.0,0.0,-5.41
 REPOLHO,-28.32,-8.13,-11.47,0.31,3.82,-8.4,-5.29,0.0,-14.42,-0.61,-2.44,-23.89,-13.68,-8.54,0.0,-6.1,-7.56
 CHEIRO-VERDE,-4.24,0.0,0.0,0.0,-3.81,-2.27,2.81,7.25,-1.29,0.0,0.0,1.14,-3.18,4.25,-6.08,0.0,-0.04
 AGRIÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,2.27
 BRÓCOLIS,-2.16,-15.65,-1.68,0.0,1.73,-1.69,0.0,0.0,0.0,-3.95,0.0,0.0,0.0,0.0,0.0,0.0,-2.63
 FRUTAS,-1.15,12.24,-2.16,-0.82,-1.23,-2.37,-1.99,-3.35,-2.66,3.47,-3.95,-2.16,1.1,-1.42,-2.12,-1.69,0.6
 BANANA-DA-TERRA,0.0,0.0,0.0,5.43,0.0,0.0,0.0,0.0,3.13,0.0,0.0,-1.89,0.0,3.16,0.0,0.0,3.62
 ABACAXI,-8.4,1.91,2.12,-5.45,-9.72,0.0,0.0,0.0,0.0,2.66,-6.34,0.0,-0.6,0.0,0.0,-3.67,-4.63
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,-3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.36
 BANANA-D'ÁGUA,1.64,-0.96,0.0,0.0,-0.65,-3.3,0.0,0.0,0.0,-0.6,0.0,0.0,2.74,0.0,0.0,0.0,-0.53
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.31,0.0,0.32,0.0,0.0,0.0,-1.01
 BANANA-PRATA,-6.89,-1.19,-13.15,-4.12,-4.99,-9.2,-2.7,-7.55,-13.98,-7.72,-10.54,-7.36,0.0,-4.64,-2.09,-9.87,-7.07
 LARANJA-BAÍA,0.0,-5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.86
 LIMÃO,0.0,0.0,0.0,0.0,0.0,0.0,14.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,14.49
 MAÇÃ,-1.1,2.75,-2.27,-1.03,-3.69,-2.09,0.19,-2.97,-1.58,0.2,-2.09,0.38,-4.85,0.1,-7.49,2.14,-1.69
 MAMÃO,-1.35,2.77,-1.0,0.27,0.15,-1.73,-1.39,2.86,-2.37,2.9,0.0,-0.3,3.55,0.0,-8.94,0.2,0.27
 MANGA,8.54,0.0,0.0,7.77,0.0,1.95,0.0,0.0,0.0,0.0,0.0,6.08,0.0,0.0,0.0,9.79,7.21
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.91,14.28,0.0,0.0,0.0,0.0,0.0,0.0,18.28,8.3
 MELANCIA,0.0,0.0,1.12,-8.28,1.54,-2.09,-6.72,-4.39,-6.64,-3.48,-5.79,0.0,0.2,-2.24,-3.38,1.22,-2.77
 PÊRA,-1.53,0.0,0.0,0.0,-6.47,-6.28,0.0,0.0,0.0,0.0,-4.84,-14.12,0.0,0.0,0.0,0.0,-5.28
 TANGERINA,0.0,22.15,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,-2.16,0.0,0.0,0.0,0.0,20.99
 UVA,5.16,0.0,-6.5,4.9,-2.8,0.62,0.2,7.76,4.86,6.01,-8.98,5.65,-1.56,-1.42,1.41,-4.25,0.04
 LARANJA-PERA,0.54,0.0,8.25,1.17,4.24,4.78,-4.52,-3.32,5.27,17.94,1.63,-1.26,5.53,0.76,1.28,-3.29,4.07
 MORANGO,0.0,1.63,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.26
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.87
 CARNES,-2.25,-0.5,-0.39,-1.51,-2.46,-1.02,-1.35,-1.99,-1.35,-2.16,-0.46,-0.59,-1.14,-1.28,-1.37,1.9,-1.52
 FÍGADO,0.0,0.0,0.0,-0.91,0.0,0.0,-0.22,0.72,0.03,0.0,0.0,0.0,0.0,0.0,1.33,0.78,0.05
 CARNE DE PORCO,-0.28,-2.65,0.21,1.67,-2.42,-0.54,0.3,1.52,4.65,-3.51,-1.04,-1.6,-1.75,-2.59,-1.96,1.95,-1.2
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46
 CONTRAFILÉ,-2.84,1.46,-0.36,-2.37,-2.79,0.73,-3.04,-3.04,-3.18,-5.42,0.81,-1.12,-0.05,-3.16,-3.85,2.18,-2.06
 FILÉ-MIGNON,-7.42,0.0,0.0,-4.45,0.0,0.0,0.5,0.0,-2.11,-2.2,-1.08,0.0,0.43,0.0,0.0,0.0,-2.97
 CHÃ DE DENTRO,-0.75,-2.82,-0.81,-4.55,-2.28,-0.7,-1.6,-2.19,-2.49,2.1,0.68,-1.14,-3.89,-2.03,-0.39,1.03,-1.63
 ALCATRA,-2.73,-3.12,0.02,-1.92,-1.67,0.27,-2.11,-3.82,1.06,-4.98,1.37,-2.49,-1.38,0.27,-1.11,2.08,-1.53
 PATINHO,-2.8,-0.99,1.79,2.69,-3.32,-0.57,0.24,-3.02,-3.22,-1.98,-0.18,-0.17,-0.6,1.67,-0.61,1.74,-1.75
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,-1.03,0.0,-0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.91
 LAGARTO COMUM,0.0,0.0,0.0,0.0,-3.49,-3.42,0.0,-0.13,-4.69,0.0,-1.13,0.0,-2.26,0.01,0.0,2.56,-2.89
 MÚSCULO,1.83,3.21,-2.31,1.04,-2.19,0.0,0.7,0.0,-1.21,-0.81,-0.17,0.76,0.84,-2.29,-0.2,2.45,-0.62
 PÁ,0.0,1.42,0.0,-0.73,-0.54,-5.39,1.0,0.0,-2.91,-3.06,0.0,0.0,0.82,-0.43,-0.55,0.94,-0.48
 ACÉM,0.15,-3.43,-0.89,-5.26,-3.69,-1.68,-0.25,-1.99,0.39,-0.95,-0.82,-0.94,0.51,-1.28,-5.74,1.4,-2.18
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,-3.44,-5.62,2.66,0.0,-1.87,0.0,0.14,-1.37,-2.58,-0.57,-1.37
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.94,-1.28,0.0,0.0,-1.86
 COSTELA,-3.64,-0.11,-0.59,-1.31,-0.82,0.03,-2.66,-1.55,-5.36,1.02,-2.93,2.43,-1.3,-1.69,-0.48,3.11,-1.08
 PESCADOS,-0.19,3.49,2.08,-1.17,-1.67,-0.54,-3.15,-3.36,1.98,0.02,-0.75,-4.1,-0.12,-1.42,-0.69,-0.09,-0.92
 PEIXE-ANCHOVA,-11.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.28
 PEIXE-BADEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.87,0.0,0.0,0.0,0.0,-0.87
 PEIXE-CORVINA,-4.55,0.0,0.0,-1.05,0.0,0.0,0.0,0.0,-0.69,0.0,0.0,0.0,0.0,0.0,0.0,-1.71,-1.81
 PEIXE-CAVALINHA,0.0,0.0,0.0,-3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.18
 PEIXE,0.0,3.49,2.08,0.0,0.0,-0.54,0.0,0.0,0.0,0.02,-0.75,0.0,0.0,0.0,0.0,0.0,1.3
 PEIXE-PESCADINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.81,-0.81
 PEIXE-SARDINHA,0.0,0.0,0.0,-1.44,-2.53,0.0,0.0,0.0,9.94,0.0,0.0,0.0,-0.97,0.0,0.0,0.8,-0.02
 CAMARÃO,1.69,0.0,0.0,2.04,0.0,0.0,-6.47,0.0,7.07,0.0,0.0,-6.73,-0.12,0.0,-4.47,0.38,0.35
 PEIXE-VERMELHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77
 PEIXE-PACU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.17,0.0,0.0,0.0,-2.17
 PEIXE-DOURADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,1.26
 PEIXE-CAÇÃO,-0.19,0.0,0.0,0.0,-2.19,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,-1.12
 PEIXE-MERLUZA,4.55,0.0,0.0,0.02,-1.67,0.0,0.0,0.0,-10.52,0.0,0.0,0.0,-1.03,0.0,0.0,0.0,0.15
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.72,0.0,0.0,0.0,0.0,0.0,0.0,3.49,0.0,1.97
 PEIXE-PESCADA,-1.82,0.0,0.0,-3.0,0.21,0.0,-1.38,0.0,-1.52,0.0,0.0,-7.72,0.0,0.0,2.24,-0.09,-0.67
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,-13.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.21
 PEIXE-CASTANHA,0.0,0.0,0.0,-5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.85
 PEIXE-PIAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43,0.0,0.0,-0.43
 PEIXE-SURUBIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,-1.42
 SURURU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.84,-2.84
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.42,0.91,0.0,0.47
 PEIXE-SALMÃO,0.0,0.0,0.0,0.0,-5.29,0.0,0.0,-3.36,0.0,0.0,0.0,0.0,-0.12,0.0,0.0,0.0,-4.54
 PEIXE-TILÁPIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,-4.46
 PEIXE-TUCUNARÉ,0.0,0.0,0.0,0.0,0.0,0.0,-3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.15
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.97,-3.98,0.0,-3.76
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,-1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.51
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.55,0.0,0.0,0.0,0.0,-4.55
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,0.0,0.0,0.0,4.48
 PEIXE-MANDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,-1.42
 CARNES E PEIXES INDUSTRIALIZADOS,-0.65,-0.55,-0.19,2.17,-0.31,0.77,0.58,1.87,-3.77,-0.31,0.84,-0.16,0.53,-2.38,4.48,1.26,-0.31
 PRESUNTO,-0.1,-0.28,0.16,0.0,1.0,-3.5,2.53,0.73,-1.72,1.08,0.53,-1.23,0.58,-2.73,0.0,0.15,0.32
 SALSICHA,-1.87,-0.17,1.41,0.37,2.75,2.61,2.8,0.0,0.0,-3.26,2.66,0.7,2.75,0.59,-2.73,0.89,1.06
 LINGUIÇA,-1.65,-1.65,-0.42,2.46,-2.97,2.64,0.22,1.69,-4.14,-1.87,0.61,-0.94,-0.74,-4.12,11.01,0.42,-1.58
 MORTADELA,1.6,-1.7,0.22,2.15,3.69,0.0,1.32,1.24,0.0,2.97,0.0,3.23,2.99,-3.01,0.0,0.7,2.0
 SALAME,0.0,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62
 CARNE-SECA E DE SOL,-0.31,0.0,0.0,2.36,0.0,0.0,-0.15,3.43,-4.84,0.0,0.0,1.28,0.0,0.13,-0.93,2.23,-1.08
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,-1.92,0.0,0.0,0.0,0.0,0.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63
 HAMBÚRGUER,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29
 AVES E OVOS,-1.03,0.64,-0.81,-1.37,-0.58,-0.81,-0.66,-1.41,-3.51,-3.08,-2.44,-2.64,-0.77,-0.77,-3.49,-1.43,-1.26
 FRANGO INTEIRO,2.45,-0.57,-2.1,-1.26,-0.77,0.6,-2.13,-1.96,-3.46,-1.44,-1.08,-2.58,0.07,0.08,-5.15,-2.05,-1.65
 FRANGO EM PEDAÇOS,-0.1,0.09,2.39,-0.92,2.03,0.81,0.02,-0.05,-2.24,-3.75,1.54,0.72,0.18,-1.73,0.55,0.13,0.33
 OVO DE GALINHA,-6.52,2.98,-2.98,-2.26,-4.67,-5.53,3.74,-0.29,-6.14,-3.9,-9.91,-6.35,-3.51,-2.3,-0.19,-3.05,-2.91
 LEITE E DERIVADOS,-2.64,-3.37,-3.78,1.7,-0.89,0.19,0.5,1.06,2.61,-3.69,-2.86,-2.0,1.49,2.46,1.17,1.72,-1.31
 LEITE LONGA VIDA,-3.98,-5.38,-6.5,4.37,-3.24,-0.66,3.11,0.35,3.22,-6.24,-4.54,-3.69,2.04,3.51,-0.52,1.59,-3.48
 LEITE CONDENSADO,0.0,0.41,0.0,0.0,0.0,0.0,-2.42,0.02,0.0,0.0,0.0,0.0,2.22,2.51,0.0,0.0,-0.23
 LEITE EM PÓ,-1.79,1.19,0.0,0.59,0.18,0.0,-0.49,2.94,5.4,-1.59,0.85,0.19,1.75,2.11,3.65,2.58,1.25
 QUEIJO,-1.31,-2.09,1.5,1.58,3.35,0.34,1.6,1.37,0.63,3.27,-0.67,0.93,-0.35,-0.39,-0.4,0.15,1.3
 CREME DE LEITE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3
 IOGURTE E BEBIDAS LÁCTEAS,-0.78,3.42,2.15,-0.15,2.04,2.97,0.01,-0.17,0.87,-0.95,4.37,-0.85,1.99,0.22,-3.75,4.45,1.28
 MANTEIGA,0.0,0.0,0.0,1.04,0.0,0.0,0.48,-0.29,-1.97,0.0,0.0,-0.67,0.0,2.27,0.0,-0.22,-0.41
 PANIFICADOS,0.67,0.42,0.51,0.43,0.68,0.8,1.27,0.79,-0.43,-0.69,0.66,0.43,1.74,0.07,1.74,-0.77,0.5
 BISCOITO,-1.57,1.39,-0.25,-1.04,1.28,-1.05,3.38,1.54,1.25,-0.76,0.14,0.37,-0.37,-0.54,0.14,0.44,0.48
 PÃO FRANCÊS,1.54,-0.49,0.65,1.18,0.0,1.91,0.61,0.49,-1.04,-0.99,0.83,0.12,2.36,0.16,2.21,-1.13,0.36
 PÃO DOCE,-1.26,0.22,-1.73,0.0,2.63,-2.48,0.67,-0.74,-1.64,-0.19,0.0,0.66,3.63,0.0,0.0,-2.53,0.6
 PÃO DE FORMA,1.28,1.81,3.63,0.0,-0.09,3.97,0.0,0.0,0.0,1.48,5.8,2.71,2.67,0.0,0.0,0.0,1.31
 BOLO,-0.62,0.07,2.67,-0.07,3.85,0.76,0.62,1.8,-2.34,-0.98,0.36,-0.26,1.51,1.49,2.13,-0.89,1.35
 PÃO DE QUEIJO,0.0,0.0,0.07,0.0,0.0,-3.01,0.0,0.0,0.0,0.0,-2.97,0.0,0.0,0.0,0.0,0.0,-1.1
 ÓLEOS E GORDURAS,-0.39,1.24,-0.5,-0.72,-0.36,1.86,-1.33,-0.7,3.27,0.54,0.65,-1.24,-0.88,0.25,-1.31,0.27,0.03
 ÓLEO DE SOJA,-0.89,0.89,-0.27,-1.34,-3.05,1.68,-3.08,-2.51,4.3,0.52,0.42,-2.53,-1.03,0.07,-2.34,2.35,-0.83
 AZEITE DE OLIVA,2.06,0.0,0.0,0.0,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,2.39
 MARGARINA,-1.18,1.91,-1.09,-0.27,3.0,2.07,1.69,1.31,1.82,0.56,1.5,0.64,-0.52,0.78,0.72,-2.54,1.05
 BEBIDAS E INFUSÕES,0.16,0.21,0.1,0.45,0.85,-0.93,-2.14,0.81,1.54,0.61,0.26,-0.55,-1.04,0.54,-0.61,1.23,0.3
 SUCO DE FRUTAS,1.42,-1.29,-1.09,-0.31,2.77,0.1,-0.32,-1.78,-0.52,0.66,1.58,-0.27,-0.83,0.01,0.36,1.21,0.92
 AÇAÍ (EMULSÃO),0.0,0.0,0.0,0.0,0.0,0.0,-8.41,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,-8.31
 CAFÉ MOÍDO,1.3,1.81,-2.74,0.26,0.24,-1.08,-1.47,0.65,0.22,-0.08,-1.77,0.36,-0.88,0.28,-1.53,-0.44,-0.26
 CAFÉ SOLÚVEL,0.0,-2.43,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,-1.05
 CHÁ,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,-1.56,0.0,0.0,0.0,1.73
 REFRIGERANTE E ÁGUA MINERAL,-0.76,-0.28,1.51,0.53,1.56,1.51,1.73,0.81,1.47,1.96,0.97,-1.67,-0.61,1.29,-0.39,0.48,0.96
 CERVEJA,0.23,-0.57,1.23,0.77,-0.47,-5.2,0.12,3.69,4.16,-2.01,0.06,-0.84,-1.67,-0.35,-0.1,2.0,-0.1
 OUTRAS BEBIDAS ALCOÓLICAS,0.46,2.51,-0.35,0.56,0.2,1.54,-0.76,-0.32,1.51,2.53,2.78,0.8,0.0,0.0,0.0,-0.73,0.88
 ENLATADOS E CONSERVAS,0.02,-0.39,-1.36,0.6,0.83,0.99,-0.22,1.98,0.67,0.95,0.3,0.8,-0.14,1.38,0.5,0.11,0.34
 COCO RALADO,0.0,0.0,0.0,0.0,-2.17,-2.93,0.0,0.0,0.0,1.11,0.0,0.0,-1.06,0.0,0.0,0.0,-1.23
