"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - NOVEMBRO DE 2018",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 AÇÚCARES E DERIVADOS,-1.05,-0.69,0.4,-1.62,-2.48,0.78,0.45,0.0,0.37,-0.52,2.98,-0.54,0.45,-0.55,1.54,0.07,-0.79
 AÇÚCAR REFINADO,-1.93,2.41,0.0,0.0,-1.38,0.0,0.09,-0.18,0.0,2.95,0.0,0.0,0.0,0.64,3.61,-0.28,-0.56
 AÇÚCAR CRISTAL,0.29,-1.1,-0.13,0.69,0.4,1.94,1.53,0.48,0.74,-1.62,4.45,-1.18,1.68,-1.12,0.5,0.6,0.49
 BALAS,0.0,-1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.76
 CHOCOLATE EM BARRA E BOMBOM,0.46,-1.53,1.67,-5.55,-4.23,-2.78,-3.02,0.0,-3.77,-0.38,-1.05,1.36,-0.21,-0.24,0.0,-4.63,-2.12
 SORVETE,-1.54,-0.45,-1.83,-0.37,-3.34,2.24,0.0,-0.98,1.11,-3.07,3.44,-0.25,-1.62,0.0,3.37,-0.36,-1.9
 CHOCOLATE E ACHOCOLATADO EM PÓ,-1.36,-0.26,2.65,-3.58,-3.14,-0.59,-0.17,-0.17,0.79,-0.69,-0.15,0.04,0.72,0.46,-1.27,1.19,-1.16
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,-11.42,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.42
 HORTALIÇAS E VERDURAS,6.02,9.81,3.16,11.5,3.26,6.18,-1.41,-2.43,3.76,11.13,8.0,6.86,3.19,4.46,-0.58,-2.08,4.43
 ALFACE,3.73,6.96,1.25,1.25,3.96,6.72,-0.25,0.93,3.2,12.99,4.24,4.05,1.23,6.72,-8.21,-11.88,4.05
 COENTRO,0.0,0.0,0.0,23.9,0.0,0.0,0.0,0.0,10.43,0.0,0.0,0.0,0.0,0.0,0.0,2.96,15.97
 COUVE,1.03,0.0,0.22,0.0,3.83,6.33,0.0,0.0,0.0,-2.14,4.19,2.68,0.0,0.0,0.0,0.0,2.31
 COUVE-FLOR,14.01,19.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.76,0.0,0.0,0.0,0.0,17.63
 REPOLHO,9.88,4.52,18.92,-11.12,-6.42,14.42,4.15,0.0,2.47,17.87,20.97,25.71,15.48,1.75,0.0,-1.07,4.96
 CHEIRO-VERDE,5.7,0.0,0.0,0.0,3.56,2.37,-3.29,-2.93,-2.77,0.0,0.0,0.23,0.9,3.32,3.65,0.0,0.39
 AGRIÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.93,0.0,0.0,0.0,-1.93
 BRÓCOLIS,8.81,26.51,2.47,0.0,7.32,6.11,0.0,0.0,0.0,2.97,0.0,0.0,0.0,0.0,0.0,0.0,9.28
 FRUTAS,0.52,2.63,0.42,-0.08,-2.17,1.07,1.09,5.31,1.43,-3.7,-2.35,-0.23,-2.02,3.55,-0.23,-4.98,-0.05
 BANANA-DA-TERRA,0.0,0.0,0.0,-20.18,0.0,0.0,0.0,0.0,-0.59,0.0,0.0,-3.55,0.0,2.03,0.0,0.0,-10.02
 ABACAXI,-4.97,2.18,-2.46,-4.77,-0.82,0.0,0.0,0.0,0.0,-4.6,-5.5,0.0,-3.33,0.0,0.0,-1.66,-2.21
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,19.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.19
 BANANA-D'ÁGUA,-2.24,1.29,0.0,0.0,-3.17,-4.21,0.0,0.0,0.0,-4.18,0.0,0.0,-0.19,0.0,0.0,0.0,-2.49
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96,0.0,2.69,0.0,0.0,0.0,3.69
 BANANA-PRATA,-1.9,1.62,-3.99,-2.45,0.26,-4.8,0.86,5.8,1.49,-2.69,-5.21,-0.16,0.0,-4.7,-1.3,-13.44,-0.55
 LARANJA-BAÍA,0.0,14.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.44
 LIMÃO,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.41,0.0,0.56
 MAÇÃ,1.73,0.74,4.06,2.97,-0.19,3.43,2.79,0.93,-0.82,-2.21,-4.64,-1.95,2.73,-0.29,5.4,-2.4,0.67
 MAMÃO,1.05,3.42,-0.73,3.17,-3.19,-3.69,-5.03,4.27,-4.25,-5.93,0.0,6.06,-0.39,0.0,2.75,-3.41,-1.13
 MANGA,-5.17,0.0,0.0,6.41,0.0,-5.6,0.0,0.0,0.0,0.0,0.0,-5.03,0.0,0.0,0.0,-14.1,-2.67
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.94,-3.67,0.0,0.0,0.0,0.0,0.0,0.0,-5.69,0.4
 MELANCIA,0.0,0.0,15.99,3.29,5.55,23.93,-2.58,-4.86,-1.41,-2.83,15.59,0.0,-4.61,12.64,-0.17,-11.48,3.79
 PÊRA,-1.19,0.0,0.0,0.0,-2.47,11.62,0.0,0.0,0.0,0.0,-5.72,-2.38,0.0,0.0,0.0,0.0,-0.97
 TANGERINA,0.0,2.26,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0,2.22
 UVA,5.62,0.0,6.65,0.9,-4.75,1.98,-5.86,-1.05,6.9,-1.42,-0.83,4.66,8.78,3.55,-1.8,7.87,-0.25
 LARANJA-PERA,2.69,0.0,-5.07,8.17,-4.21,0.93,3.37,13.13,5.35,-7.47,-8.94,-1.34,-8.98,14.26,1.65,-0.25,-1.16
 MORANGO,0.0,2.71,8.78,0.0,0.0,0.0,0.0,0.0,0.0,6.39,0.0,0.0,0.0,0.0,0.0,0.0,6.35
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
 CARNES,0.88,-0.73,0.29,1.96,0.22,-0.98,-1.49,1.14,-0.52,0.92,1.04,-0.99,0.04,0.56,1.1,-0.79,0.16
 FÍGADO,0.0,0.0,0.0,-8.1,0.0,0.0,-1.51,2.28,0.52,0.0,0.0,0.0,0.0,0.0,-6.75,-2.95,-2.7
 CARNE DE PORCO,-0.26,0.23,1.54,-1.76,1.73,0.34,-1.51,4.88,1.84,2.12,2.24,-4.74,-1.21,-0.42,-2.81,0.47,1.16
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.69,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
 CONTRAFILÉ,0.42,0.44,-0.58,5.75,2.56,-0.29,-2.79,3.66,-2.89,-3.17,1.53,-0.57,2.69,0.08,2.36,0.06,0.56
 FILÉ-MIGNON,3.09,0.0,0.0,3.77,0.0,0.0,-3.82,0.0,-2.86,4.5,-2.39,0.0,1.1,0.0,0.0,0.0,1.05
 CHÃ DE DENTRO,0.16,4.74,0.02,4.3,1.82,-2.96,-4.19,2.03,1.32,-1.81,2.16,0.24,-1.37,-0.27,3.37,-0.54,0.79
 ALCATRA,0.75,-2.74,-0.72,-1.22,-1.21,-1.97,-0.91,2.43,-1.97,-0.75,1.39,-1.52,0.76,-1.46,4.19,0.27,-0.64
 PATINHO,1.05,-3.07,1.25,4.63,1.65,-1.47,-1.03,0.1,0.61,-1.87,0.44,-0.64,-0.08,0.14,1.77,1.76,0.68
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07
 LAGARTO COMUM,0.0,0.0,0.0,0.0,-4.56,-1.82,0.0,0.8,2.68,0.0,0.2,0.0,-2.89,3.06,0.0,0.28,-2.46
 MÚSCULO,2.72,-2.79,0.4,2.53,-1.27,0.0,0.39,0.0,0.3,2.6,1.19,0.17,-1.58,4.24,9.36,-0.58,0.29
 PÁ,0.0,-4.72,0.0,-0.31,-1.4,-1.79,-1.59,0.0,0.05,0.86,0.0,0.0,-0.68,0.8,-1.64,0.17,-1.61
 ACÉM,2.99,-0.4,0.74,1.95,-0.93,0.83,0.26,-0.6,-3.94,9.02,1.85,-1.93,-0.93,0.56,3.62,-5.02,0.04
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,-2.22,1.04,-4.48,0.0,-0.41,0.0,-2.9,2.71,2.24,3.08,-1.88
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.56,0.0,0.0,0.66
 COSTELA,-0.7,0.19,1.36,3.66,0.46,0.59,-0.2,-1.26,1.73,3.46,0.39,0.92,0.99,0.92,-2.4,-0.76,0.65
 PESCADOS,-0.58,11.56,-1.28,2.12,1.15,-4.18,1.32,-1.72,-0.77,-0.96,-5.62,-1.81,3.99,4.08,0.63,-0.1,0.55
 PEIXE-ANCHOVA,-9.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.45
 PEIXE-BADEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.03
 PEIXE-CORVINA,3.95,0.0,0.0,1.78,0.0,0.0,0.0,0.0,-3.05,0.0,0.0,0.0,0.0,0.0,0.0,-0.26,-0.12
 PEIXE-CAVALINHA,0.0,0.0,0.0,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68
 PEIXE,0.0,11.56,-1.28,0.0,0.0,-4.18,0.0,0.0,0.0,-0.96,-5.62,0.0,0.0,0.0,0.0,0.0,1.12
 PEIXE-PESCADINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.43,0.0,-2.43
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,1.89
 PEIXE-SARDINHA,0.0,0.0,0.0,5.05,9.61,0.0,0.0,0.0,1.74,0.0,0.0,0.0,4.43,0.0,0.0,-0.16,7.27
 CAMARÃO,-0.93,0.0,0.0,2.86,0.0,0.0,-1.46,0.0,0.2,0.0,0.0,4.97,3.99,0.0,3.57,-0.04,0.31
 PEIXE-VERMELHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.71,-1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.56
 PEIXE-PACU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,0.0,0.0,0.0,4.46
 PEIXE-DOURADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.28,0.0,0.0,0.0,0.0,-5.28
 PEIXE-CAÇÃO,-0.58,0.0,0.0,0.0,-0.43,0.0,0.0,0.0,0.0,0.0,0.0,-1.19,0.0,0.0,0.0,0.0,-0.54
 PEIXE-MERLUZA,-5.49,0.0,0.0,7.43,1.15,0.0,0.0,0.0,-0.11,0.0,0.0,0.0,5.43,0.0,0.0,0.0,-0.92
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,-3.48,-3.51,0.0,0.0,0.0,0.0,0.0,0.0,-3.45,0.0,-3.48
 PEIXE-PESCADA,9.63,0.0,0.0,-3.89,0.6,0.0,3.72,0.0,0.06,0.0,0.0,-11.27,0.0,0.0,0.9,-0.1,2.21
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PEIXE-CASTANHA,0.0,0.0,0.0,-2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.57
 PEIXE-PIAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.14,0.0,0.0,-1.14
 PEIXE-SURUBIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0,4.08
 SURURU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.66,-3.66
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,5.21,0.0,4.99
 PEIXE-SALMÃO,0.0,0.0,0.0,0.0,-10.26,0.0,0.0,-1.72,0.0,0.0,0.0,0.0,3.99,0.0,0.0,0.0,-7.85
 PEIXE-TILÁPIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.66
 PEIXE-TUCUNARÉ,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89,-2.36,0.0,-1.3
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3,0.0,0.0,0.0,0.0,-1.3
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,1.57
 PEIXE-MANDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0,4.08
 CARNES E PEIXES INDUSTRIALIZADOS,-0.16,0.32,0.76,-0.5,-0.29,-0.98,2.16,1.1,-1.4,-1.01,-0.05,-1.13,1.63,-0.84,-2.24,-0.72,-0.15
 PRESUNTO,-3.17,0.44,2.73,0.0,-2.7,-2.42,-1.96,0.74,1.28,-0.1,-1.31,-0.19,-3.0,-1.21,0.0,0.67,-1.14
 SALSICHA,1.3,3.18,2.76,-3.39,0.38,-1.12,-2.35,0.0,0.0,-2.78,-1.09,3.25,-2.76,-1.5,-3.15,2.5,0.62
 LINGUIÇA,1.87,-3.05,0.73,-2.92,0.3,-1.23,1.81,0.74,-2.71,0.17,1.04,-2.84,5.08,-0.3,-3.07,-0.28,0.0
 MORTADELA,-2.15,0.24,-2.86,-1.03,-0.47,0.0,1.66,2.71,0.0,-2.87,0.0,-1.39,0.5,-0.98,0.0,-1.41,-0.94
 SALAME,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76
 CARNE-SECA E DE SOL,-0.11,0.0,0.0,0.48,0.0,0.0,3.97,0.89,-1.74,0.0,0.0,0.56,0.0,-0.81,-0.48,-1.86,0.12
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,-0.91,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65
 HAMBÚRGUER,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68
 AVES E OVOS,-1.29,-0.16,1.53,2.43,0.46,1.12,-0.74,3.63,0.27,1.88,-0.12,0.54,1.43,0.32,0.25,0.84,0.63
 FRANGO INTEIRO,1.35,1.13,2.36,2.09,-0.64,-0.42,-1.24,4.47,0.67,0.91,-0.02,-0.38,2.92,0.73,1.26,-0.16,0.9
 FRANGO EM PEDAÇOS,-2.45,-0.27,1.93,2.66,1.99,3.82,0.07,3.4,0.93,4.47,2.89,1.62,2.21,0.59,0.5,2.29,1.07
 OVO DE GALINHA,-1.28,-1.01,-0.73,3.27,-1.01,-0.18,0.44,1.22,-2.83,-2.55,-2.98,1.3,-2.24,-0.97,-3.31,0.12,-0.68
 LEITE E DERIVADOS,-2.78,-4.08,-5.5,-0.37,-7.34,-2.68,-0.26,0.25,0.26,-4.06,-2.78,-4.69,-2.57,-1.15,-3.22,-0.31,-4.06
 LEITE LONGA VIDA,-6.96,-8.05,-8.82,-1.73,-10.49,-4.77,-3.15,0.47,-0.86,-6.78,-3.37,-8.81,-4.41,-2.16,-8.3,-2.97,-7.52
 LEITE CONDENSADO,0.0,-1.23,0.0,0.0,0.0,0.0,0.29,-2.08,0.0,0.0,0.0,0.0,-3.73,3.32,0.0,0.0,-1.05
 LEITE EM PÓ,-1.08,-0.27,0.0,-1.51,0.03,0.0,-0.39,0.15,-0.45,2.66,-0.12,-0.73,-0.04,0.44,-0.06,-0.22,-0.38
 QUEIJO,1.27,1.99,0.17,1.41,-4.16,0.59,1.97,0.36,4.39,-1.37,-2.51,-0.79,-0.5,-2.09,-2.93,1.32,-0.8
 CREME DE LEITE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88
 IOGURTE E BEBIDAS LÁCTEAS,1.99,1.31,-0.26,-0.7,-2.66,-0.26,2.01,0.75,-1.09,2.5,-0.79,-1.0,1.24,-0.6,-0.65,1.64,-0.46
 MANTEIGA,0.0,0.0,0.0,-1.09,0.0,0.0,1.53,-1.0,-0.83,0.0,0.0,4.97,0.0,-2.25,0.0,1.8,0.13
 PANIFICADOS,-0.52,-1.41,1.45,1.19,0.9,1.75,-0.13,-0.38,-0.51,1.58,-0.01,0.35,0.77,0.52,-0.5,0.46,0.41
 BISCOITO,0.3,-0.18,0.29,0.7,-1.41,1.78,-0.1,0.6,0.12,1.42,-1.55,1.32,0.45,0.81,1.01,0.91,-0.07
 PÃO FRANCÊS,-1.13,-2.26,2.39,1.38,1.9,1.6,-0.29,-0.92,-1.24,2.79,1.0,0.84,1.52,0.52,-0.62,0.27,0.67
 PÃO DOCE,-1.11,-0.05,2.75,0.0,0.93,0.76,3.96,2.37,3.6,3.77,0.0,-1.48,-0.61,0.0,0.0,1.81,1.3
 PÃO DE FORMA,0.96,-2.11,-1.89,0.0,-0.84,-0.88,0.0,0.0,0.0,-0.53,-1.12,-1.59,0.26,0.0,0.0,0.0,-0.74
 BOLO,1.78,-1.42,-2.06,1.69,1.18,1.3,-0.76,0.25,2.0,-3.05,-2.68,-2.15,-3.76,-0.7,-2.77,-0.66,-0.34
 PÃO DE QUEIJO,0.0,0.0,1.82,0.0,0.0,6.23,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,2.33
 ÓLEOS E GORDURAS,0.38,-0.58,0.88,0.88,0.0,1.9,-0.41,0.45,0.91,0.97,-0.2,0.24,0.16,0.93,1.33,0.48,0.34
 ÓLEO DE SOJA,0.58,0.12,0.65,3.67,0.71,0.94,0.08,2.16,3.5,1.31,-0.39,1.02,-0.33,1.98,2.42,0.99,0.99
 AZEITE DE OLIVA,-1.01,0.0,0.0,0.0,-0.64,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,-0.7
 MARGARINA,0.95,-1.93,1.46,-1.09,-0.88,3.01,-1.2,-1.4,-2.53,0.28,0.54,-1.97,1.38,-1.96,-0.66,-0.24,-0.52
 BEBIDAS E INFUSÕES,0.73,-0.09,-0.33,0.2,0.73,0.45,2.25,0.47,0.82,0.12,-0.05,-0.78,-0.38,0.13,-0.75,-0.27,0.44
 SUCO DE FRUTAS,2.58,0.74,0.61,-0.95,0.67,0.58,-1.5,-0.03,1.6,0.7,-0.33,1.49,2.26,0.02,0.83,-0.07,0.72
 AÇAÍ (EMULSÃO),0.0,0.0,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0,6.31,0.0,0.0,9.96
 CAFÉ MOÍDO,0.03,0.73,-1.02,0.59,-1.87,-1.13,-0.12,0.52,2.66,-0.89,-1.45,0.16,-0.49,-0.54,-0.05,-1.03,-0.61
 CAFÉ SOLÚVEL,0.0,1.31,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.81,0.45
 CHÁ,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,0.0,0.0,0.63,0.0,0.0,0.0,1.04
 REFRIGERANTE E ÁGUA MINERAL,0.1,-0.63,0.15,1.11,0.91,1.47,0.48,0.45,0.47,1.05,-0.17,-2.06,-1.58,0.45,-0.42,0.08,0.41
 CERVEJA,0.35,-1.16,-1.12,-1.71,2.32,-0.08,-1.4,0.4,-0.74,0.34,1.7,0.62,0.23,-0.97,-3.07,0.17,0.49
 OUTRAS BEBIDAS ALCOÓLICAS,2.98,-0.56,0.97,-1.24,2.08,1.9,-0.73,1.59,-0.59,-1.55,0.48,-2.8,0.0,0.0,0.0,-0.38,0.96
 ENLATADOS E CONSERVAS,-0.65,1.09,-0.29,0.96,1.55,2.21,0.06,-0.12,2.44,-1.15,1.69,0.29,-0.35,0.84,2.05,-1.17,0.64
 COCO RALADO,0.0,0.0,0.0,0.0,1.4,3.01,0.0,0.0,0.0,-0.89,0.0,0.0,-1.62,0.0,0.0,0.0,0.7
 ERVILHA EM CONSERVA,0.32,2.55,0.0,0.0,0.0,2.23,0.0,0.0,1.72,0.0,0.0,0.0,-3.58,0.0,0.0,-1.76,1.53
 PALMITO EM CONSERVA,-1.06,0.0,-0.03,0.0,2.07,0.0,0.0,0.0,0.0,-1.64,1.31,0.37,0.0,0.0,0.0,0.0,0.75
