"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JULHO DE 2020",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 MACARRÃO INSTANTÂNEO,-2.2,0.0,0.0,0.0,1.27,1.0,0.0,0.0,0.0,-0.48,0.0,3.49,2.39,-0.31,0.0,0.0,0.35
" TUBÉRCULOS, RAÍZES E LEGUMES",-20.11,-7.7,-22.0,-18.2,-14.39,-24.95,-13.44,-8.81,-10.92,-15.53,-19.66,-23.8,-20.6,-3.1,-12.82,-10.59,-15.63
 BATATA-DOCE,1.18,0.0,0.0,-2.94,-4.8,0.0,0.0,0.0,-3.41,0.0,4.54,0.0,0.0,1.78,0.0,0.0,-2.68
 BATATA-INGLESA,-29.37,-14.68,-30.66,-33.63,-22.24,-30.54,-24.79,-17.59,-17.83,-23.46,-31.96,-38.28,-34.19,-3.38,-18.46,-30.97,-24.79
 INHAME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,5.16,4.24
 MANDIOCA (AIPIM),0.0,0.0,-12.16,9.84,0.0,-3.56,0.0,0.0,-5.97,0.0,0.0,0.0,-4.8,-2.43,0.0,0.0,-3.55
 ABOBRINHA,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87
 PEPINO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,1.85
 PIMENTÃO,0.0,0.0,0.0,0.0,1.37,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49
 TOMATE,-28.12,-3.22,-17.12,-21.21,-16.4,-32.31,-7.56,-8.48,-16.18,-22.01,-14.46,-21.19,-23.77,-9.17,-16.16,-12.59,-16.78
 CEBOLA,-4.89,0.99,-17.71,-11.42,-7.17,-13.44,-6.75,-3.63,-2.62,-1.85,-12.66,-6.64,-12.09,0.85,-6.38,-0.36,-6.75
 CENOURA,-18.14,-18.47,-13.04,-31.26,-26.23,-39.76,-20.67,-5.37,-16.83,-14.47,-27.74,-17.18,0.0,0.0,0.0,-12.18,-20.67
 AÇÚCARES E DERIVADOS,0.28,-1.81,0.73,-1.1,-0.08,0.63,-2.42,0.79,-0.45,-0.02,-0.68,0.59,-1.59,-3.89,-0.36,-0.96,-0.31
 AÇÚCAR REFINADO,0.37,-1.26,0.0,-2.73,0.32,-2.01,-0.75,3.58,-2.29,-1.02,0.0,0.0,0.0,-5.28,-2.41,0.0,-0.12
 AÇÚCAR CRISTAL,0.0,-4.03,-0.5,-1.15,0.0,2.71,-5.51,-0.08,-0.91,0.5,0.56,0.02,-1.88,-5.11,2.11,-1.38,-1.15
 BALAS,0.0,-1.49,0.0,0.0,0.0,-0.67,0.0,0.0,0.0,-0.77,-2.74,0.0,-3.01,0.0,0.0,0.0,-1.33
 CHOCOLATE EM BARRA E BOMBOM,-3.51,-2.13,1.51,-2.52,-1.22,-1.87,-1.33,-0.08,-3.82,-0.66,-0.83,1.26,-2.28,-2.17,1.24,-1.74,-1.27
 SORVETE,3.52,-0.51,2.08,-2.35,2.21,3.07,0.0,2.27,3.14,1.78,0.13,3.06,0.01,0.0,0.0,-0.69,1.72
 CHOCOLATE E ACHOCOLATADO EM PÓ,0.9,-1.66,0.81,-0.33,-1.22,1.68,-0.98,-1.79,1.94,0.04,-3.27,-0.65,-2.18,-0.37,-1.06,0.16,-0.5
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81
 AÇÚCAR DEMERARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26
 HORTALIÇAS E VERDURAS,-1.04,2.2,-4.12,-7.56,8.34,-2.48,-1.32,-2.52,-6.82,2.9,-0.57,-4.24,-2.61,0.56,-4.98,-6.38,1.97
 ALFACE,-1.6,2.73,-4.95,-3.21,19.34,-4.38,7.79,3.92,-2.04,5.13,-1.09,-2.5,-1.37,0.75,4.87,-7.52,7.79
 COENTRO,0.0,0.0,0.0,-6.48,0.0,0.0,0.0,0.0,-5.29,0.0,0.0,0.0,0.0,0.0,0.0,-6.87,-5.86
 COUVE,-5.18,0.0,-2.32,0.0,-3.45,0.0,0.0,0.0,0.0,0.0,0.0,-3.53,0.0,1.5,0.0,-2.88,-3.45
 COUVE-FLOR,-4.72,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.44
 REPOLHO,0.0,3.16,0.0,0.0,-3.44,0.0,0.0,0.0,-13.76,-1.75,-1.83,0.0,-13.15,0.0,-14.37,0.0,-3.44
 CHEIRO-VERDE,4.65,-0.81,-6.91,-21.86,-4.05,-4.04,-4.06,-4.29,-10.58,-1.48,3.31,-8.67,-0.26,0.14,-5.49,0.0,-4.06
 BRÓCOLIS,0.65,2.38,1.74,0.0,2.67,2.68,2.66,0.0,0.0,6.19,0.0,-0.45,0.0,0.0,0.0,0.0,2.67
 FRUTAS,-1.62,0.18,-1.39,-2.48,2.76,1.59,0.43,3.84,1.63,0.28,2.42,0.52,0.95,0.79,1.83,1.42,1.09
 BANANA-DA-TERRA,0.0,0.0,0.0,-2.48,0.0,0.0,0.0,0.0,6.84,0.0,0.0,0.44,0.0,-0.12,0.0,0.0,4.24
 ABACAXI,-3.62,-4.21,0.0,-0.91,0.0,0.0,-2.42,0.0,0.0,0.0,1.29,-0.01,-4.77,0.0,0.0,-2.98,-2.42
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,4.39,0.0,0.0,0.87
 BANANA-D'ÁGUA,2.2,-1.06,6.77,0.0,5.87,1.01,0.0,0.0,0.0,-7.7,0.0,0.0,0.25,0.0,6.31,0.0,2.48
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,0.0,6.4,0.0,0.0,0.0,5.23
 BANANA-PRATA,-7.92,-0.39,-9.96,-8.06,-0.22,-3.54,-2.32,8.76,1.82,-7.57,-0.14,-2.1,0.0,-2.28,2.67,0.2,-2.32
 LARANJA-BAÍA,0.0,-4.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.27
 LARANJA-LIMA,0.0,0.0,-12.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.94
 LIMÃO,16.69,0.0,0.0,0.0,24.11,24.53,0.0,0.0,0.0,0.0,21.95,10.53,0.0,17.79,0.0,0.0,22.61
 MAÇÃ,-0.67,3.41,8.79,1.36,0.28,3.44,2.54,1.01,1.15,2.28,3.12,11.07,3.65,7.87,2.19,3.38,2.54
 MAMÃO,5.89,3.63,-1.13,-3.94,1.22,0.84,0.0,0.65,2.87,4.42,3.04,3.09,1.93,-0.96,0.0,4.03,1.73
 MANGA,-1.66,1.31,-10.05,0.0,-5.06,-3.91,0.0,-5.37,-0.41,1.33,0.0,-15.83,0.0,0.0,0.0,-0.15,-3.91
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,-4.25,0.0,0.0,0.0,0.0,0.0,0.0,-4.34,-2.01
 MELANCIA,0.0,0.0,4.14,-4.27,0.0,1.08,1.09,0.0,-0.25,3.51,-1.09,0.0,1.47,-8.3,2.42,0.0,1.09
 MELÃO,2.73,0.0,0.0,9.59,0.0,5.21,5.2,0.0,0.0,4.96,0.0,0.0,0.0,0.0,4.74,0.0,5.2
 PERA,0.0,0.0,0.0,0.0,3.59,0.0,0.0,0.0,0.0,0.0,-3.09,3.83,0.0,0.0,0.0,0.0,2.86
 TANGERINA,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,2.19
 UVA,-1.31,5.52,1.46,4.84,1.91,1.93,1.9,5.54,-4.17,6.28,1.92,-0.84,0.63,-1.77,-1.82,3.36,1.91
 LARANJA-PERA,-4.67,0.0,-1.45,-8.01,5.06,2.42,1.76,-1.84,5.26,1.1,3.24,-1.59,-0.46,-5.11,-3.99,6.95,1.76
 MORANGO,0.0,-4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.61
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,0.43,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.2
 CARNES,-0.81,2.92,5.26,1.66,3.85,3.11,4.86,0.24,7.73,4.75,3.72,0.74,3.71,4.11,3.16,6.39,3.68
 FÍGADO,0.0,0.0,0.0,6.21,0.0,0.0,7.36,7.19,7.37,0.0,0.0,0.0,0.0,0.0,9.08,0.0,7.36
 CARNE DE PORCO,1.87,4.21,6.77,4.15,2.03,8.15,5.88,1.94,-2.74,8.23,8.07,-1.32,6.8,0.69,4.08,3.23,4.15
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24
 CUPIM,0.0,0.0,0.0,-4.1,0.0,0.0,0.0,0.0,0.0,0.0,-4.12,0.0,0.0,0.0,0.0,0.0,-4.11
 CONTRAFILÉ,-0.56,2.54,6.34,-0.73,1.2,0.86,2.27,2.13,9.52,4.91,3.21,-0.71,-0.8,0.35,-0.43,7.33,2.54
 FILÉ-MIGNON,1.19,0.0,0.0,0.0,0.0,0.0,10.18,0.0,0.0,5.47,0.0,0.0,0.0,8.11,0.0,0.0,4.44
 CHÃ DE DENTRO,3.25,-1.38,3.82,3.45,5.93,-0.43,3.66,-3.28,8.95,1.35,2.66,0.91,3.97,3.65,1.17,5.42,3.65
 ALCATRA,-3.45,-3.83,3.56,-3.13,6.97,3.0,2.47,-0.27,9.72,5.47,0.67,0.97,3.09,2.22,3.28,4.22,2.47
 PATINHO,-2.38,0.0,3.04,-0.85,0.61,0.0,0.81,-1.09,0.0,1.67,1.86,1.87,-0.09,3.82,2.46,0.82,0.81
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86
 LAGARTO COMUM,0.0,0.74,0.0,0.0,1.97,0.0,0.0,0.0,7.26,0.0,3.3,0.0,2.91,2.79,0.0,0.0,2.91
 MÚSCULO,0.01,1.26,6.67,1.32,8.16,0.0,4.39,0.0,6.19,1.42,1.71,0.0,1.79,4.38,4.4,7.61,4.38
 PÁ,0.0,6.35,3.84,2.59,8.14,0.0,8.0,0.0,0.0,0.0,0.0,4.41,5.08,7.3,-1.53,4.95,6.35
 ACÉM,-0.32,7.15,4.37,3.99,2.6,5.52,3.65,-0.94,7.28,5.19,4.64,0.42,6.28,7.98,8.13,8.65,3.65
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,2.98,4.99,2.04,9.44,4.3
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,4.58,0.0,5.23,6.31,0.0,3.69,0.05,4.11,0.0,0.0,4.56
 COSTELA,-0.26,5.87,6.23,2.71,7.22,5.27,10.0,1.78,11.3,5.18,7.94,2.08,6.27,8.71,6.37,7.55,6.37
 PICANHA,0.0,1.54,3.66,0.0,0.0,-0.12,0.0,-1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03
 PESCADOS,-1.18,-0.42,-1.33,-0.54,-0.56,2.25,-0.88,-2.02,0.95,1.64,-0.83,0.3,0.76,2.59,-0.18,0.56,-0.38
 PEIXE-ANCHOVA,0.0,0.0,0.0,-0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.54
 PEIXE-CORVINA,-1.93,0.0,0.0,-0.43,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,-3.32,2.13,-0.43
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,0.0,-0.18
 PEIXE-SARDINHA,0.0,0.49,0.0,-0.54,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35
 CAMARÃO,-0.23,0.0,0.0,-0.22,0.0,-1.62,0.0,3.45,0.47,-1.19,-0.21,2.84,0.0,0.0,-1.84,0.14,-0.23
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55
 PEIXE-CAÇÃO,0.0,0.0,0.0,0.0,-0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.56
 PEIXE-MERLUZA,0.0,0.0,0.35,-0.81,-0.99,0.0,0.0,0.0,-0.86,0.0,-2.81,0.0,0.0,0.0,0.0,0.0,-0.99
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0
 PEIXE-PESCADA,0.0,0.0,0.0,0.0,-0.56,0.0,-1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,-0.59,-0.75
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PEIXE-CASTANHA,0.0,0.0,0.0,-2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.91
 PEIXE-PALOMBETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.96
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,2.22
 PEIXE-SALMÃO,-1.18,0.0,0.0,0.0,-0.42,2.25,0.0,-2.02,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32
 PEIXE-TILÁPIA,0.0,-1.16,-1.81,0.0,-0.32,3.85,0.0,-2.94,1.36,2.21,0.32,1.79,0.78,0.0,0.0,0.93,-0.32
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,1.88,-0.88,0.0,0.0,0.0,-0.07,0.0,-0.95,2.7,0.17,0.0,0.17
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,-0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32
 PEIXE-FILHOTE,0.0,0.0,0.0,0.0,0.0,2.32,-0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.34,0.0,0.0,0.0,0.0,-2.34
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,2.94
 PEIXE-ARUANÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.83,0.0,0.0,0.0,0.0,0.0,-0.83
 CARNES E PEIXES INDUSTRIALIZADOS,1.2,0.13,1.94,1.69,2.11,3.02,1.47,1.75,3.85,2.1,1.5,0.76,1.08,2.15,0.63,1.61,1.85
 PRESUNTO,-2.26,-2.07,2.18,0.0,1.45,2.09,0.0,2.61,4.67,2.11,-2.26,-1.7,-2.25,2.69,0.0,2.53,0.65
 SALSICHA,0.0,1.62,0.0,3.89,1.1,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,-0.7,0.0,0.0,1.33
 LINGUIÇA,3.12,0.89,3.13,3.84,3.25,3.84,2.3,1.53,10.33,2.38,3.13,1.12,2.6,2.95,-0.18,3.65,3.12
 MORTADELA,0.82,0.0,0.62,-0.39,-2.07,0.0,0.0,2.47,0.0,2.62,-0.29,0.0,-0.86,0.0,0.0,0.0,-0.29
 SALAME,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
 BACALHAU,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.01,0.0,0.91
 CARNE-SECA E DE SOL,1.18,0.0,0.0,1.04,0.0,2.4,1.07,1.12,1.04,0.0,0.0,0.66,0.0,0.0,2.81,0.51,1.12
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,-3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.46,0.73,0.0,0.0,0.0,0.0,-2.57
 AVES E OVOS,1.55,0.72,-0.59,0.11,0.13,0.04,0.62,-0.28,0.75,-0.53,0.79,-0.62,0.35,0.44,1.07,-1.94,0.28
 FRANGO INTEIRO,-0.28,2.42,0.59,1.24,-0.31,0.75,0.74,-0.36,2.06,0.88,1.16,2.01,2.61,0.65,1.98,-2.33,0.74
 FRANGO EM PEDAÇOS,2.77,1.21,0.52,1.46,1.8,1.31,0.3,-0.16,1.04,0.61,1.57,-0.46,-0.07,3.48,0.18,-1.9,1.36
 OVO DE GALINHA,-1.54,-1.44,-4.52,-4.43,-3.84,-2.84,0.53,-0.19,-2.52,-6.08,-2.54,-4.76,-0.32,-2.14,-2.62,-1.25,-2.84
 LEITES E DERIVADOS,2.45,0.89,2.27,0.9,1.02,1.8,3.62,0.95,2.41,0.07,5.11,4.7,2.74,2.18,3.78,2.0,1.67
 LEITE LONGA VIDA,4.62,1.83,4.69,7.27,4.22,2.58,4.93,0.35,5.76,0.7,6.53,5.58,3.05,3.0,8.4,4.13,3.79
 LEITE CONDENSADO,1.97,-1.01,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,3.16,0.0,0.0,0.94
 LEITE EM PÓ,-2.61,0.0,5.55,-0.89,-0.67,0.0,4.97,1.27,1.5,0.68,1.47,1.61,2.01,1.6,2.96,-0.27,1.13
 QUEIJO,3.5,0.03,0.31,1.1,-1.85,2.69,4.81,3.58,0.81,-1.37,7.26,4.25,3.37,0.39,0.75,4.82,0.39
 IOGURTE E BEBIDAS LÁCTEAS,0.03,-0.03,-2.0,-1.16,-2.12,-2.93,-3.33,-2.65,-0.79,-0.32,-2.56,0.18,0.46,2.15,-0.2,-3.51,-1.39
 REQUEIJÃO,-0.71,0.0,-1.69,0.0,-3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.79
 MANTEIGA,0.14,0.0,-1.64,-2.19,0.0,0.59,4.23,-1.62,2.2,0.0,1.41,9.15,0.0,2.05,0.0,0.71,0.87
 LEITE FERMENTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1.82
 PANIFICADOS,0.17,-0.74,0.63,-0.18,0.29,0.49,-0.24,-0.9,1.7,0.64,0.95,-0.74,-1.66,0.27,0.36,-1.34,0.24
 BISCOITO,0.25,-2.51,0.18,-0.08,0.66,0.77,1.53,0.25,0.12,-0.69,-0.3,-1.63,-0.87,-0.49,2.07,-0.02,0.04
 PÃO FRANCÊS,-0.28,0.97,0.51,-0.05,-0.2,0.54,-1.33,-1.75,2.44,1.74,1.5,-0.71,-2.84,0.71,-0.12,-2.41,0.17
 PÃO DOCE,0.36,-2.1,-1.54,0.0,1.58,0.0,0.0,0.0,3.33,-0.64,0.0,-0.8,-0.32,0.0,0.0,0.0,0.49
 PÃO DE FORMA,-0.38,-3.59,2.28,0.0,-3.25,-2.48,0.0,0.0,0.0,2.61,0.0,1.53,0.0,0.0,0.0,0.0,-1.56
 BOLO,3.83,1.98,2.33,-1.47,3.68,4.81,2.32,1.52,1.33,-0.26,2.31,1.44,2.34,-1.68,-0.82,3.0,2.31
 PÃO DE QUEIJO,0.0,0.0,1.95,0.0,0.0,-3.3,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.64
 ÓLEOS E GORDURAS,-0.28,0.64,-0.04,-0.73,-0.41,0.18,1.19,0.33,-0.78,1.39,0.32,2.62,1.52,0.17,-1.2,0.28,0.08
 ÓLEO DE SOJA,0.33,1.35,-1.01,-3.99,-1.99,1.35,2.13,-0.22,0.13,1.51,-0.3,2.67,1.72,-0.46,0.22,-0.76,-0.29
 AZEITE DE OLIVA,-1.62,0.0,0.0,0.0,1.21,-1.35,1.64,0.0,-0.48,0.6,0.0,2.5,-0.06,2.83,0.0,0.0,0.37
 MARGARINA,0.28,-1.06,3.03,3.32,0.84,0.0,-1.16,0.94,-2.49,1.79,2.42,0.0,2.52,0.0,-4.08,1.58,0.67
 BEBIDAS E INFUSÕES,0.0,-0.97,0.21,1.1,-0.94,-0.93,-0.81,0.42,0.31,0.56,0.02,0.55,0.79,-0.25,-1.03,0.21,-0.33
 SUCO DE FRUTAS,0.24,-2.09,-1.26,1.04,-0.89,-1.57,0.0,0.8,0.0,1.02,-1.52,0.37,2.04,0.0,0.0,0.0,-0.54
 POLPA DE FRUTA (CONGELADA),0.0,0.0,0.0,0.0,0.0,0.0,0.68,1.22,0.91,0.0,0.0,0.0,0.0,-0.07,-1.07,0.0,0.68
 AÇAÍ (EMULSÃO),0.0,0.0,0.0,0.0,0.0,0.0,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.42,-1.37,0.0,-2.41
 CAFÉ MOÍDO,0.83,-2.99,1.93,-0.61,0.76,1.89,2.76,1.13,0.88,0.48,-0.57,1.22,1.15,-0.13,-2.77,-1.34,0.64
 CAFÉ SOLÚVEL,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32
 REFRIGERANTE E ÁGUA MINERAL,0.11,-0.95,-0.03,1.99,-1.05,-0.18,-0.39,0.15,0.02,1.84,-1.38,0.2,1.96,-0.73,0.26,0.41,-0.16
 CERVEJA,-0.5,-1.27,-0.76,-0.25,-2.86,-2.9,0.1,-1.19,-0.33,-0.06,1.76,0.4,-0.41,0.0,1.51,0.91,-1.2
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,-1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.15
 VINHO,-1.02,-2.56,0.0,0.0,2.04,0.0,0.0,0.0,0.0,-2.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.17
 SUCO EM PÓ,0.0,1.7,1.98,0.0,-0.11,0.0,0.0,0.0,0.0,0.61,0.0,0.0,-0.25,0.93,0.0,0.0,0.61
 CHÁ MATE (ERVA MATE),0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.17,0.0,0.0,0.0,1.29
 ENLATADOS E CONSERVAS,0.79,-0.6,0.39,-0.17,0.45,1.4,0.34,1.85,0.14,1.17,0.91,2.26,-0.4,-0.12,3.48,-0.12,0.54
 ALIMENTO INFANTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
 PALMITO EM CONSERVA,0.0,0.0,0.8,0.0,0.14,-0.94,0.0,0.0,0.0,-1.73,1.35,0.0,0.0,0.0,0.0,0.0,0.04
 PEPINO EM CONSERVA,0.0,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62
 SARDINHA EM CONSERVA,-1.24,-0.35,0.89,-0.11,0.46,1.84,-0.72,2.07,-0.95,3.1,0.0,3.21,-2.47,-1.83,3.93,0.31,0.61
 SALSICHA EM CONSERVA,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
