"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - AGOSTO DE 2021",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 FUBÁ DE MILHO,0.0,0.0,0.0,4.57,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,3.11,3.64,3.55
 FLOCOS DE MILHO,0.0,0.0,0.0,-0.1,0.0,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.01,-1.86,0.09
 FARINHA DE TRIGO,0.0,-0.24,0.69,0.0,0.0,0.0,0.0,0.0,1.49,3.28,1.85,1.82,-3.75,0.0,0.0,0.0,0.76
 FARINHA DE MANDIOCA,-2.43,0.0,-0.04,-0.89,2.86,-0.68,0.3,1.65,2.4,0.0,-0.88,-1.29,0.0,-2.27,-2.44,-0.56,0.3
 MASSA SEMIPREPARADA,2.9,0.05,2.67,0.0,2.81,-0.51,-0.54,0.45,2.01,0.2,4.78,2.18,3.4,0.0,0.0,0.0,1.82
 MACARRÃO INSTANTÂNEO,4.9,0.0,0.0,0.0,0.21,-1.52,0.0,0.0,0.0,3.55,0.0,3.53,1.58,4.03,0.0,0.0,1.9
" TUBÉRCULOS, RAÍZES E LEGUMES",7.16,10.58,8.94,9.61,14.26,0.69,5.02,-3.01,1.71,0.44,4.17,-1.48,5.06,8.16,5.28,5.86,8.01
 BATATA-DOCE,7.6,0.0,0.0,7.59,13.78,0.0,0.0,0.0,-3.0,0.0,19.16,0.0,0.0,10.96,0.0,0.0,9.12
 BATATA-INGLESA,19.6,23.41,22.1,34.46,14.6,8.03,19.91,38.83,18.2,15.41,27.54,28.52,25.63,9.09,14.36,24.33,19.91
 INHAME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,-8.64,-6.49
 MANDIOCA (AIPIM),0.0,0.0,14.51,8.24,0.0,9.63,0.0,0.0,0.3,0.0,0.0,0.0,9.62,1.89,0.0,0.0,9.62
 ABOBRINHA,0.0,0.0,0.0,0.0,31.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.22
 PEPINO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.09,0.0,0.0,0.0,0.0,0.0,0.0,23.09
 PIMENTÃO,0.0,0.0,0.0,0.0,31.94,41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.87
 TOMATE,6.21,9.33,6.92,-2.76,10.28,-13.34,3.85,-14.8,10.7,-11.13,-6.44,-8.72,5.68,11.65,7.01,7.25,3.85
 CEBOLA,-8.9,1.58,-2.85,13.71,3.59,10.7,-3.71,-17.92,-20.86,-17.66,2.11,-4.77,-16.65,2.98,-1.0,0.79,-3.71
 CENOURA,-4.1,-4.16,-8.31,7.2,15.84,4.17,3.21,-1.48,4.94,3.27,8.68,-16.97,0.0,0.0,0.0,2.62,2.82
 AÇÚCARES E DERIVADOS,4.17,1.38,2.3,2.55,3.19,2.84,0.39,1.22,3.4,0.45,0.61,3.39,2.28,0.04,3.45,2.34,2.41
 AÇÚCAR REFINADO,7.19,5.47,0.0,6.43,4.96,5.16,-1.8,0.25,5.15,2.73,0.0,0.0,0.0,-1.55,3.81,0.0,4.58
 AÇÚCAR CRISTAL,0.0,1.74,3.8,3.42,0.0,6.5,1.15,1.62,4.7,-1.87,1.06,4.72,4.68,0.3,5.19,4.42,2.89
 BALAS,0.0,3.18,0.0,0.0,0.0,3.12,0.0,0.0,0.0,2.87,0.45,0.0,1.52,0.0,0.0,0.0,2.75
 CHOCOLATE EM BARRA E BOMBOM,2.58,2.02,2.53,2.21,3.65,1.91,3.02,1.42,3.29,-0.6,0.5,4.87,2.8,0.88,0.53,0.14,2.58
 SORVETE,-1.12,-1.19,0.63,-0.64,0.68,0.69,-0.11,0.01,0.1,1.44,1.59,-0.73,-2.13,0.0,0.0,0.39,0.28
 CHOCOLATE E ACHOCOLATADO EM PÓ,4.48,-0.54,0.42,-0.46,3.8,2.64,0.53,2.73,1.42,0.13,-1.87,0.55,3.84,0.25,0.08,-2.53,2.11
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88
 AÇÚCAR DEMERARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,2.64
 HORTALIÇAS E VERDURAS,-1.5,8.45,0.12,11.9,8.23,1.77,1.86,4.11,-2.19,9.59,0.06,-5.98,11.68,-3.98,1.15,-2.27,5.17
 ALFACE,11.0,14.96,2.45,5.99,10.78,6.17,8.8,-1.03,2.43,17.05,-2.31,-5.66,4.99,-0.94,-1.24,-5.54,8.81
 COENTRO,0.0,0.0,0.0,13.12,0.0,0.0,0.0,0.0,-5.51,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1.03
 COUVE,0.37,0.0,1.36,0.0,5.64,0.0,0.0,0.0,0.0,0.0,0.0,-1.46,0.0,0.59,0.0,-2.01,3.52
 COUVE-FLOR,-4.25,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.05
 REPOLHO,0.0,3.91,0.0,0.0,17.89,0.0,0.0,0.0,1.07,9.89,7.05,0.0,51.75,0.0,4.34,0.0,12.79
 CHEIRO-VERDE,-7.46,1.27,-4.06,22.64,3.45,1.36,1.34,5.78,-2.63,4.71,4.2,-10.1,1.35,-7.45,0.82,0.0,1.34
 BRÓCOLIS,-13.93,2.68,-9.36,0.0,-3.25,-10.95,-4.14,0.0,0.0,-0.97,0.0,-2.81,0.0,0.0,0.0,0.0,-4.14
 FRUTAS,1.74,2.18,3.95,5.43,6.23,9.15,2.66,-2.84,0.07,3.52,5.08,0.26,4.85,5.77,2.74,-0.48,3.9
 BANANA-DA-TERRA,0.0,0.0,0.0,-3.04,0.0,0.0,0.0,0.0,2.33,0.0,0.0,1.57,0.0,2.4,0.0,0.0,1.33
 ABACAXI,-2.39,-5.28,0.0,8.47,0.0,0.0,-2.54,0.0,0.0,0.0,-3.38,-5.62,-14.84,0.0,0.0,0.54,-2.54
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,6.32,0.0,0.0,3.23
 BANANA-D'ÁGUA,5.56,6.74,15.73,0.0,15.4,11.85,0.0,0.0,0.0,5.69,0.0,0.0,9.8,0.0,11.84,0.0,11.84
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.89,0.0,6.35,0.0,0.0,0.0,8.18
 BANANA-PRATA,4.22,10.15,7.59,16.52,4.01,18.19,5.01,-10.83,0.13,1.73,8.46,0.36,0.0,-0.55,4.82,-0.41,5.01
 LARANJA-BAÍA,0.0,-7.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.79
 LARANJA-LIMA,0.0,0.0,10.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96
 LIMÃO,22.26,0.0,0.0,0.0,24.31,25.35,0.0,0.0,0.0,0.0,19.55,16.0,0.0,34.26,0.0,0.0,23.79
 MAÇÃ,2.23,1.02,-4.47,-0.25,-1.0,3.13,-0.21,-3.96,0.71,0.56,6.7,3.78,6.39,12.68,-1.77,3.36,-0.21
 MAMÃO,-2.23,-0.16,2.94,-0.7,2.54,7.25,0.0,4.96,5.04,-2.04,-4.99,0.8,-1.17,7.34,0.0,6.78,1.61
 MANGA,-9.06,-5.01,-13.15,0.0,0.95,1.36,0.0,-8.1,-8.28,4.05,0.0,-4.82,0.0,0.0,0.0,-5.11,-2.63
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.59,1.05,0.0,0.0,0.0,0.0,0.0,0.0,2.74,6.47
 MELANCIA,0.0,0.0,18.56,-0.45,0.0,7.54,7.53,0.0,2.4,10.07,9.98,0.0,2.96,0.2,2.6,0.0,7.53
 MELÃO,-1.99,0.0,0.0,-0.57,0.0,-7.65,0.22,0.0,0.0,5.99,0.0,0.0,0.0,0.0,1.49,0.0,0.22
 PERA,0.0,0.0,0.0,0.0,8.05,0.0,0.0,0.0,0.0,0.0,4.35,1.89,0.0,0.0,0.0,0.0,7.43
 TANGERINA,0.0,0.0,0.0,0.0,13.81,0.0,0.0,0.0,0.0,13.81,0.0,0.0,0.0,0.0,0.0,0.0,13.81
 UVA,1.35,1.39,4.35,3.98,-0.61,0.85,0.82,0.84,1.64,3.02,-6.18,0.47,4.61,1.23,0.83,-1.37,0.83
 LARANJA-PERA,1.18,0.0,5.3,9.54,5.43,15.31,3.3,-4.52,-6.9,-5.09,9.36,-6.9,8.06,7.03,-5.29,-12.44,3.3
 MORANGO,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,2.49,4.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.96,2.49
 CARNES,-1.33,2.49,0.72,0.48,2.3,0.71,0.59,-2.27,-0.76,-1.59,1.07,-0.88,-0.23,-1.11,-0.26,-0.06,0.63
 FÍGADO,0.0,0.0,0.0,2.39,0.0,0.0,2.03,-0.49,1.39,0.0,0.0,0.0,0.0,0.0,5.95,0.0,2.03
 CARNE DE PORCO,-2.12,0.67,0.33,2.48,2.12,1.93,0.11,-1.05,-0.48,-3.71,-0.14,-3.73,2.02,3.17,-0.21,0.1,0.11
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63
 CUPIM,0.0,0.0,0.0,-1.73,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.63
 CONTRAFILÉ,-0.41,3.97,1.32,2.89,1.98,0.61,0.62,-2.36,-1.65,-1.72,0.58,-1.36,2.94,-1.11,-2.55,2.67,0.62
 FILÉ-MIGNON,5.68,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,-1.3,0.0,0.0,0.0,-5.28,0.0,0.0,2.35
 CHÃ DE DENTRO,-0.03,2.46,0.21,1.24,2.49,-0.95,1.2,-2.7,-1.82,3.87,3.53,0.87,-2.04,-3.31,1.05,1.1,1.2
 ALCATRA,-4.06,1.04,1.49,-0.26,2.67,0.2,-0.42,-0.47,-1.68,-3.86,3.63,-4.72,-0.44,-4.6,1.64,2.07,-0.42
 PATINHO,-2.55,0.0,1.19,2.48,2.08,0.0,0.26,-4.38,0.0,-2.63,-1.95,-5.04,-0.41,-1.7,-0.96,-0.64,0.26
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59
 LAGARTO COMUM,0.0,2.46,0.0,0.0,2.54,0.0,0.0,0.0,-3.46,0.0,2.03,0.0,-1.0,0.33,0.0,0.0,1.14
 MÚSCULO,-3.03,2.17,0.07,2.9,3.23,0.0,0.35,0.0,-1.76,-4.95,0.5,0.0,-7.22,-3.04,-0.02,1.76,0.35
 PÁ,0.0,3.71,-0.99,-1.68,-0.54,0.0,0.7,0.0,0.0,0.0,0.0,2.85,6.13,-0.04,-0.91,-2.86,0.7
 ACÉM,-1.14,2.22,1.21,0.91,2.11,1.75,1.18,-3.64,2.59,0.2,2.02,2.55,2.86,-1.65,-0.28,-3.87,1.19
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.11,3.8,-0.39,1.6,0.61
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,-0.89,0.0,-0.91,0.0,0.0,2.39,-4.2,-1.11,0.0,0.0,-0.9
 COSTELA,2.36,3.22,0.87,-1.77,4.3,-1.17,1.24,-3.51,0.73,-1.57,1.82,1.32,-2.01,1.52,0.25,-0.35,1.24
 PICANHA,0.0,1.49,1.03,0.0,0.0,2.35,0.0,-2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
 PESCADOS,0.4,-1.1,0.38,0.57,1.51,0.16,-0.44,-1.61,-0.06,0.69,0.9,-0.58,-0.42,1.47,0.16,0.28,0.26
 PEIXE-ANCHOVA,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21
 PEIXE-CORVINA,-0.11,0.0,0.0,1.23,0.0,0.0,0.0,0.0,-1.47,0.0,0.0,0.0,0.0,0.0,-0.48,1.56,-0.48
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16
 PEIXE-SARDINHA,0.0,-1.1,0.0,0.76,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
 CAMARÃO,0.6,0.61,0.0,0.62,0.0,0.66,0.64,-1.2,1.41,-0.07,1.65,-0.27,0.0,0.0,0.65,0.63,0.62
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84
 PEIXE-CAÇÃO,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98
 PEIXE-MERLUZA,0.0,0.0,4.14,1.73,2.43,0.0,0.0,0.0,-1.63,0.0,-0.81,0.0,0.0,0.0,0.0,0.0,1.72
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.61
 PEIXE-PESCADA,0.0,0.0,0.0,0.0,1.51,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.2,-0.22
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PEIXE-CASTANHA,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
 PEIXE-PALOMBETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,1.47
 PEIXE-SALMÃO,1.82,0.0,0.0,0.0,1.83,0.16,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82
 PEIXE-TILÁPIA,0.0,-2.21,-0.63,-0.5,0.48,0.0,0.0,-2.79,-0.58,0.83,2.69,-0.49,-0.15,0.0,0.0,-1.89,-0.5
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,0.16,0.2,0.0,0.0,0.0,0.9,0.0,0.32,1.47,0.04,0.0,0.32
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44
 PEIXE-FILHOTE,0.0,0.0,0.0,0.0,0.0,0.16,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.87,0.0,0.0,0.0,0.0,-0.87
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.03,0.0,0.0,0.0,-2.03
 PEIXE-ARUANÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9
 CARNES E PEIXES INDUSTRIALIZADOS,1.94,1.96,1.63,0.65,-1.34,2.0,-2.01,1.43,2.1,0.0,-0.12,3.62,1.67,0.52,0.85,0.14,0.37
 PRESUNTO,2.57,2.32,1.52,0.0,-1.06,2.86,0.0,1.58,-2.88,2.03,0.2,1.26,1.58,-0.43,0.0,1.96,0.7
 SALSICHA,0.0,1.64,0.0,-0.81,1.36,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,4.12,0.0,0.0,1.05
 LINGUIÇA,2.85,1.62,1.99,2.8,-2.47,2.34,-0.34,2.24,4.01,-0.96,-0.44,5.14,1.79,-0.33,-0.07,-0.37,-0.07
 MORTADELA,-0.28,0.0,1.97,0.45,3.1,0.0,0.0,1.96,0.0,1.56,2.79,0.0,1.2,0.0,0.0,0.0,1.96
 SALAME,0.0,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62
 BACALHAU,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,1.79
 CARNE-SECA E DE SOL,0.69,0.0,0.0,0.28,0.0,0.29,-2.86,-1.73,1.91,0.0,0.0,-1.47,0.0,0.0,2.46,0.11,0.28
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,-0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.91,-0.17,0.0,0.0,0.0,0.0,-0.97
 AVES E OVOS,4.73,1.24,3.62,1.25,4.79,2.92,3.18,5.66,2.89,2.33,4.0,6.69,2.37,5.1,3.46,1.73,3.66
 FRANGO INTEIRO,4.89,0.18,0.3,0.07,7.48,3.62,3.6,4.91,3.45,3.38,3.61,4.93,4.02,5.41,4.28,0.47,3.6
 FRANGO EM PEDAÇOS,5.29,1.41,6.43,3.04,5.49,2.48,3.3,6.6,3.95,2.25,4.1,7.35,2.71,3.59,2.01,3.16,4.47
 OVO DE GALINHA,2.53,1.3,0.69,1.32,0.55,2.56,1.59,6.91,-0.82,1.06,4.46,7.67,0.49,5.25,0.58,1.31,1.59
 LEITES E DERIVADOS,1.3,-1.07,0.61,3.15,2.95,2.05,1.11,1.38,3.96,1.53,1.6,3.0,1.3,2.76,2.75,1.21,1.89
 LEITE LONGA VIDA,1.37,-2.04,0.05,4.23,2.88,1.31,0.89,2.58,5.38,0.88,2.53,3.77,0.81,3.01,3.08,1.38,1.67
 LEITE CONDENSADO,-0.13,-2.27,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,-0.67,0.0,0.0,-0.53
 LEITE EM PÓ,-0.05,0.0,3.11,1.73,4.95,0.0,1.6,-0.28,3.68,-0.43,-0.09,0.73,2.89,3.32,3.18,0.81,2.17
 QUEIJO,1.37,0.16,1.82,4.72,3.9,4.52,2.58,2.61,4.17,3.5,0.82,1.82,0.96,5.88,0.29,0.95,2.85
 IOGURTE E BEBIDAS LÁCTEAS,2.93,0.65,-1.07,-0.12,1.69,-1.5,-2.98,0.44,1.61,1.98,3.58,3.07,3.11,-0.09,0.65,1.42,1.02
 REQUEIJÃO,3.38,0.0,0.91,0.0,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06
 MANTEIGA,-0.51,0.0,-0.07,0.93,0.0,-0.48,1.69,-0.16,2.32,0.0,0.09,4.37,0.0,1.66,0.0,3.05,0.9
 LEITE FERMENTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.06,0.0,0.0,0.0,0.0,0.0,0.0,-1.06
 PANIFICADOS,1.71,0.47,-0.42,0.12,1.33,-0.68,1.75,0.84,1.9,2.8,0.1,1.7,3.87,-0.6,1.7,1.26,1.09
 BISCOITO,1.43,4.01,0.13,1.2,0.33,-0.13,3.26,-0.83,2.74,4.48,0.97,2.16,2.89,0.35,0.77,1.12,1.46
 PÃO FRANCÊS,2.38,-0.78,-1.37,-0.41,2.68,-1.51,1.13,1.54,1.66,4.47,-0.04,2.36,5.09,-0.94,1.65,1.99,1.31
 PÃO DOCE,1.55,1.83,0.57,0.0,1.34,0.0,0.0,0.0,-0.28,-1.68,0.0,0.5,-0.66,0.0,0.0,0.0,0.77
 PÃO DE FORMA,-0.37,-2.41,2.27,0.0,-1.74,2.39,0.0,0.0,0.0,-1.36,0.0,-1.1,0.0,0.0,0.0,0.0,-1.07
 BOLO,1.82,-1.38,-0.3,-0.49,0.3,-1.45,0.36,1.63,1.92,0.56,1.5,-2.41,2.89,-0.25,4.07,-5.03,0.37
 PÃO DE QUEIJO,0.0,0.0,2.01,0.0,0.0,-0.07,0.0,0.0,0.0,0.0,-2.22,0.0,0.0,0.0,0.0,0.0,0.43
 ÓLEOS E GORDURAS,1.41,-1.41,-1.78,2.8,-0.53,-0.59,2.84,1.02,1.12,0.43,2.61,1.16,2.7,-0.37,0.4,1.7,0.27
 ÓLEO DE SOJA,1.03,-2.25,-2.54,2.84,-1.23,-1.0,2.72,0.21,-0.13,-0.16,2.83,0.64,2.77,-0.12,-0.16,0.87,-0.39
 AZEITE DE OLIVA,1.88,0.0,0.0,0.0,-1.7,0.39,2.89,0.0,3.04,2.26,0.0,2.95,2.55,-1.99,0.0,0.0,0.41
 MARGARINA,1.69,1.34,1.77,2.75,2.75,0.0,3.19,2.36,3.1,0.99,1.33,0.0,2.56,0.0,2.19,3.18,2.24
 BEBIDAS E INFUSÕES,2.73,0.89,2.33,2.3,1.7,3.42,-2.62,3.22,3.02,1.03,2.05,4.34,1.34,1.55,4.06,1.31,1.57
 SUCO DE FRUTAS,0.04,0.22,-0.63,1.49,0.89,1.45,0.0,3.28,0.0,0.45,-0.13,0.13,0.68,0.0,0.0,0.0,0.55
 POLPA DE FRUTA (CONGELADA),0.0,0.0,0.0,0.0,0.0,0.0,1.96,6.4,0.03,0.0,0.0,0.0,0.0,1.2,2.04,0.0,1.96
 AÇAÍ (EMULSÃO),0.0,0.0,0.0,0.0,0.0,0.0,-5.82,0.0,0.0,0.0,0.0,0.0,0.0,2.98,-5.72,0.0,-5.71
 CAFÉ MOÍDO,10.37,6.43,5.24,8.28,7.39,11.55,3.22,6.23,7.87,6.43,9.89,14.5,3.83,1.52,12.24,7.48,7.51
 CAFÉ SOLÚVEL,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07
 REFRIGERANTE E ÁGUA MINERAL,1.09,0.24,2.52,1.19,0.95,0.06,1.6,1.58,1.01,-0.14,0.53,1.51,2.18,1.44,0.68,-0.2,0.96
 CERVEJA,1.62,0.4,0.81,0.07,0.06,1.68,0.6,-0.96,0.02,-0.32,-0.65,-0.67,-0.18,0.0,1.51,-0.74,0.29
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,0.0,0.0,0.0,-2.62,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,-1.9
 VINHO,-0.85,1.39,0.0,0.0,-1.31,0.0,0.0,0.0,0.0,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,-0.51
 SUCO EM PÓ,0.0,0.93,0.74,0.0,-1.88,0.0,0.0,0.0,0.0,-0.39,0.0,0.0,-2.59,0.17,0.0,0.0,-0.79
 CHÁ MATE (ERVA MATE),0.0,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.69,0.0,0.0,-0.27,0.0,0.0,0.0,-0.29
 ENLATADOS E CONSERVAS,2.23,-0.19,-0.1,1.48,0.55,-1.38,-0.38,-0.45,1.71,1.07,1.21,0.79,1.1,2.2,-1.72,0.83,0.57
 ALIMENTO INFANTIL,0.0,0.0,0.0,0.0,0.0,0.0,-0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47
 PALMITO EM CONSERVA,0.0,0.0,-0.42,0.0,1.26,3.08,0.0,0.0,0.0,-0.33,0.88,0.0,0.0,0.0,0.0,0.0,0.98
 PEPINO EM CONSERVA,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07
 SARDINHA EM CONSERVA,4.32,-0.41,0.23,1.58,1.26,-1.14,2.06,-0.69,1.4,0.89,0.0,-0.14,3.01,1.95,-2.1,1.19,0.9
 SALSICHA EM CONSERVA,0.0,0.0,0.0,0.0,0.0,0.0,-1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.85
 SOPA DESIDRATADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,0.0,0.0,-1.58,0.0,0.0,0.0,2.61
 AZEITONA,1.09,-1.69,-0.19,0.03,-0.5,-2.28,0.0,-1.52,-0.39,0.74,1.44,1.34,0.17,2.54,0.0,0.0,-0.07
