"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JUNHO DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 PIMENTÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21
 QUIABO,0.0,0.0,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42
 TOMATE,22.3,14.96,18.78,-11.03,4.27,-3.02,-8.58,6.87,-15.01,15.72,11.71,11.08,17.36,4.33,-6.91,-8.21,5.25
 CEBOLA,-0.07,3.26,-3.4,12.53,-1.43,-8.1,-1.36,10.47,17.89,1.49,-2.29,-3.25,-5.25,4.06,-4.01,5.26,1.45
 CENOURA,-2.17,0.0,-2.07,0.0,0.55,1.96,0.0,-2.39,2.48,1.71,0.09,1.77,0.0,0.0,0.0,0.34,-0.08
 MANDIOQUINHA (BATATA-BAROA),0.0,0.0,0.0,0.0,14.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91
 AÇÚCARES E DERIVADOS,-0.15,0.39,0.06,0.06,0.14,1.11,-0.18,0.22,0.99,-0.02,-0.61,1.13,-0.9,1.43,0.69,1.47,0.17
 AÇÚCAR REFINADO,-2.34,2.01,0.0,0.0,1.11,0.0,-2.47,1.43,0.0,4.63,0.0,0.0,0.0,6.05,-1.82,1.98,0.08
 AÇÚCAR CRISTAL,2.85,-0.29,0.87,-0.44,2.76,1.15,2.49,-1.06,0.93,0.44,-1.31,2.0,-2.76,1.97,3.46,1.15,0.98
 BALAS,0.0,-0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.59,0.0,0.0,0.0,0.0,0.0,0.0,-1.01
 CHOCOLATE EM BARRA E BOMBOM,0.55,1.6,-1.53,2.08,-0.46,-1.14,-5.79,0.0,-0.56,-3.18,-0.22,0.13,-1.13,-4.76,0.0,0.77,-0.5
 SORVETE,-0.11,-0.26,-0.45,-0.68,-0.87,2.87,0.0,0.23,0.61,2.27,-1.23,-1.73,0.95,0.0,-1.6,2.55,-0.2
 CHOCOLATE E ACHOCOLATADO EM PÓ,0.62,-0.29,-0.3,1.17,-1.22,0.48,-1.46,0.06,2.15,-0.73,2.23,-0.12,1.62,-1.71,0.56,1.88,-0.24
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,-0.05,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13
 HORTALIÇAS E VERDURAS,0.49,8.9,-4.54,-5.05,0.06,-2.23,-1.94,1.71,6.49,17.96,-4.95,2.07,0.63,-3.76,-4.33,-3.0,1.44
 ALFACE,1.06,18.13,-5.17,0.67,2.76,-0.43,0.28,-1.96,6.25,31.18,-2.8,-0.19,-1.08,-5.2,-3.53,-8.08,4.64
 COENTRO,0.0,0.0,0.0,-9.07,0.0,0.0,0.0,0.0,10.95,0.0,0.0,0.0,0.0,0.0,0.0,-3.42,-0.18
 COUVE,-1.4,0.0,-1.66,0.0,-5.05,3.5,0.0,0.0,0.0,5.0,-2.59,3.12,0.0,0.0,0.0,0.0,-2.45
 COUVE-FLOR,4.47,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,6.13
 REPOLHO,-1.31,-6.89,-7.39,-3.45,-3.04,-9.38,-7.7,0.0,9.41,-2.08,-9.43,0.44,1.18,-5.31,0.0,2.95,-3.08
 CHEIRO-VERDE,-1.19,0.0,0.0,0.0,-6.41,-5.28,-0.32,2.29,-1.09,0.0,0.0,5.78,4.34,-1.84,-4.73,0.0,-1.91
 AGRIÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
 BRÓCOLIS,1.76,8.69,0.3,0.0,2.37,2.56,0.0,0.0,0.0,5.32,0.0,0.0,0.0,0.0,0.0,0.0,3.42
 FRUTAS,-4.86,-14.37,-8.98,-1.54,-4.79,-0.63,-0.73,-4.81,-1.1,-9.46,-4.44,1.51,-1.27,0.54,-2.87,-1.26,-6.14
 BANANA-DA-TERRA,0.0,0.0,0.0,6.46,0.0,0.0,0.0,0.0,4.47,0.0,0.0,11.19,0.0,1.95,0.0,0.0,5.95
 ABACAXI,2.14,-7.31,-3.44,7.45,-7.24,0.0,0.0,0.0,0.0,-9.02,-1.59,0.0,-3.13,0.0,0.0,4.85,-3.08
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,-1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.14
 BANANA-D'ÁGUA,-11.14,-8.49,0.0,0.0,-12.29,-9.15,0.0,0.0,0.0,-16.5,0.0,0.0,4.2,0.0,0.0,0.0,-11.66
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.28,0.0,-7.83,0.0,0.0,0.0,-4.31
 BANANA-PRATA,-6.62,0.54,-13.57,-4.23,-5.03,-3.21,1.91,-3.91,-2.95,-3.44,-3.4,3.5,0.0,6.32,-2.02,-2.01,-4.41
 LARANJA-BAÍA,0.0,-19.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.03
 LIMÃO,0.0,0.0,0.0,0.0,0.0,0.0,13.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.82,0.0,8.54
 MAÇÃ,3.29,-2.11,0.12,-2.11,-0.79,0.68,-3.52,-2.44,3.87,-3.23,-2.31,-1.57,4.14,-1.31,1.44,-0.65,-0.34
 MAMÃO,-0.06,2.87,4.28,2.47,-0.1,6.0,2.48,-8.69,-0.82,-11.17,0.0,6.82,-0.37,0.0,-1.33,5.28,-0.07
 MANGA,-5.16,0.0,0.0,6.12,0.0,-6.27,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,3.77,-1.25
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.7,-17.09,0.0,0.0,0.0,0.0,0.0,0.0,-8.84,-15.02
 MELANCIA,0.0,0.0,-14.08,-1.21,3.81,-5.14,-1.18,-6.28,2.94,-0.31,-5.53,0.0,-6.22,-0.31,-7.52,-0.16,-1.8
 PÊRA,0.26,0.0,0.0,0.0,-0.59,6.74,0.0,0.0,0.0,0.0,-0.51,1.92,0.0,0.0,0.0,0.0,0.46
 TANGERINA,0.0,-20.2,0.0,0.0,-5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,-19.35
 UVA,-13.3,0.0,-3.35,-1.1,-0.12,0.5,-8.17,5.49,1.09,-6.3,-1.73,-2.1,-0.55,-3.07,-1.77,0.64,-2.6
 LARANJA-PERA,-8.03,0.0,-17.21,-10.36,-7.61,0.71,-6.65,-10.28,-3.59,-11.69,-9.21,-4.13,-4.4,-3.53,-3.37,-7.64,-8.39
 MORANGO,0.0,5.05,-12.99,0.0,0.0,0.0,0.0,0.0,0.0,-14.94,0.0,0.0,0.0,0.0,0.0,0.0,-9.29
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34
 CARNES,1.21,1.29,2.29,0.65,-0.04,0.04,0.91,0.71,-0.42,-0.5,0.0,1.09,-0.13,-0.44,-1.89,0.67,0.47
 FÍGADO,0.0,0.0,0.0,2.31,0.0,0.0,3.7,-0.63,4.79,0.0,0.0,0.0,0.0,0.0,-5.84,1.66,1.86
 CARNE DE PORCO,5.36,0.34,6.46,2.27,6.15,7.23,1.67,2.17,2.88,2.69,5.31,5.6,3.09,1.66,-2.67,-1.86,4.56
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.7,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14
 CONTRAFILÉ,2.46,1.92,2.6,1.87,-3.52,0.39,0.55,1.47,1.32,-0.75,-1.62,-1.43,-0.77,-3.13,-3.8,-1.26,-0.13
 FILÉ-MIGNON,5.05,0.0,0.0,0.91,0.0,0.0,4.83,0.0,-0.98,0.15,1.4,0.0,-0.72,0.0,0.0,0.0,2.22
 CHÃ DE DENTRO,3.62,-1.44,1.08,2.31,-1.18,0.45,0.51,-0.2,1.65,-0.64,-0.19,0.27,-0.01,1.05,-1.5,0.68,-0.09
 ALCATRA,1.0,2.15,1.94,-0.32,-3.26,-2.09,1.08,-1.29,-1.94,-0.88,-0.4,-0.34,-2.27,-0.46,-3.19,1.88,-0.41
 PATINHO,2.25,-4.11,3.2,0.82,-3.89,1.07,-0.28,0.41,-0.8,3.52,-0.22,-0.76,1.66,0.71,-0.46,1.65,-0.51
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,-0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08
 LAGARTO COMUM,0.0,0.0,0.0,0.0,-2.83,1.76,0.0,1.88,-1.78,0.0,-0.74,0.0,-3.2,1.25,0.0,1.11,-1.58
 MÚSCULO,-3.11,-3.72,1.7,0.86,2.17,0.0,0.03,0.0,-3.2,2.77,2.03,3.62,0.34,-0.78,3.8,2.46,0.45
 PÁ,0.0,-0.73,0.0,0.03,0.98,2.98,-0.06,0.0,-3.37,-3.3,0.0,0.0,0.1,0.54,-2.98,-1.89,-0.62
 ACÉM,-3.02,2.45,-0.57,-1.03,1.44,-0.01,-0.03,3.49,1.95,-3.89,0.81,1.55,-1.52,-0.44,-7.06,2.66,0.43
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,-0.41,2.73,-1.73,0.0,1.71,0.0,2.07,0.41,-4.44,-3.04,-0.53
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,-0.44,0.0,0.0,0.87
 COSTELA,0.68,3.15,-0.26,0.15,3.66,-2.04,1.31,0.01,-1.42,-2.19,-1.2,0.88,0.76,-0.3,1.21,0.11,1.06
 PESCADOS,-5.58,3.14,1.41,0.99,-1.98,-0.84,-6.43,0.96,2.63,-1.79,-3.68,-0.72,-2.52,-1.34,-2.54,-1.26,-2.19
 PEIXE-ANCHOVA,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.35
 PEIXE-BADEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,1.77
 PEIXE-CORVINA,7.57,0.0,0.0,6.17,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,4.15,7.03
 PEIXE-CAVALINHA,0.0,0.0,0.0,-3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.55
 PEIXE,0.0,3.14,1.41,0.0,0.0,-0.84,0.0,0.0,0.0,-1.79,-3.68,0.0,0.0,0.0,0.0,0.0,0.44
 PEIXE-PESCADINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5,0.0,-4.5
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.19,-2.19
 PEIXE-SARDINHA,0.0,0.0,0.0,-1.87,2.64,0.0,0.0,0.0,3.09,0.0,0.0,0.0,2.17,0.0,0.0,-0.53,2.12
 CAMARÃO,-1.72,0.0,0.0,-0.95,0.0,0.0,-2.36,0.0,-0.92,0.0,0.0,-4.35,-2.52,0.0,-1.24,-1.73,-1.65
 PEIXE-VERMELHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
 PEIXE-PACU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9,0.0,0.0,0.0,-3.9
 PEIXE-DOURADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.82,0.0,0.0,0.0,0.0,-4.82
 PEIXE-CAÇÃO,-5.58,0.0,0.0,0.0,-2.04,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,-3.13
 PEIXE-MERLUZA,-18.25,0.0,0.0,1.38,-1.98,0.0,0.0,0.0,3.31,0.0,0.0,0.0,-3.94,0.0,0.0,0.0,-7.89
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,7.46,5.1,0.0,0.0,0.0,0.0,0.0,0.0,-9.98,0.0,3.48
 PEIXE-PESCADA,-8.7,0.0,0.0,-0.72,-5.09,0.0,-10.47,0.0,-0.22,0.0,0.0,2.02,0.0,0.0,-9.49,-0.98,-7.73
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,-2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.37
 PEIXE-CASTANHA,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.79
 PEIXE-PIAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.34,0.0,0.0,-1.34
 PEIXE-SURUBIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.34,0.0,0.0,-1.34
 SURURU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.76,-5.76
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,4.38,0.0,3.59
 PEIXE-SALMÃO,0.0,0.0,0.0,0.0,-0.59,0.0,0.0,0.96,0.0,0.0,0.0,0.0,-2.52,0.0,0.0,0.0,-0.6
 PEIXE-TILÁPIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.82,-0.09
 PEIXE-TUCUNARÉ,0.0,0.0,0.0,0.0,0.0,0.0,-6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.43
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.55,6.67,0.0,5.5
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,-5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.25
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,1.56
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.62,0.0,0.0,0.0,-3.62
 PEIXE-MANDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.34,0.0,0.0,-1.34
 CARNES E PEIXES INDUSTRIALIZADOS,0.01,0.68,1.33,0.04,-1.41,-1.38,-0.74,-0.01,-1.06,1.07,0.46,0.23,0.77,0.76,1.24,0.69,-0.31
 PRESUNTO,-1.2,-2.35,0.2,0.0,-0.53,-0.33,-4.51,-3.76,-0.33,2.32,-2.24,-0.41,-0.42,-3.28,0.0,1.51,-0.68
 SALSICHA,0.44,1.87,-1.8,-0.34,-0.97,-0.56,-0.95,0.0,0.0,1.44,1.47,-0.37,0.43,2.17,3.04,-0.22,-0.01
 LINGUIÇA,-0.54,1.3,2.9,-0.45,-2.85,-2.64,-3.56,-0.26,-3.75,-0.48,2.06,1.69,1.01,1.18,2.1,2.44,-1.09
 MORTADELA,1.37,-0.25,-0.83,-0.22,2.23,0.0,1.61,0.57,0.0,2.59,0.0,-3.35,1.85,2.8,0.0,-1.9,1.24
 SALAME,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72
 CARNE-SECA E DE SOL,0.77,0.0,0.0,0.24,0.0,0.0,0.64,1.94,-0.23,0.0,0.0,-1.53,0.0,0.79,-1.01,0.46,0.2
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,-0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
 HAMBÚRGUER,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
 AVES E OVOS,3.02,1.6,0.93,0.19,1.8,1.66,0.06,2.89,0.53,-0.73,3.76,2.34,1.19,1.92,1.64,2.77,1.44
 FRANGO INTEIRO,0.48,5.12,3.02,2.01,0.1,0.63,-0.39,3.69,0.92,0.39,5.46,4.01,3.06,2.08,2.65,3.51,1.67
 FRANGO EM PEDAÇOS,5.02,1.01,-0.43,0.9,3.91,4.45,0.93,1.35,4.77,0.2,0.49,1.18,1.75,3.97,3.23,3.56,2.72
 OVO DE GALINHA,0.99,0.0,-0.64,-6.9,-0.11,-0.75,1.2,0.93,-9.44,-4.48,0.23,-0.21,-2.47,-0.03,-3.1,-0.78,-1.14
 LEITE E DERIVADOS,0.76,0.97,0.09,2.75,-0.41,-0.12,0.99,1.93,-0.57,-1.82,0.36,1.13,0.43,1.22,0.04,1.12,0.21
 LEITE LONGA VIDA,3.17,1.49,-0.02,9.06,-0.25,-0.94,1.37,5.08,1.33,-2.01,0.6,2.15,0.45,2.41,0.82,1.92,0.72
 LEITE CONDENSADO,0.0,-0.23,0.0,0.0,0.0,0.0,2.68,-0.36,0.0,0.0,0.0,0.0,0.15,-1.06,0.0,0.0,0.52
 LEITE EM PÓ,-1.26,0.38,0.0,0.93,-1.42,0.0,0.94,0.3,-2.81,0.27,0.48,-1.09,-0.21,0.28,-0.58,-0.06,-0.47
 QUEIJO,-1.78,0.37,-0.94,2.54,0.12,1.77,1.15,-1.06,0.31,-1.05,-0.51,0.54,1.16,0.75,1.35,1.94,-0.08
 CREME DE LEITE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71
 IOGURTE E BEBIDAS LÁCTEAS,1.71,0.46,3.05,-1.67,-1.99,-0.13,0.4,-0.25,-1.82,-3.06,0.47,0.05,-0.78,0.05,-1.06,0.69,-0.62
 MANTEIGA,0.0,0.0,0.0,0.64,0.0,0.0,-0.39,0.53,-0.29,0.0,0.0,-0.08,0.0,0.86,0.0,1.04,0.1
 PANIFICADOS,-0.13,0.8,-0.4,0.72,-0.53,-0.66,0.94,1.29,0.0,-0.16,1.34,-0.5,-1.29,-1.35,0.7,0.94,0.0
 BISCOITO,1.62,0.22,-0.41,0.95,-0.33,1.46,1.84,0.67,0.6,-0.18,0.02,0.12,-0.3,0.1,0.57,0.69,0.34
 PÃO FRANCÊS,0.0,1.46,0.08,0.73,-0.79,-1.02,0.9,1.92,-0.15,0.69,2.2,-0.61,-1.81,-2.05,0.51,1.29,0.12
 PÃO DOCE,-1.46,-1.29,-1.09,0.0,-0.39,-0.78,-2.4,1.68,-1.0,-0.39,0.0,-2.86,-1.84,0.0,0.0,-1.81,-0.8
 PÃO DE FORMA,-2.46,1.64,-1.46,0.0,-0.19,-0.14,0.0,0.0,0.0,-0.18,-0.85,0.28,0.23,0.0,0.0,0.0,-0.54
 BOLO,-3.27,-0.04,-1.14,-0.92,0.68,-0.54,-0.74,-3.3,-1.04,-4.03,0.37,-0.88,-0.99,2.12,2.32,-0.22,-0.88
 PÃO DE QUEIJO,0.0,0.0,-2.64,0.0,0.0,-2.91,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,-1.63
 ÓLEOS E GORDURAS,0.25,-0.7,1.39,-2.48,0.32,-1.67,-1.18,-0.71,-0.98,0.87,-0.05,0.24,-0.63,-0.86,-0.98,0.16,-0.08
 ÓLEO DE SOJA,0.72,-0.32,2.04,-0.56,-0.2,-3.13,-1.45,-0.39,-1.77,-0.77,0.09,0.3,-0.84,-1.27,-1.97,-1.09,-0.19
 AZEITE DE OLIVA,0.04,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,-1.71,0.0,0.0,0.0,0.0,0.97
 MARGARINA,-0.09,-1.47,-0.24,-3.96,0.54,-0.09,-0.73,-1.05,0.11,3.82,-0.59,1.18,-0.16,0.31,0.88,1.9,-0.1
 BEBIDAS E INFUSÕES,-0.67,0.18,0.35,-0.22,-0.2,-0.64,-0.61,0.19,0.06,0.61,0.56,0.69,-0.08,-0.38,0.03,-0.18,-0.05
 SUCO DE FRUTAS,-2.04,0.81,1.1,0.0,-1.63,-0.53,2.22,-1.24,-0.25,-0.12,0.83,-0.19,-0.64,-0.68,0.78,-0.7,-0.57
 AÇAÍ (EMULSÃO),0.0,0.0,0.0,0.0,0.0,0.0,-1.36,0.0,0.0,0.0,0.0,0.0,0.0,-0.33,0.0,0.0,-1.35
 CAFÉ MOÍDO,1.04,-1.75,1.0,-2.15,-0.02,-3.73,-2.14,0.47,-1.09,-0.82,-0.46,1.79,0.04,-1.47,-1.91,-0.33,-0.33
 CAFÉ SOLÚVEL,0.0,0.18,0.0,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.05
 CHÁ,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,-1.04,0.0,0.0,0.0,1.99
 REFRIGERANTE E ÁGUA MINERAL,-1.44,0.28,0.42,0.69,-0.82,0.11,0.02,0.17,2.66,1.12,1.5,0.97,0.48,0.01,0.56,0.46,0.05
 CERVEJA,0.43,-0.88,-0.83,-1.16,0.58,0.83,0.02,0.64,-2.22,1.47,-0.16,0.04,-0.5,-0.29,1.51,-1.42,0.06
 OUTRAS BEBIDAS ALCOÓLICAS,-1.46,0.47,0.2,-0.55,2.86,-0.82,0.59,-0.1,-2.29,-0.55,-1.27,-0.25,0.0,0.0,0.0,0.68,0.29
 ENLATADOS E CONSERVAS,0.45,-0.06,1.09,0.85,0.4,-0.2,0.13,0.38,0.71,0.97,1.17,0.35,1.33,-0.53,-1.52,2.63,0.5
 COCO RALADO,0.0,0.0,0.0,0.0,3.26,1.66,0.0,0.0,0.0,0.29,0.0,0.0,-0.14,0.0,0.0,0.0,2.14
