"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - OUTUBRO DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 AÇÚCARES E DERIVADOS,-0.46,0.72,-0.71,-3.05,1.1,-1.02,0.83,-1.61,0.33,1.53,0.72,1.11,-0.42,0.61,-1.99,0.59,0.25
 AÇÚCAR REFINADO,-0.19,3.12,0.0,0.0,1.59,0.0,3.38,-1.92,0.0,4.84,0.0,0.0,0.0,1.18,-2.69,1.55,0.96
 AÇÚCAR CRISTAL,-0.35,-0.02,-0.98,-4.56,2.01,-2.84,-0.25,-2.36,0.54,1.08,0.3,1.58,-1.18,0.43,-2.57,0.56,-0.23
 BALAS,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.62
 CHOCOLATE EM BARRA E BOMBOM,-4.63,0.15,1.1,-1.93,-0.88,0.67,-0.47,0.0,-1.9,0.32,-2.02,-2.98,-2.19,2.52,0.0,-0.14,-0.84
 SORVETE,0.51,3.89,-1.65,-0.07,2.0,2.83,0.0,1.38,-0.23,2.99,1.93,1.79,0.21,0.0,0.59,-1.22,1.51
 CHOCOLATE E ACHOCOLATADO EM PÓ,1.08,-1.11,-0.67,0.31,0.82,-1.0,0.59,-0.48,0.72,1.0,1.89,2.56,1.99,-0.31,-0.2,1.41,0.49
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,-2.57,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.78
 HORTALIÇAS E VERDURAS,2.55,-4.77,0.95,-4.06,3.62,-0.21,-3.26,0.65,-4.57,-3.6,2.47,-3.64,2.22,-1.48,-4.44,0.49,0.24
 ALFACE,3.26,-0.31,1.0,-5.0,6.37,0.58,-0.01,-2.36,-1.09,4.52,4.88,-1.71,2.52,4.55,-5.14,-1.57,3.24
 COENTRO,0.0,0.0,0.0,-2.39,0.0,0.0,0.0,0.0,-2.33,0.0,0.0,0.0,0.0,0.0,0.0,1.77,-1.99
 COUVE,5.04,0.0,3.57,0.0,7.13,-0.49,0.0,0.0,0.0,6.83,1.57,-1.52,0.0,0.0,0.0,0.0,4.92
 COUVE-FLOR,7.69,-6.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.64
 REPOLHO,-6.26,-10.54,-4.39,-7.1,-10.26,-1.44,-9.71,0.0,-20.22,-23.9,-1.89,-10.85,0.51,-11.64,0.0,-0.06,-10.7
 CHEIRO-VERDE,-0.16,0.0,0.0,0.0,-0.2,2.4,-2.54,1.12,1.15,0.0,0.0,-5.1,2.25,-2.7,-4.05,0.0,-0.58
 AGRIÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97,0.0,0.0,0.0,4.97
 BRÓCOLIS,5.84,-10.98,1.82,0.0,3.05,-9.61,0.0,0.0,0.0,-11.14,0.0,0.0,0.0,0.0,0.0,0.0,-0.4
 FRUTAS,0.49,2.13,1.76,-1.84,0.94,-2.43,1.37,-1.62,1.38,-1.38,1.02,-1.4,-2.05,-1.01,-1.27,1.6,0.64
 BANANA-DA-TERRA,0.0,0.0,0.0,4.14,0.0,0.0,0.0,0.0,10.06,0.0,0.0,2.27,0.0,3.72,0.0,0.0,6.82
 ABACAXI,2.38,2.17,5.72,-7.39,1.35,0.0,0.0,0.0,0.0,-1.68,4.42,0.0,2.3,0.0,0.0,1.18,1.0
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83
 BANANA-D'ÁGUA,1.6,-0.72,0.0,0.0,4.0,-3.78,0.0,0.0,0.0,-3.4,0.0,0.0,-3.89,0.0,0.0,0.0,1.52
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84,0.0,-1.14,0.0,0.0,0.0,-0.91
 BANANA-PRATA,5.29,-2.21,3.82,-5.21,6.32,-0.32,0.57,-5.93,-2.44,2.19,-0.34,0.15,0.0,1.03,-3.34,-0.43,0.82
 LARANJA-BAÍA,0.0,8.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.04
 LIMÃO,0.0,0.0,0.0,0.0,0.0,0.0,14.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.37,0.0,15.5
 MAÇÃ,3.43,0.49,7.7,5.03,2.72,1.13,3.52,2.46,-1.84,0.86,1.66,3.18,-2.21,-1.21,2.49,2.59,2.66
 MAMÃO,-24.33,-15.13,-28.45,-1.71,-16.15,-25.81,-5.46,-8.64,-14.63,-7.52,0.0,-23.99,-16.0,0.0,-12.68,-8.87,-16.13
 MANGA,-6.54,0.0,0.0,-3.53,0.0,-9.19,0.0,0.0,0.0,0.0,0.0,-13.33,0.0,0.0,0.0,-4.28,-6.35
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.82,7.61,0.0,0.0,0.0,0.0,0.0,0.0,7.05,5.08
 MELANCIA,0.0,0.0,-6.98,-2.01,5.26,0.49,0.36,-3.81,9.42,0.92,-1.53,0.0,4.95,-2.49,0.65,6.97,1.98
 PÊRA,-1.52,0.0,0.0,0.0,-2.55,6.84,0.0,0.0,0.0,0.0,0.01,-4.84,0.0,0.0,0.0,0.0,-1.25
 TANGERINA,0.0,5.11,0.0,0.0,-2.91,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,4.75
 UVA,6.22,0.0,1.78,1.77,2.09,-2.38,3.12,5.75,0.86,1.82,-5.9,-0.17,-8.27,-1.23,2.24,7.42,2.19
 LARANJA-PERA,4.97,0.0,9.53,-3.45,3.58,7.5,1.0,9.52,3.82,-2.5,6.04,2.5,2.07,-5.31,-2.64,0.44,3.55
 MORANGO,0.0,-1.73,18.62,0.0,0.0,0.0,0.0,0.0,0.0,7.76,0.0,0.0,0.0,0.0,0.0,0.0,8.81
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33
 CARNES,3.64,0.17,1.56,1.83,1.38,1.41,4.42,1.05,0.57,1.52,1.28,2.13,4.47,1.31,2.45,0.53,1.77
 FÍGADO,0.0,0.0,0.0,0.12,0.0,0.0,3.61,-1.46,-4.74,0.0,0.0,0.0,0.0,0.0,4.52,-3.74,0.44
 CARNE DE PORCO,0.32,0.81,1.39,1.37,3.0,-0.79,2.24,0.01,-2.58,1.2,0.47,0.68,2.83,0.88,0.68,1.58,1.49
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.63,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32
 CONTRAFILÉ,1.81,0.16,2.5,3.85,1.34,4.51,4.91,-1.14,0.61,2.65,1.77,3.38,3.9,2.17,2.71,1.53,1.91
 FILÉ-MIGNON,4.75,0.0,0.0,0.19,0.0,0.0,4.79,0.0,0.53,3.44,1.68,0.0,1.01,0.0,0.0,0.0,3.14
 CHÃ DE DENTRO,7.39,0.81,1.9,0.32,0.23,-0.24,4.16,2.82,-0.29,0.06,0.8,0.96,4.48,1.41,1.99,-0.22,1.23
 ALCATRA,7.04,2.88,1.05,0.15,1.73,1.26,2.63,-1.04,0.26,0.66,1.82,3.06,4.09,2.94,1.88,1.19,2.15
 PATINHO,7.03,-0.41,3.78,3.01,-1.23,1.93,3.41,2.13,-0.69,-2.98,0.13,4.18,5.44,0.17,0.17,-0.15,0.89
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,7.54,0.0,-1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58
 LAGARTO COMUM,0.0,0.0,0.0,0.0,-0.72,0.31,0.0,1.56,1.6,0.0,0.11,0.0,5.32,2.59,0.0,2.27,0.18
 MÚSCULO,-0.09,1.28,-1.22,1.69,0.74,0.0,4.34,0.0,1.59,0.87,0.92,2.87,-1.59,0.79,6.59,2.77,0.77
 PÁ,0.0,-1.37,0.0,-0.63,-0.97,0.51,5.19,0.0,0.09,3.61,0.0,0.0,4.47,0.63,3.61,3.1,0.84
 ACÉM,2.92,-1.9,0.92,1.1,2.2,3.45,5.46,2.25,4.9,0.73,-0.52,0.89,5.55,1.31,0.43,-1.35,2.25
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,7.21,1.97,0.69,0.0,-0.26,0.0,6.36,0.51,1.77,4.36,3.21
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,1.31,0.0,0.0,2.78
 COSTELA,3.23,-0.35,4.05,4.94,4.06,1.45,3.45,0.36,1.5,3.13,2.52,1.34,6.42,-0.19,2.93,0.36,2.4
 PESCADOS,-0.61,-2.86,-1.51,-0.44,-3.01,1.4,2.15,0.01,0.7,-1.14,-1.64,-2.0,1.53,2.89,4.76,2.35,0.25
 PEIXE-ANCHOVA,11.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.82
 PEIXE-BADEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,0.0,0.0,0.0,0.0,4.46
 PEIXE-CORVINA,1.22,0.0,0.0,-2.89,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.67,-0.58
 PEIXE-CAVALINHA,0.0,0.0,0.0,-2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.25
 PEIXE,0.0,-2.86,-1.51,0.0,0.0,1.4,0.0,0.0,0.0,-1.14,-1.64,0.0,0.0,0.0,0.0,0.0,-1.46
 PEIXE-PESCADINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,1.93
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,1.97
 PEIXE-SARDINHA,0.0,0.0,0.0,-0.06,-2.39,0.0,0.0,0.0,-1.44,0.0,0.0,0.0,2.16,0.0,0.0,-1.72,-1.84
 CAMARÃO,-0.07,0.0,0.0,0.15,0.0,0.0,-2.33,0.0,0.16,0.0,0.0,-1.23,1.53,0.0,2.04,1.98,0.04
 PEIXE-VERMELHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,7.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9
 PEIXE-PACU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,0.0,0.0,0.0,3.32
 PEIXE-DOURADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.21,0.0,0.0,0.0,0.0,-10.21
 PEIXE-CAÇÃO,-0.61,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,0.0,0.0,0.0,0.96
 PEIXE-MERLUZA,-2.73,0.0,0.0,1.42,-3.01,0.0,0.0,0.0,-2.6,0.0,0.0,0.0,-0.62,0.0,0.0,0.0,-2.31
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,4.32,-1.91,0.0,0.0,0.0,0.0,0.0,0.0,10.95,0.0,3.55
 PEIXE-PESCADA,-7.9,0.0,0.0,2.52,-6.21,0.0,4.6,0.0,3.9,0.0,0.0,-3.43,0.0,0.0,4.96,7.22,0.66
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67
 PEIXE-CASTANHA,0.0,0.0,0.0,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44
 PEIXE-PIAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,2.89
 PEIXE-SURUBIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.33,0.0,0.0,-2.33
 SURURU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.86,-3.86
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,1.25,0.0,1.86
 PEIXE-SALMÃO,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,2.04
 PEIXE-TILÁPIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,0.18
 PEIXE-TUCUNARÉ,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,7.94,0.0,7.4
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.34,0.0,0.0,0.0,0.0,-2.34
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.51
 PEIXE-MANDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,2.89
 CARNES E PEIXES INDUSTRIALIZADOS,-0.38,0.1,-0.21,1.14,1.28,-3.96,0.1,-0.04,0.42,1.53,-0.12,-0.83,0.3,-0.19,0.88,-0.33,0.5
 PRESUNTO,-0.94,-1.14,-0.89,0.0,2.58,-2.79,-4.56,-0.75,-3.92,2.75,1.0,-0.1,0.94,0.25,0.0,-2.13,0.43
 SALSICHA,-2.58,-2.27,3.51,0.67,-0.58,-2.96,1.85,0.0,0.0,-0.74,-1.36,-1.7,-0.12,1.86,1.31,-0.24,-0.77
 LINGUIÇA,1.69,2.71,-0.35,1.79,1.41,-5.31,1.98,0.37,2.03,2.56,-0.54,-0.92,0.61,-0.73,-0.13,0.42,1.15
 MORTADELA,-0.9,1.64,1.19,1.95,2.0,0.0,-5.4,-1.28,0.0,-0.05,0.0,3.06,-1.19,-2.12,0.0,-0.5,0.61
 SALAME,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
 CARNE-SECA E DE SOL,-1.36,0.0,0.0,0.94,0.0,0.0,1.0,0.37,0.26,0.0,0.0,-3.15,0.0,0.67,2.41,-0.33,0.39
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,-3.26,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.11
 HAMBÚRGUER,0.0,0.0,0.0,0.0,0.0,-2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.71
 AVES E OVOS,1.04,0.25,0.39,-1.89,0.95,0.35,-0.65,0.99,1.34,-1.55,-0.35,0.35,-0.18,-1.11,0.37,-2.12,0.22
 FRANGO INTEIRO,1.59,-1.04,0.17,-2.8,2.41,0.42,-0.87,1.13,1.77,-4.87,-0.25,1.44,0.04,-1.77,0.48,-4.76,0.03
 FRANGO EM PEDAÇOS,0.85,0.28,1.35,0.07,0.17,1.6,0.8,0.02,-0.25,-0.05,1.75,0.87,-0.31,0.2,0.91,-0.21,0.41
 OVO DE GALINHA,0.96,1.43,-0.72,-1.02,0.75,-1.72,-0.78,0.97,3.23,-0.2,-2.34,-2.84,-0.26,-0.17,-0.52,0.38,0.27
 LEITE E DERIVADOS,-1.3,-0.69,-0.84,-1.84,-1.19,-1.29,-0.27,0.03,-0.84,-0.63,-0.18,-1.77,-1.68,0.34,0.24,0.33,-0.94
 LEITE LONGA VIDA,-2.14,-2.07,-1.72,-1.89,-1.42,-2.59,1.07,0.22,-0.5,-1.95,-0.71,-2.79,-3.42,0.52,-0.85,-0.25,-1.55
 LEITE CONDENSADO,0.0,-0.7,0.0,0.0,0.0,0.0,1.22,0.39,0.0,0.0,0.0,0.0,0.2,-0.43,0.0,0.0,0.11
 LEITE EM PÓ,-1.53,0.19,0.0,-1.94,-0.34,0.0,-0.63,0.11,-1.84,1.69,0.96,-0.08,-0.97,0.94,0.99,1.53,-0.67
 QUEIJO,-0.47,1.62,0.79,-2.79,-1.84,1.38,-0.15,-0.1,0.45,0.89,0.65,-1.22,0.26,0.84,-0.13,-0.34,-0.56
 CREME DE LEITE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9
 IOGURTE E BEBIDAS LÁCTEAS,0.29,0.24,-0.13,0.35,1.0,-0.82,-1.05,-0.86,-1.38,1.94,1.15,-0.32,1.03,-0.4,0.69,0.53,0.37
 MANTEIGA,0.0,0.0,0.0,0.98,0.0,0.0,-1.45,1.04,-1.25,0.0,0.0,-0.39,0.0,-0.89,0.0,-0.22,-0.47
 PANIFICADOS,0.63,-0.4,0.65,-1.22,-0.52,-0.48,0.9,1.21,0.77,-0.59,0.5,-0.1,-1.55,-0.48,-0.02,-1.19,0.0
 BISCOITO,1.42,-0.17,0.69,-1.65,-1.78,-2.33,1.61,-0.07,1.36,0.22,-0.36,2.2,-0.93,-1.39,1.23,-0.31,-0.12
 PÃO FRANCÊS,0.16,-1.14,0.13,-1.27,-0.71,-0.28,0.83,1.66,0.71,-1.26,0.54,-0.09,-2.53,-0.2,-0.4,-1.63,-0.23
 PÃO DOCE,-0.67,1.98,2.66,0.0,2.71,0.39,-1.72,-0.08,0.55,-2.29,0.0,-0.78,-0.53,0.0,0.0,-1.14,1.38
 PÃO DE FORMA,2.14,-0.65,5.51,0.0,-1.14,-0.45,0.0,0.0,0.0,-0.82,-0.46,-1.22,1.28,0.0,0.0,0.0,0.26
 BOLO,1.68,1.2,-1.48,2.21,1.99,-2.86,0.19,2.23,-3.16,2.17,2.07,-5.32,2.67,-0.46,0.08,0.24,0.95
 PÃO DE QUEIJO,0.0,0.0,1.13,0.0,0.0,2.83,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,0.0,0.0,1.81
 ÓLEOS E GORDURAS,0.29,1.06,1.85,0.8,0.51,1.83,2.1,1.9,1.59,1.66,0.29,2.27,2.15,3.65,-0.01,2.73,1.14
 ÓLEO DE SOJA,2.19,2.12,2.28,0.71,2.35,1.73,3.16,4.2,4.03,2.82,0.22,3.44,2.82,3.96,-0.66,4.57,2.39
 AZEITE DE OLIVA,-0.56,0.0,0.0,0.0,-1.17,0.0,0.0,0.0,0.0,0.0,0.0,-0.73,0.0,0.0,0.0,0.0,-0.94
 MARGARINA,-1.23,-1.12,0.72,0.88,-1.94,1.93,0.3,-0.59,-1.67,-0.49,0.55,1.15,0.52,2.72,1.2,0.17,-0.62
 BEBIDAS E INFUSÕES,0.46,1.38,0.31,-0.1,0.25,0.26,-0.16,-0.03,-0.32,1.04,-0.41,-0.72,0.32,-0.02,0.46,0.45,0.36
 SUCO DE FRUTAS,-1.09,1.73,0.62,-1.06,0.07,1.86,1.48,0.5,0.8,0.3,-0.94,-1.11,-0.46,-0.24,-0.07,0.24,0.24
 AÇAÍ (EMULSÃO),0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
 CAFÉ MOÍDO,-1.6,1.67,0.58,-0.53,0.14,0.23,-0.07,0.32,-0.66,1.3,-0.26,-0.74,-1.1,-0.99,-0.01,0.68,0.09
 CAFÉ SOLÚVEL,0.0,-2.41,0.0,-1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.73,-1.97
 CHÁ,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84,0.0,0.0,0.93,0.0,0.0,0.0,0.0
 REFRIGERANTE E ÁGUA MINERAL,1.61,0.65,0.18,0.22,0.08,-0.46,-0.45,-0.38,-1.24,1.51,-0.89,-0.76,0.45,-0.18,0.28,0.67,0.25
 CERVEJA,0.59,4.64,0.09,0.24,0.57,0.48,-1.58,0.21,0.47,0.99,0.4,-0.61,1.25,0.85,1.68,0.59,0.92
 OUTRAS BEBIDAS ALCOÓLICAS,0.41,0.75,0.78,-0.32,0.72,0.58,-1.17,0.19,2.5,0.09,0.81,-0.42,0.0,0.0,0.0,1.01,0.55
 ENLATADOS E CONSERVAS,0.35,-0.81,0.59,-1.88,0.59,0.29,0.88,-0.21,1.19,0.53,0.04,0.65,0.89,0.21,0.6,1.28,0.3
 COCO RALADO,0.0,0.0,0.0,0.0,-1.91,-1.78,0.0,0.0,0.0,-0.2,0.0,0.0,-0.96,0.0,0.0,0.0,-1.38
 ERVILHA EM CONSERVA,-0.23,-0.01,0.0,0.0,0.0,0.87,0.0,0.0,0.46,0.0,0.0,0.0,3.11,0.0,0.0,1.16,0.18
 PALMITO EM CONSERVA,1.66,0.0,-1.24,0.0,1.24,0.0,0.0,0.0,0.0,0.83,-1.88,-1.66,0.0,0.0,0.0,0.0,0.6
