"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - JULHO DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
" FARINHAS, FÉCULAS E MASSAS",1.02,-0.94,0.4,-0.01,-0.31,2.43,-3.32,0.44,-2.21,-0.06,0.1,0.71,0.67,-0.38,0.4,1.0,-0.56
 FARINHA DE ARROZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4,-6.01,0.0,0.0,0.0,0.0,0.0,-2.05,-0.34,-4.31
 MACARRÃO,2.87,-0.8,0.47,-0.17,-0.49,0.72,0.32,0.35,-2.94,0.11,0.03,0.22,1.96,-0.87,0.75,0.91,0.01
 FUBÁ DE MILHO,0.0,0.0,0.76,2.78,0.0,0.0,0.0,0.0,-0.32,0.0,-0.04,0.0,0.0,0.0,0.68,-0.03,1.13
 AMIDO DE MILHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51
 FLOCOS DE MILHO,0.0,0.0,0.0,1.89,0.0,-0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.22
 FARINHA DE TRIGO,-3.78,-1.26,-0.56,0.0,-0.18,0.0,6.08,0.0,0.0,-0.71,0.44,4.8,-1.64,0.0,0.0,0.0,-0.42
 FARINHA VITAMINADA,0.0,0.0,0.0,-1.93,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39,-0.66
 FARINHA DE MANDIOCA,-1.82,0.0,0.0,-2.47,0.0,4.69,-5.26,2.12,-1.38,0.0,0.0,-1.64,0.0,-0.12,0.6,2.19,-2.4
 MASSA SEMIPREPARADA,0.35,-0.83,0.62,0.0,-0.01,4.72,0.0,0.0,0.0,0.69,0.05,0.83,0.83,0.0,0.0,1.4,0.24
" TUBÉRCULOS, RAÍZES E LEGUMES",-6.02,-0.43,-4.73,2.8,-2.55,-5.65,4.09,-1.89,6.72,-1.51,-9.58,-7.12,-9.24,-3.94,-0.43,1.27,-2.1
 BATATA-INGLESA,-3.61,1.48,-11.81,-0.67,-7.68,-3.82,2.87,-3.45,6.4,0.07,-3.43,-5.16,-8.13,3.18,-0.89,-0.02,-3.68
 INHAME,0.0,0.0,0.0,10.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,9.34
 MANDIOCA (AIPIM),0.0,-8.45,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,1.17,0.0,0.0,-0.83,-1.0
 ABÓBORA,-1.51,0.0,4.63,0.0,0.0,-5.87,0.0,0.0,0.0,0.0,-7.25,0.0,0.0,0.0,0.0,0.0,-1.22
 PIMENTÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24
 QUIABO,0.0,0.0,-1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.71
 TOMATE,-19.39,-9.97,-6.18,-14.87,-5.2,-17.35,-5.2,-15.66,-9.62,-15.65,-20.28,-19.38,-20.34,-10.04,-10.64,-7.74,-11.28
 CEBOLA,19.06,17.67,12.35,35.38,11.99,19.57,19.44,36.43,47.17,21.82,10.74,15.46,21.49,1.07,24.08,26.77,20.7
 CENOURA,-7.48,0.0,0.56,0.0,0.96,-1.97,0.0,-10.16,-3.25,0.37,-4.0,-7.61,0.0,0.0,0.0,-1.16,-2.31
 MANDIOQUINHA (BATATA-BAROA),0.0,0.0,0.0,0.0,-9.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.78
 AÇÚCARES E DERIVADOS,1.53,-0.03,-0.34,-1.72,0.63,-0.97,-0.19,-0.9,0.88,-1.11,-0.9,-1.01,0.87,-1.36,-0.26,-0.08,0.07
 AÇÚCAR REFINADO,4.5,1.74,0.0,0.0,4.25,0.0,-0.93,-1.44,0.0,-0.26,0.0,0.0,0.0,-3.35,-0.81,1.85,2.38
 AÇÚCAR CRISTAL,-0.07,-0.2,-0.66,-1.85,0.67,-1.73,-0.7,-1.53,1.31,-0.69,-2.61,-1.76,1.57,-1.46,-0.16,-0.59,-0.38
 BALAS,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.55
 CHOCOLATE EM BARRA E BOMBOM,-1.41,-1.02,-0.85,-3.57,-2.22,-0.67,-0.44,0.0,-0.15,-3.13,-0.55,0.92,1.82,0.07,0.0,0.63,-1.62
 SORVETE,-0.65,-1.23,0.25,-0.9,0.02,-0.73,0.0,0.54,-1.42,-0.6,1.67,0.26,1.2,0.0,0.58,0.27,-0.16
 CHOCOLATE E ACHOCOLATADO EM PÓ,1.68,0.61,0.52,-0.56,1.3,0.64,2.68,1.32,0.43,-1.14,1.81,-0.28,-1.88,0.33,0.29,-0.44,0.83
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,-1.35,0.0,-0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.86
 HORTALIÇAS E VERDURAS,-5.51,-3.29,-10.92,-3.86,-5.42,-5.09,-5.96,-2.22,-5.88,1.49,-4.62,-7.52,-6.3,-3.98,-0.86,0.72,-4.98
 ALFACE,-4.99,-6.01,-10.94,-6.03,-7.45,-3.89,-8.4,0.5,-7.63,2.61,-3.15,-1.71,-3.78,-6.47,0.37,2.17,-6.0
 COENTRO,0.0,0.0,0.0,-3.82,0.0,0.0,0.0,0.0,-1.69,0.0,0.0,0.0,0.0,0.0,0.0,1.6,-2.34
 COUVE,-2.47,0.0,-3.93,0.0,-0.81,-1.83,0.0,0.0,0.0,3.06,-1.95,-2.75,0.0,0.0,0.0,0.0,-1.69
 COUVE-FLOR,-9.9,-2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.52,0.0,0.0,0.0,0.0,-5.65
 REPOLHO,-10.38,4.77,-20.5,-0.05,-7.82,-11.91,-12.75,0.0,-5.83,6.08,-8.55,-21.19,-11.47,-13.17,0.0,-2.21,-6.63
 CHEIRO-VERDE,-2.43,0.0,0.0,0.0,2.68,-5.38,-1.99,-2.62,-8.72,0.0,0.0,-6.45,-3.98,2.38,-1.5,0.0,-1.72
 AGRIÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.25,0.0,0.0,0.0,-9.25
 BRÓCOLIS,-4.94,-8.25,-6.84,0.0,-6.29,-3.39,0.0,0.0,0.0,-11.38,0.0,0.0,0.0,0.0,0.0,0.0,-6.89
 FRUTAS,4.04,5.72,4.51,1.19,3.93,-1.43,0.63,-4.47,-1.88,0.56,-1.29,-0.04,2.96,-2.86,-0.16,2.02,2.51
 BANANA-DA-TERRA,0.0,0.0,0.0,-9.47,0.0,0.0,0.0,0.0,-0.82,0.0,0.0,3.17,0.0,-8.28,0.0,0.0,-4.0
 ABACAXI,-0.84,-1.8,2.57,-0.11,5.14,0.0,0.0,0.0,0.0,5.49,-0.57,0.0,3.03,0.0,0.0,-1.98,1.93
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35
 BANANA-D'ÁGUA,5.66,3.43,0.0,0.0,0.79,-6.49,0.0,0.0,0.0,0.9,0.0,0.0,1.2,0.0,0.0,0.0,1.41
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.69,0.0,0.0,0.0,0.16
 BANANA-PRATA,-5.01,-7.01,-6.96,-5.61,-0.49,-9.17,-2.91,-11.48,-7.0,-7.65,-5.9,-9.18,0.0,-3.69,-1.55,-2.8,-5.44
 LARANJA-BAÍA,0.0,-5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.71
 LIMÃO,0.0,0.0,0.0,0.0,0.0,0.0,22.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.17,0.0,21.91
 MAÇÃ,-3.96,0.8,-1.06,6.74,2.82,-5.73,-3.57,4.89,-4.31,-3.67,2.03,-1.64,-4.07,-0.92,-5.14,2.48,-0.37
 MAMÃO,50.69,29.19,58.55,5.31,29.08,29.83,11.4,5.89,0.79,31.24,0.0,31.5,29.86,0.0,0.7,0.44,28.94
 MANGA,14.19,0.0,0.0,7.92,0.0,8.02,0.0,0.0,0.0,0.0,0.0,16.24,0.0,0.0,0.0,13.47,11.5
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,-6.19,0.0,0.0,0.0,0.0,0.0,0.0,-3.65,-3.44
 MELANCIA,0.0,0.0,-2.97,0.72,-3.69,-6.39,1.36,-5.79,9.28,1.11,0.18,0.0,2.9,1.04,-1.12,0.73,-0.12
 PÊRA,-0.29,0.0,0.0,0.0,-0.56,-4.5,0.0,0.0,0.0,0.0,-3.38,0.04,0.0,0.0,0.0,0.0,-1.03
 TANGERINA,0.0,6.41,0.0,0.0,12.24,0.0,0.0,0.0,0.0,0.0,0.0,-2.18,0.0,0.0,0.0,0.0,6.45
 UVA,16.52,0.0,4.44,4.51,9.45,-1.26,3.05,6.24,1.97,3.48,3.54,1.19,7.61,-0.57,4.2,7.86,7.42
 LARANJA-PERA,-5.3,0.0,2.23,8.7,-5.82,-6.42,3.62,-2.69,-2.43,-6.16,-3.23,-4.6,-3.14,-8.91,2.98,3.87,-2.9
 MORANGO,0.0,-1.55,-7.39,0.0,0.0,0.0,0.0,0.0,0.0,-15.37,0.0,0.0,0.0,0.0,0.0,0.0,-8.35
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.93
 CARNES,1.26,2.6,1.48,0.86,0.53,3.87,-0.44,0.29,1.02,1.7,1.18,1.75,1.4,-0.46,1.58,0.53,1.1
 FÍGADO,0.0,0.0,0.0,1.29,0.0,0.0,-4.9,5.38,3.16,0.0,0.0,0.0,0.0,0.0,6.6,-3.2,0.55
 CARNE DE PORCO,0.86,2.48,4.92,1.61,0.76,2.95,4.1,-2.92,3.92,3.23,3.65,2.91,0.24,0.29,4.45,2.0,2.33
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.98,-5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.42
 CONTRAFILÉ,-0.89,0.48,0.04,6.18,2.82,2.19,-1.44,0.5,-3.12,-1.27,0.29,3.31,0.84,-1.43,-1.8,0.3,0.54
 FILÉ-MIGNON,9.22,0.0,0.0,-5.18,0.0,0.0,-0.55,0.0,-0.44,-4.2,1.58,0.0,-2.38,0.0,0.0,0.0,0.4
 CHÃ DE DENTRO,0.53,3.32,-0.5,1.25,1.92,5.21,-0.04,2.19,2.11,1.94,1.36,2.45,2.96,-1.61,-1.09,-0.32,1.52
 ALCATRA,2.89,-1.09,0.13,0.73,2.14,4.28,0.05,1.09,2.15,-2.72,0.43,-0.18,1.79,-0.63,-2.2,-0.21,0.69
 PATINHO,1.35,3.77,0.65,2.65,1.89,3.18,0.11,0.2,1.11,1.89,1.03,1.55,1.02,1.17,4.71,-0.93,1.53
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71
 LAGARTO COMUM,0.0,0.0,0.0,0.0,1.83,3.98,0.0,-0.61,0.6,0.0,2.59,0.0,2.28,-0.94,0.0,-0.72,1.87
 MÚSCULO,0.71,3.9,1.24,1.68,-1.16,0.0,3.15,0.0,-1.77,-0.51,1.78,1.18,0.18,-0.75,3.06,-1.47,0.58
 PÁ,0.0,4.92,0.0,-0.73,-0.12,1.9,0.62,0.0,1.9,4.99,0.0,0.0,3.46,0.07,-1.45,2.5,1.91
 ACÉM,0.77,3.64,2.94,-1.04,-1.5,3.65,0.28,-2.12,-3.49,3.13,2.22,0.45,4.37,-0.46,7.58,1.13,-0.1
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,2.06,1.21,4.44,0.0,-1.11,0.0,-1.51,0.59,3.24,3.28,2.21
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93,-0.46,0.0,0.0,3.4
 COSTELA,0.48,3.65,2.32,-0.2,-2.58,4.52,-3.94,1.75,4.1,7.27,1.05,3.55,-1.04,0.66,3.65,1.51,1.64
 PESCADOS,-5.68,-2.29,-1.43,-0.44,0.61,-0.54,-3.9,2.98,1.73,-1.19,1.74,-4.93,0.59,-3.22,1.93,1.23,-1.18
 PEIXE-ANCHOVA,-13.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.74
 PEIXE-BADEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.16
 PEIXE-CORVINA,-7.31,0.0,0.0,-2.72,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.31,-2.72
 PEIXE-CAVALINHA,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91
 PEIXE,0.0,-2.29,-1.43,0.0,0.0,-0.54,0.0,0.0,0.0,-1.19,1.74,0.0,0.0,0.0,0.0,0.0,-1.23
 PEIXE-PESCADINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.59,0.0,-1.59
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,2.18
 PEIXE-SARDINHA,0.0,0.0,0.0,0.95,-1.08,0.0,0.0,0.0,-1.32,0.0,0.0,0.0,0.77,0.0,0.0,4.65,-0.74
 CAMARÃO,-2.73,0.0,0.0,-2.65,0.0,0.0,1.32,0.0,5.34,0.0,0.0,-3.61,0.59,0.0,2.11,-0.19,0.48
 PEIXE-VERMELHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.69
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52
 PEIXE-PACU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.0,0.0,0.0,4.65
 PEIXE-DOURADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.93,0.0,0.0,0.0,0.0,-0.93
 PEIXE-CAÇÃO,-5.68,0.0,0.0,0.0,3.76,0.0,0.0,0.0,0.0,0.0,0.0,-2.45,0.0,0.0,0.0,0.0,-0.25
 PEIXE-MERLUZA,-11.3,0.0,0.0,-1.71,0.61,0.0,0.0,0.0,0.61,0.0,0.0,0.0,-1.07,0.0,0.0,0.0,-4.05
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,-2.17,0.35,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.02
 PEIXE-PESCADA,2.58,0.0,0.0,3.72,0.16,0.0,-6.92,0.0,2.51,0.0,0.0,-14.15,0.0,0.0,4.27,5.6,-1.82
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,-0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.81
 PEIXE-CASTANHA,0.0,0.0,0.0,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32
 PEIXE-PIAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.22,0.0,0.0,-3.22
 PEIXE-SURUBIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.52,0.0,0.0,-5.52
 SURURU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.97,-1.05,0.0,-1.59
 PEIXE-SALMÃO,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.98,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.74
 PEIXE-TILÁPIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,3.33
 PEIXE-TUCUNARÉ,0.0,0.0,0.0,0.0,0.0,0.0,-3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.72,-0.2,0.0,-0.38
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,-2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.78
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.68,0.0,0.0,0.0,0.0,-0.68
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.54,0.0,0.0,0.0,-3.54
 PEIXE-MANDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.22,0.0,0.0,-3.22
 CARNES E PEIXES INDUSTRIALIZADOS,-0.23,-0.22,-0.39,0.57,-1.52,-0.08,1.05,-1.85,1.27,0.35,-0.35,2.76,-1.57,0.92,-0.95,0.51,-0.34
 PRESUNTO,0.82,2.64,3.36,0.0,0.53,1.09,2.75,-0.37,1.82,-1.33,1.4,2.34,-0.33,1.52,0.0,1.89,1.15
 SALSICHA,-1.87,-1.69,2.09,-1.48,0.12,2.55,-2.06,0.0,0.0,-0.05,-0.19,1.4,-1.08,0.76,-3.04,0.54,-0.49
 LINGUIÇA,-0.75,-0.66,-3.46,4.91,-2.69,-1.05,1.07,-3.69,0.36,0.47,-1.53,3.16,-1.74,1.16,-0.31,2.46,-1.51
 MORTADELA,-0.89,1.13,-1.7,-1.16,-2.35,0.0,0.87,2.26,0.0,1.86,0.0,3.69,-3.12,0.96,0.0,-3.71,-0.67
 SALAME,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
 CARNE-SECA E DE SOL,1.71,0.0,0.0,0.23,0.0,0.0,1.44,-1.51,1.35,0.0,0.0,2.34,0.0,-0.44,-0.91,0.23,0.94
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,6.97,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63
 HAMBÚRGUER,0.0,0.0,0.0,0.0,0.0,-1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.23
 AVES E OVOS,-0.1,2.29,1.91,0.8,0.04,3.26,-0.39,1.12,1.46,1.71,-0.36,-0.31,1.33,0.21,-1.83,1.05,0.66
 FRANGO INTEIRO,-0.95,5.5,0.16,1.04,0.61,2.43,-0.51,1.42,0.24,0.15,-1.66,-0.77,0.07,0.52,-2.28,1.28,0.33
 FRANGO EM PEDAÇOS,0.31,2.14,3.88,-0.2,-1.13,3.35,3.09,2.15,2.84,1.96,3.73,0.04,1.98,-1.19,0.43,1.48,0.92
 OVO DE GALINHA,-0.25,-0.28,2.09,1.31,1.6,4.73,-2.08,-0.4,4.18,3.49,1.37,0.43,1.96,0.37,-2.08,-0.49,0.92
 LEITE E DERIVADOS,0.13,-1.91,-0.92,-0.01,-0.3,-1.1,-1.09,0.17,1.3,-2.54,-0.13,-1.53,-0.65,0.2,-0.39,0.05,-0.55
 LEITE LONGA VIDA,-0.36,-2.97,-1.84,1.04,0.44,-0.32,-2.26,-0.07,2.48,-3.44,-0.15,-2.69,-1.32,0.32,-3.08,3.05,-0.75
 LEITE CONDENSADO,0.0,-0.55,0.0,0.0,0.0,0.0,-1.15,2.26,0.0,0.0,0.0,0.0,-1.46,-0.44,0.0,0.0,-0.26
 LEITE EM PÓ,1.72,0.8,0.0,-0.61,-1.59,0.0,-1.45,-0.58,1.19,1.44,0.75,0.56,-2.07,-0.15,0.85,-1.46,-0.07
 QUEIJO,0.01,-0.9,1.17,-0.18,-1.05,-2.49,-1.06,2.37,0.93,-1.77,-0.26,-0.12,1.01,0.06,1.36,-0.85,-0.38
 CREME DE LEITE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74
 IOGURTE E BEBIDAS LÁCTEAS,0.79,-0.67,-1.1,-0.3,-1.33,-1.53,-0.8,-0.34,-0.12,-1.22,-0.33,0.08,-0.04,-0.47,0.78,-0.87,-0.77
 MANTEIGA,0.0,0.0,0.0,0.92,0.0,0.0,4.17,-1.16,0.02,0.0,0.0,-2.17,0.0,1.25,0.0,-1.52,0.58
 PANIFICADOS,0.35,-0.01,-0.25,-1.03,-0.06,0.72,0.38,0.29,0.7,-0.22,1.64,0.67,1.9,-1.4,0.28,0.6,0.12
 BISCOITO,0.92,0.15,-0.82,-2.23,-0.6,-0.58,1.06,1.49,-1.45,-0.74,-0.49,0.83,1.03,-2.57,-2.65,0.39,-0.39
 PÃO FRANCÊS,0.42,0.01,0.27,-0.43,-0.06,0.54,0.05,-0.14,1.73,-0.49,2.73,0.41,2.54,-0.96,1.16,0.83,0.3
 PÃO DOCE,-1.64,0.49,-1.91,0.0,0.63,1.14,1.97,-1.18,-0.54,0.86,0.0,1.0,1.99,0.0,0.0,-1.95,0.02
 PÃO DE FORMA,-0.32,-0.55,-2.22,0.0,0.1,2.31,0.0,0.0,0.0,0.09,-0.23,-0.5,0.39,0.0,0.0,0.0,-0.25
 BOLO,0.32,-0.33,0.23,-0.98,0.54,1.85,0.7,1.08,2.37,1.47,1.98,3.07,0.18,-2.34,0.47,0.69,0.66
 PÃO DE QUEIJO,0.0,0.0,0.23,0.0,0.0,2.56,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,1.09
 ÓLEOS E GORDURAS,-0.88,0.78,-2.28,1.18,-0.36,-0.48,-0.1,-0.28,-1.76,-1.74,-0.32,-0.89,-1.54,1.13,0.67,-0.08,-0.68
 ÓLEO DE SOJA,-1.95,-0.02,-3.11,1.15,1.13,-0.01,-0.98,-1.33,-2.09,-2.55,-0.33,-2.03,-1.04,1.34,1.16,-1.26,-0.85
 AZEITE DE OLIVA,-1.52,0.0,0.0,0.0,-2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,-2.04
 MARGARINA,0.43,2.38,-0.13,1.2,-1.82,-0.99,1.33,0.86,-1.32,-0.33,-0.3,1.05,-2.7,0.54,-0.24,1.53,-0.16
 BEBIDAS E INFUSÕES,0.62,0.43,-0.6,0.88,-0.91,0.67,-1.77,-0.7,0.74,-0.8,0.35,0.2,0.12,0.04,1.46,0.68,-0.31
 SUCO DE FRUTAS,2.44,0.07,-2.32,0.07,0.65,-0.96,-0.73,-0.15,0.06,0.8,1.02,-0.55,-1.96,0.96,-0.23,0.48,0.19
 AÇAÍ (EMULSÃO),0.0,0.0,0.0,0.0,0.0,0.0,-4.8,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,0.0,0.0,-4.76
 CAFÉ MOÍDO,-1.58,-1.94,-2.57,-1.19,-2.03,3.26,-2.27,-2.01,-0.42,-4.35,1.35,-0.21,-1.56,-1.44,2.78,-1.0,-1.74
 CAFÉ SOLÚVEL,0.0,-1.39,0.0,-1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,-1.21
 CHÁ,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,0.0,0.0,1.46,0.0,0.0,0.0,0.4
 REFRIGERANTE E ÁGUA MINERAL,1.13,0.59,-0.1,1.69,-0.25,0.37,-0.77,-0.24,2.37,-0.47,-0.79,-0.22,0.27,1.15,0.13,0.55,0.17
 CERVEJA,1.19,1.7,1.13,1.42,-1.98,-0.09,1.89,1.24,-0.68,0.86,1.83,1.55,1.56,-0.98,2.86,1.26,0.03
 OUTRAS BEBIDAS ALCOÓLICAS,0.1,0.15,-0.02,1.83,-0.09,0.87,9.97,-2.69,1.35,1.07,-0.34,0.89,0.0,0.0,0.0,1.15,0.51
 ENLATADOS E CONSERVAS,0.3,1.34,-0.13,-0.32,0.96,1.88,0.46,0.55,-2.13,-0.21,0.9,0.39,0.35,0.78,1.35,0.91,0.5
 COCO RALADO,0.0,0.0,0.0,0.0,-0.1,3.99,0.0,0.0,0.0,0.08,0.0,0.0,-2.38,0.0,0.0,0.0,0.12
 ERVILHA EM CONSERVA,2.72,-0.23,0.0,0.0,0.0,-0.88,0.0,0.0,0.1,0.0,0.0,0.0,4.75,0.0,0.0,0.87,0.74
