"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - NOVEMBRO DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 BATATA-INGLESA,-23.36,-7.6,-17.04,-19.89,-7.77,-18.34,-12.1,-15.56,-22.44,-14.67,-14.16,-19.19,-11.49,-2.58,-9.0,-14.15,-14.27
 INHAME,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.75
 MANDIOCA (AIPIM),0.0,6.39,0.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,1.05,0.0,0.0,0.62,3.73
 ABÓBORA,-3.39,0.0,-7.33,0.0,0.0,-1.63,0.0,0.0,0.0,0.0,-1.54,0.0,0.0,0.0,0.0,0.0,-4.08
 PIMENTÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43
 QUIABO,0.0,0.0,-9.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.02
 TOMATE,-30.5,-17.35,-17.81,-8.81,-3.57,-10.97,-16.64,-12.77,-18.77,-19.73,-0.72,-16.2,-4.83,-4.34,-4.0,-7.63,-12.71
 CEBOLA,-12.78,-15.34,-8.16,-21.5,-9.08,-14.27,-17.45,-16.78,-9.26,-16.7,-11.36,-9.81,-12.94,-6.95,-8.15,-20.41,-12.48
 CENOURA,-14.57,0.0,-2.71,0.0,-7.22,-9.52,0.0,-5.97,-14.44,-19.1,-5.69,-1.72,0.0,0.0,0.0,-10.59,-9.7
 MANDIOQUINHA (BATATA-BAROA),0.0,0.0,0.0,0.0,-7.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.47
 AÇÚCARES E DERIVADOS,0.17,-1.07,0.04,0.45,0.77,0.4,2.34,1.36,-0.22,-0.34,-0.3,-1.48,0.36,3.05,0.79,-1.38,0.25
 AÇÚCAR REFINADO,-1.23,0.91,0.0,0.0,1.27,0.0,2.54,3.47,0.0,0.43,0.0,0.0,0.0,-1.32,2.36,-3.85,0.88
 AÇÚCAR CRISTAL,2.02,-5.94,-0.04,0.97,0.5,1.55,3.14,-0.79,-0.24,-1.2,-0.51,-2.83,0.1,5.28,-0.44,-1.24,-0.16
 BALAS,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.79
 CHOCOLATE EM BARRA E BOMBOM,0.69,-0.27,-1.47,0.48,-0.65,1.25,-0.07,0.0,0.06,-2.24,-0.04,1.0,1.4,1.74,0.0,-3.93,-0.55
 SORVETE,1.35,1.4,0.95,0.3,3.47,-0.67,0.0,1.51,0.04,0.28,-0.83,1.13,1.87,0.0,-0.02,0.02,1.83
 CHOCOLATE E ACHOCOLATADO EM PÓ,0.01,-0.01,0.8,-1.38,-0.68,-0.92,0.93,0.66,-0.36,0.47,0.76,0.43,-1.56,-0.9,1.29,0.46,-0.1
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,-0.01,0.0,-1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.96
 HORTALIÇAS E VERDURAS,-1.59,3.59,4.36,0.98,-6.57,-0.51,0.06,0.01,0.62,-7.15,-0.64,0.67,-1.13,-2.2,1.16,-4.86,-2.2
 ALFACE,-2.13,4.73,4.81,-6.6,-10.86,-1.87,6.07,1.99,1.19,-10.6,-3.27,0.0,4.17,-2.16,3.02,-4.19,-4.62
 COENTRO,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,-3.97,4.33
 COUVE,-5.25,0.0,1.0,0.0,0.15,0.62,0.0,0.0,0.0,-9.09,0.99,-5.73,0.0,0.0,0.0,0.0,-1.34
 COUVE-FLOR,6.65,11.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,8.4
 REPOLHO,-10.93,-7.06,11.06,-0.7,-1.02,-2.72,-12.76,0.0,-4.41,-0.84,3.9,2.47,-16.63,-13.08,0.0,-7.59,-3.5
 CHEIRO-VERDE,1.26,0.0,0.0,0.0,0.18,-0.65,1.33,-0.3,-0.88,0.0,0.0,4.3,-1.27,0.89,0.14,0.0,0.34
 AGRIÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.16,0.0,0.0,0.0,-3.16
 BRÓCOLIS,1.97,15.73,0.34,0.0,-0.47,8.82,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,2.77
 FRUTAS,-1.71,-1.94,0.09,-3.02,0.79,-0.45,-0.79,-1.64,0.24,-1.08,1.39,1.49,3.21,3.69,-0.3,0.49,-0.49
 BANANA-DA-TERRA,0.0,0.0,0.0,-7.27,0.0,0.0,0.0,0.0,-5.39,0.0,0.0,4.46,0.0,7.28,0.0,0.0,-4.63
 ABACAXI,1.46,2.73,7.75,4.79,-3.36,0.0,0.0,0.0,0.0,1.18,2.04,0.0,7.98,0.0,0.0,0.58,1.6
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
 BANANA-D'ÁGUA,-1.18,-9.1,0.0,0.0,2.71,-3.59,0.0,0.0,0.0,-6.86,0.0,0.0,-4.51,0.0,0.0,0.0,-1.27
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,0.0,-0.32,0.0,0.0,0.0,2.27
 BANANA-PRATA,-5.13,-10.05,-16.6,-3.98,-3.87,-6.19,-3.4,-4.62,-0.36,-4.02,-2.73,-2.61,0.0,-0.01,-2.89,-5.75,-5.82
 LARANJA-BAÍA,0.0,15.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.13
 LIMÃO,0.0,0.0,0.0,0.0,0.0,0.0,-4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,-2.76
 MAÇÃ,-2.24,4.19,-0.97,-0.34,1.3,3.96,-1.76,-5.33,-1.17,1.33,2.3,1.78,2.82,5.12,-3.82,-3.46,0.24
 MAMÃO,2.26,-2.26,2.8,-4.02,-7.97,2.43,-11.16,-8.42,-2.16,-0.29,0.0,4.37,-4.62,0.0,-2.05,-5.64,-3.75
 MANGA,-8.7,0.0,0.0,-6.51,0.0,-9.23,0.0,0.0,0.0,0.0,0.0,-5.75,0.0,0.0,0.0,-6.11,-7.7
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.93,0.65,0.0,0.0,0.0,0.0,0.0,0.0,-5.07,3.13
 MELANCIA,0.0,0.0,21.99,4.84,-1.6,10.48,-1.43,2.97,-10.09,1.73,10.52,0.0,15.48,5.34,6.3,5.88,2.62
 PÊRA,5.17,0.0,0.0,0.0,1.96,0.36,0.0,0.0,0.0,0.0,2.68,3.71,0.0,0.0,0.0,0.0,2.68
 TANGERINA,0.0,-1.77,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,-1.63
 UVA,-0.09,0.0,0.44,1.13,4.25,2.77,3.08,1.77,9.88,1.08,0.86,7.04,2.68,-1.29,-0.34,9.03,3.47
 LARANJA-PERA,-0.9,0.0,13.12,-8.27,4.51,0.88,10.2,5.59,7.07,1.99,-1.71,4.01,7.67,5.21,0.92,8.82,3.98
 MORANGO,0.0,-8.83,1.04,0.0,0.0,0.0,0.0,0.0,0.0,-1.41,0.0,0.0,0.0,0.0,0.0,0.0,-2.54
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.76
 CARNES,7.28,3.67,10.03,5.57,10.01,10.55,9.8,6.56,3.2,7.98,14.13,6.31,10.34,4.9,6.82,3.55,8.09
 FÍGADO,0.0,0.0,0.0,3.58,0.0,0.0,2.84,5.84,2.81,0.0,0.0,0.0,0.0,0.0,0.76,5.59,3.03
 CARNE DE PORCO,-0.89,3.91,5.9,3.84,3.7,4.89,3.65,2.04,2.63,1.78,2.78,1.58,3.93,2.68,1.15,0.22,3.35
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03
 CONTRAFILÉ,11.0,0.73,11.54,3.97,14.07,12.85,7.93,9.13,4.5,7.73,13.59,8.05,11.18,0.67,9.83,1.54,9.67
 FILÉ-MIGNON,6.28,0.0,0.0,4.44,0.0,0.0,9.53,0.0,1.39,13.18,10.3,0.0,9.95,0.0,0.0,0.0,8.34
 CHÃ DE DENTRO,11.31,8.54,13.38,2.8,18.71,13.41,9.92,5.78,3.87,14.65,15.43,9.4,9.25,8.86,0.76,3.37,12.49
 ALCATRA,9.62,4.2,12.96,5.28,8.74,12.34,9.15,9.02,4.81,12.37,15.59,8.89,13.49,5.51,4.27,0.99,9.3
 PATINHO,7.8,5.47,11.65,8.13,15.76,8.67,11.26,7.1,2.89,12.11,16.85,8.84,14.02,8.39,10.59,3.43,10.22
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,8.48,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57
 LAGARTO COMUM,0.0,0.0,0.0,0.0,12.51,10.04,0.0,4.55,2.34,0.0,16.8,0.0,8.99,5.25,0.0,3.59,10.92
 MÚSCULO,11.35,7.1,7.71,4.82,4.12,0.0,5.48,0.0,4.16,6.19,16.08,4.39,9.79,2.25,14.74,4.56,6.86
 PÁ,0.0,0.52,0.0,6.44,8.11,10.56,12.29,0.0,4.01,-0.82,0.0,0.0,12.88,5.68,8.21,3.13,5.8
 ACÉM,2.39,4.92,6.98,6.43,5.45,8.73,10.5,6.17,0.92,9.25,16.44,5.65,5.73,4.9,2.63,7.32,5.98
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,10.03,6.78,0.6,0.0,16.23,0.0,11.78,5.53,6.3,1.91,7.22
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.99,4.9,0.0,0.0,12.89
 COSTELA,3.99,3.85,9.55,6.9,8.48,9.12,14.75,7.46,3.66,5.03,13.56,3.82,8.73,4.83,9.67,3.8,7.05
 PESCADOS,3.88,3.67,2.16,0.94,1.63,-2.99,0.87,-3.72,-0.32,0.2,0.31,-1.24,-0.43,-0.66,-4.73,-1.82,0.32
 PEIXE-ANCHOVA,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57
 PEIXE-BADEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.92,0.0,0.0,0.0,0.0,-0.92
 PEIXE-CORVINA,-0.58,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,-7.65,0.63
 PEIXE-CAVALINHA,0.0,0.0,0.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04
 PEIXE,0.0,3.67,2.16,0.0,0.0,-2.99,0.0,0.0,0.0,0.2,0.31,0.0,0.0,0.0,0.0,0.0,1.33
 PEIXE-PESCADINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,2.36
 PEIXE-SARDINHA,0.0,0.0,0.0,-1.6,6.72,0.0,0.0,0.0,-2.59,0.0,0.0,0.0,-1.33,0.0,0.0,4.08,3.79
 CAMARÃO,0.73,0.0,0.0,-2.5,0.0,0.0,3.84,0.0,0.22,0.0,0.0,-1.5,-0.43,0.0,-10.2,-0.67,-0.65
 PEIXE-VERMELHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.37
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.45,-2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.21
 PEIXE-PACU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.85,0.0,0.0,0.0,-2.85
 PEIXE-DOURADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.9
 PEIXE-CAÇÃO,-1.29,0.0,0.0,0.0,-2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,-1.72
 PEIXE-MERLUZA,11.27,0.0,0.0,4.67,1.63,0.0,0.0,0.0,1.41,0.0,0.0,0.0,4.68,0.0,0.0,0.0,5.43
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,-5.16,-1.93,0.0,0.0,0.0,0.0,0.0,0.0,-8.28,0.0,-4.8
 PEIXE-PESCADA,12.05,0.0,0.0,-2.41,0.33,0.0,-0.66,0.0,-2.68,0.0,0.0,-8.35,0.0,0.0,-2.62,-9.49,-0.35
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34
 PEIXE-CASTANHA,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94
 PEIXE-PIAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,-0.66
 PEIXE-SURUBIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,0.0,0.0,2.44
 SURURU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.19
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,-6.64,0.0,-5.23
 PEIXE-SALMÃO,0.0,0.0,0.0,0.0,-0.86,0.0,0.0,-3.72,0.0,0.0,0.0,0.0,-0.43,0.0,0.0,0.0,-1.18
 PEIXE-TILÁPIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,-4.07
 PEIXE-TUCUNARÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.28,-3.01,0.0,-3.04
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.58,0.0,0.0,0.0,0.0,10.58
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.85,0.0,0.0,0.0,-0.85
 PEIXE-MANDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,-0.66
 CARNES E PEIXES INDUSTRIALIZADOS,1.42,0.06,1.35,1.49,0.39,2.84,0.14,-1.07,0.91,0.65,-0.41,-0.49,1.85,0.28,1.42,1.75,0.69
 PRESUNTO,0.72,-1.62,1.68,0.0,-0.12,2.21,-6.11,1.85,0.52,-0.56,-0.03,2.71,2.6,-2.15,0.0,-1.77,0.06
 SALSICHA,-1.12,0.99,0.59,-0.88,2.09,2.93,0.37,0.0,0.0,1.37,-1.16,-0.1,0.87,-0.47,-0.19,1.19,1.12
 LINGUIÇA,0.98,-0.44,1.9,0.26,-0.2,2.77,-2.74,-2.99,-5.4,0.47,-0.49,-2.27,1.89,1.92,1.43,2.65,-0.2
 MORTADELA,0.91,1.04,1.52,1.39,0.63,0.0,2.78,-1.3,0.0,1.67,0.0,-0.18,1.69,0.26,0.0,-0.8,1.0
 SALAME,0.0,-0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35
 CARNE-SECA E DE SOL,5.48,0.0,0.0,2.08,0.0,0.0,1.59,2.29,3.18,0.0,0.0,1.83,0.0,0.19,2.26,2.79,2.76
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,-1.5,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55
 HAMBÚRGUER,0.0,0.0,0.0,0.0,0.0,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03
 AVES E OVOS,0.56,-0.02,0.04,-0.22,1.0,1.19,-0.2,-0.2,0.17,0.99,0.59,1.32,-0.5,-0.33,-0.11,-0.22,0.36
 FRANGO INTEIRO,-0.09,0.23,0.09,-1.38,1.59,3.08,-0.05,-0.25,1.21,1.29,-0.1,1.33,-0.13,-0.46,-0.08,-1.69,0.28
 FRANGO EM PEDAÇOS,0.0,0.38,-0.24,0.66,1.14,-0.34,-2.19,0.89,-0.44,0.33,0.35,1.3,-0.65,0.9,-0.7,0.49,0.34
 OVO DE GALINHA,2.48,-1.33,0.41,3.1,0.01,0.27,0.54,-0.53,-3.35,2.13,3.27,1.34,-0.74,-0.89,0.33,1.78,0.53
 LEITE E DERIVADOS,-1.51,0.15,-2.13,-0.49,-1.39,-0.68,-0.34,-0.31,0.19,-0.54,-0.88,-0.36,0.04,-0.91,-0.08,-0.05,-0.93
 LEITE LONGA VIDA,-2.97,0.34,-2.38,1.02,-1.37,-1.62,0.31,0.0,1.2,-0.28,-0.86,-0.7,0.34,-0.53,-0.78,-1.27,-1.09
 LEITE CONDENSADO,0.0,1.74,0.0,0.0,0.0,0.0,-2.14,-3.86,0.0,0.0,0.0,0.0,0.0,-0.32,0.0,0.0,-0.59
 LEITE EM PÓ,1.13,0.04,0.0,-1.79,-1.74,0.0,0.12,-0.97,-0.52,-0.99,-0.63,-0.53,0.96,-2.56,0.92,0.39,-0.42
 QUEIJO,-1.37,-0.42,-1.54,-0.42,-1.69,1.3,-0.42,-0.05,-0.73,0.45,-0.52,0.11,-0.29,-1.16,-1.83,1.8,-0.99
 CREME DE LEITE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88
 IOGURTE E BEBIDAS LÁCTEAS,1.61,0.05,-2.26,-0.94,-0.69,-0.5,-1.05,0.33,-0.25,-3.16,-2.01,0.02,-1.11,-0.26,-0.79,-1.03,-0.81
 MANTEIGA,0.0,0.0,0.0,0.91,0.0,0.0,-2.49,0.3,1.5,0.0,0.0,0.1,0.0,0.3,0.0,-0.42,0.18
 PANIFICADOS,-0.63,0.46,0.74,-0.73,2.46,0.98,-1.32,-0.15,0.69,0.5,-0.43,0.12,-1.16,0.49,0.83,-0.12,0.71
 BISCOITO,1.33,0.16,1.13,0.4,-0.19,2.58,-1.16,0.55,-1.95,-0.79,0.94,-1.1,0.07,-0.54,0.32,-0.47,0.06
 PÃO FRANCÊS,-1.25,2.01,1.64,-1.29,4.37,0.26,-1.18,-0.44,1.84,1.63,-1.09,0.43,-2.38,0.81,1.28,0.13,1.39
 PÃO DOCE,-0.03,-2.75,-3.09,0.0,0.48,1.89,-6.08,2.37,2.0,0.2,0.0,-1.2,7.6,0.0,0.0,0.01,-0.35
 PÃO DE FORMA,-0.67,0.11,-2.38,0.0,-0.31,1.92,0.0,0.0,0.0,-1.0,0.14,0.89,-0.48,0.0,0.0,0.0,-0.48
 BOLO,-1.52,-3.81,0.44,-0.63,-1.17,2.07,-0.63,-1.06,0.71,-0.7,-1.88,2.04,-0.85,0.23,-1.15,-1.97,-1.01
 PÃO DE QUEIJO,0.0,0.0,-2.5,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,-1.32
 ÓLEOS E GORDURAS,0.73,-1.42,1.59,0.76,2.18,1.07,0.9,2.05,3.74,0.11,1.43,0.22,0.38,2.65,2.0,1.78,1.33
 ÓLEO DE SOJA,1.04,-1.75,2.21,1.78,4.09,2.77,1.78,2.04,6.55,0.18,1.79,1.78,0.48,2.94,2.86,3.37,2.26
 AZEITE DE OLIVA,-2.83,0.0,0.0,0.0,-1.44,0.0,0.0,0.0,0.0,0.0,0.0,-1.01,0.0,0.0,0.0,0.0,-1.91
 MARGARINA,2.1,-0.71,-0.09,-0.07,0.36,-0.83,-0.63,2.07,-0.22,-0.02,-0.02,-2.73,0.13,1.76,0.44,-0.54,0.27
 BEBIDAS E INFUSÕES,0.62,0.01,-0.18,0.35,0.29,0.34,1.11,-0.21,0.32,0.25,-0.02,0.78,-0.05,2.21,0.31,-0.32,0.27
 SUCO DE FRUTAS,1.35,-1.19,-1.15,-1.03,0.05,1.15,2.02,0.13,-0.64,0.37,-0.25,0.5,-1.98,1.89,0.36,-0.25,0.02
 AÇAÍ (EMULSÃO),0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,2.15
 CAFÉ MOÍDO,-0.34,-1.11,-0.19,1.12,-0.32,0.34,0.41,-1.38,-0.95,1.29,-1.35,-0.19,-1.25,0.59,0.11,-2.15,-0.24
 CAFÉ SOLÚVEL,0.0,0.17,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42,0.34
 CHÁ,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.62,0.0,0.0,0.0,0.22
 REFRIGERANTE E ÁGUA MINERAL,1.49,0.78,-0.23,0.35,-0.27,0.74,0.3,-0.21,1.08,-0.42,0.66,1.08,0.92,2.75,1.04,0.21,0.26
 CERVEJA,-0.1,-0.96,0.28,-0.12,1.93,-0.36,2.72,2.78,1.18,0.53,-0.13,1.77,-0.02,1.08,-0.69,-0.42,0.83
 OUTRAS BEBIDAS ALCOÓLICAS,0.08,0.04,-0.06,0.56,-0.47,-1.4,-2.19,-0.27,-0.8,0.33,0.09,0.48,0.0,0.0,0.0,-0.53,-0.19
 ENLATADOS E CONSERVAS,1.25,-0.08,-0.27,0.28,0.35,-0.52,0.52,-0.48,0.93,0.37,-0.08,1.23,2.07,-0.38,0.24,0.51,0.33
 COCO RALADO,0.0,0.0,0.0,0.0,1.73,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.08
 ERVILHA EM CONSERVA,3.39,1.13,0.0,0.0,0.0,1.28,0.0,0.0,0.55,0.0,0.0,0.0,1.96,0.0,0.0,0.66,1.69
 PALMITO EM CONSERVA,-0.71,0.0,1.04,0.0,-2.13,0.0,0.0,0.0,0.0,-2.0,0.94,0.34,0.0,0.0,0.0,0.0,-1.34
