"VARIAÇÕES MENSAIS POR GRUPOS, ITENS E SUBITENS - IPCA - FEVEREIRO DE 2019",RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 MACARRÃO,1.16,0.41,0.75,-0.7,-0.17,-2.29,1.98,1.43,0.85,1.05,1.86,-1.12,0.76,0.52,0.2,0.38,0.56
 FUBÁ DE MILHO,0.0,0.0,-0.05,0.81,0.0,0.0,0.0,0.0,0.58,0.0,1.7,0.0,0.0,0.0,-0.06,-3.26,0.23
 AMIDO DE MILHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01
 FLOCOS DE MILHO,0.0,0.0,0.0,0.73,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,0.88
 FARINHA DE TRIGO,1.21,-4.6,-0.03,0.0,-0.25,0.0,0.39,0.0,0.0,-1.58,-3.04,0.7,2.54,0.0,0.0,0.0,-1.2
 FARINHA VITAMINADA,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.33,1.27
 FARINHA DE MANDIOCA,-3.33,0.0,0.0,-1.23,0.0,-2.39,-2.76,-2.61,-8.73,0.0,0.0,-3.77,0.0,0.63,-1.84,0.11,-4.07
 MASSA SEMIPREPARADA,3.95,0.57,3.09,0.0,3.23,-0.27,0.0,0.0,0.0,1.6,-0.67,-1.59,0.04,0.0,0.0,0.59,2.23
" TUBÉRCULOS, RAÍZES E LEGUMES",10.3,3.34,14.8,5.09,4.76,2.65,-0.85,5.23,7.45,3.56,6.95,0.73,1.45,-3.38,3.55,3.47,6.06
 BATATA-INGLESA,41.08,9.01,38.65,20.34,18.63,30.24,18.47,24.65,29.09,25.56,28.11,18.92,25.2,18.6,21.9,29.59,25.21
 INHAME,0.0,0.0,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.93,3.23
 MANDIOCA (AIPIM),0.0,7.53,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.46,0.0,0.0,3.37,2.48
 ABÓBORA,-2.63,0.0,26.19,0.0,0.0,7.98,0.0,0.0,0.0,0.0,8.52,0.0,0.0,0.0,0.0,0.0,10.08
 PIMENTÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.48
 QUIABO,0.0,0.0,11.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83
 TOMATE,-11.92,-5.71,1.15,-0.41,-3.52,-12.11,-12.25,-4.0,-2.61,-15.97,-4.2,-16.32,-12.44,-17.08,0.71,-2.5,-5.95
 CEBOLA,2.66,5.45,1.72,-0.89,3.56,0.01,2.09,-6.86,-3.72,0.2,0.38,-4.42,3.31,6.42,1.56,-5.37,1.17
 CENOURA,-0.37,0.0,-5.19,0.0,3.03,-2.65,0.0,-1.15,3.56,5.7,5.36,-7.81,0.0,0.0,0.0,2.27,0.94
 MANDIOQUINHA (BATATA-BAROA),0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
 AÇÚCARES E DERIVADOS,-1.66,-0.62,0.41,-2.5,-0.3,1.8,0.23,1.72,1.01,-0.13,1.45,1.4,0.31,1.17,-0.8,2.68,-0.11
 AÇÚCAR REFINADO,-3.56,-0.9,0.0,0.0,1.02,0.0,0.48,3.01,0.0,0.02,0.0,0.0,0.0,-0.81,1.31,2.24,-0.22
 AÇÚCAR CRISTAL,-3.15,-0.04,0.05,-4.44,-0.53,3.44,0.48,0.78,1.14,0.8,1.29,2.04,1.87,1.82,-1.58,3.7,0.05
 BALAS,0.0,-0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.03,0.0,0.0,0.0,0.0,0.0,0.0,-1.43
 CHOCOLATE EM BARRA E BOMBOM,2.12,-2.05,-0.12,2.31,-1.09,-1.76,-0.95,0.0,-0.71,-2.47,1.06,0.69,-2.73,2.47,0.0,1.14,-0.82
 SORVETE,2.15,-0.84,0.44,-0.72,2.51,1.09,0.0,0.97,-2.36,1.91,3.42,3.19,-0.86,0.0,-2.76,1.24,1.49
 CHOCOLATE E ACHOCOLATADO EM PÓ,-2.55,0.99,1.93,-0.29,-2.78,-1.07,-0.26,1.17,2.64,0.37,0.13,-1.13,0.5,-0.2,-2.31,1.21,-0.79
 DOCE DE FRUTAS EM PASTA,0.0,0.0,0.0,-0.15,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39
 HORTALIÇAS E VERDURAS,3.78,26.59,6.4,9.52,17.57,0.34,-0.99,0.44,3.71,35.23,2.42,0.3,14.78,2.29,7.97,1.5,12.13
 ALFACE,0.25,30.05,5.78,-3.33,22.58,-2.24,-0.89,0.28,1.26,46.26,1.77,1.86,10.19,0.83,9.79,-5.77,16.53
 COENTRO,0.0,0.0,0.0,19.42,0.0,0.0,0.0,0.0,6.88,0.0,0.0,0.0,0.0,0.0,0.0,4.14,12.94
 COUVE,3.79,0.0,7.65,0.0,10.76,-3.14,0.0,0.0,0.0,17.34,-1.63,0.74,0.0,0.0,0.0,0.0,7.5
 COUVE-FLOR,10.29,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.95,0.0,0.0,0.0,0.0,16.53
 REPOLHO,8.5,24.93,7.63,1.89,15.99,13.88,10.44,0.0,-0.6,22.22,6.37,-10.31,35.26,12.66,0.0,5.06,12.33
 CHEIRO-VERDE,-1.15,0.0,0.0,0.0,12.25,1.93,-4.45,0.47,7.2,0.0,0.0,1.87,7.05,0.26,7.03,0.0,3.85
 AGRIÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,1.53
 BRÓCOLIS,9.97,16.55,4.99,0.0,2.02,-3.23,0.0,0.0,0.0,17.74,0.0,0.0,0.0,0.0,0.0,0.0,7.86
 FRUTAS,1.17,1.69,3.61,8.3,-0.57,0.58,2.48,2.16,-0.64,1.83,1.6,0.54,8.24,8.3,1.56,-0.94,1.43
 BANANA-DA-TERRA,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,-0.64,0.0,0.0,-3.34,0.0,2.94,0.0,0.0,2.72
 ABACAXI,2.13,8.45,-12.81,12.3,-0.16,0.0,0.0,0.0,0.0,-0.61,-8.98,0.0,-2.83,0.0,0.0,13.97,0.35
 ABACATE,0.0,0.0,0.0,0.0,0.0,0.0,-17.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.46
 BANANA-D'ÁGUA,0.14,-2.05,0.0,0.0,-5.42,2.26,0.0,0.0,0.0,-1.46,0.0,0.0,-0.76,0.0,0.0,0.0,-3.91
 BANANA-MAÇÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.96,0.0,-3.59,0.0,0.0,0.0,-5.43
 BANANA-PRATA,-4.04,-1.36,-2.61,21.97,-1.89,-2.24,4.05,4.95,-1.31,-2.94,4.67,-2.28,0.0,1.27,0.81,1.96,0.76
 LARANJA-BAÍA,0.0,-5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.95
 LIMÃO,0.0,0.0,0.0,0.0,0.0,0.0,-23.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.37,0.0,-19.14
 MAÇÃ,1.61,7.51,1.04,2.79,3.62,2.26,9.7,4.81,4.45,8.09,0.69,1.32,1.31,7.85,10.07,5.57,4.07
 MAMÃO,2.55,7.91,10.33,-0.31,6.74,2.63,6.36,-0.54,2.45,-1.19,0.0,0.19,11.06,0.0,-4.18,-2.78,4.83
 MANGA,20.09,0.0,0.0,13.93,0.0,8.52,0.0,0.0,0.0,0.0,0.0,15.84,0.0,0.0,0.0,2.7,15.27
 MARACUJÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.03,-7.97,0.0,0.0,0.0,0.0,0.0,0.0,-16.78,-11.9
 MELANCIA,0.0,0.0,6.36,4.61,4.66,0.63,-2.49,-0.08,9.45,6.12,4.72,0.0,19.32,17.75,1.85,-3.96,5.11
 PÊRA,-7.27,0.0,0.0,0.0,1.31,-2.47,0.0,0.0,0.0,0.0,-6.31,-5.49,0.0,0.0,0.0,0.0,-1.9
 TANGERINA,0.0,0.87,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.87
 UVA,-4.64,0.0,0.03,-4.69,-2.32,-1.47,3.23,1.32,-1.01,-3.37,2.03,-4.14,6.81,8.3,-2.93,-5.19,-2.09
 LARANJA-PERA,8.14,0.0,15.86,5.05,-2.74,1.59,4.01,2.31,-7.7,-2.05,7.33,4.92,20.86,10.48,0.62,-0.1,2.34
 MORANGO,0.0,34.94,1.08,0.0,0.0,0.0,0.0,0.0,0.0,22.03,0.0,0.0,0.0,0.0,0.0,0.0,14.96
 GOIABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.54
 CARNES,-2.55,-2.68,-1.18,0.51,-1.43,-1.75,1.66,-1.65,-1.76,-1.22,-0.6,-1.19,0.35,-1.28,-1.54,0.05,-1.23
 FÍGADO,0.0,0.0,0.0,7.25,0.0,0.0,2.25,-6.61,-4.8,0.0,0.0,0.0,0.0,0.0,0.42,-5.08,0.16
 CARNE DE PORCO,1.36,-0.64,1.39,6.57,-2.01,-4.95,1.22,-3.15,-1.95,0.79,0.55,-0.17,1.61,-1.46,0.89,2.59,-0.24
 CARNE DE CARNEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.02,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.18
 CONTRAFILÉ,-3.13,1.04,-1.31,-5.86,-3.96,-2.45,0.14,-2.17,-2.18,-2.37,-1.08,-1.84,-0.33,-7.81,0.45,-0.03,-2.19
 FILÉ-MIGNON,-8.97,0.0,0.0,8.36,0.0,0.0,1.23,0.0,1.52,-4.48,-1.79,0.0,1.08,0.0,0.0,0.0,-2.31
 CHÃ DE DENTRO,-2.91,-0.15,-2.65,1.13,-0.5,-2.5,1.34,-2.77,-3.83,2.56,-1.61,-2.3,-0.04,-0.49,-2.31,0.57,-0.8
 ALCATRA,-4.97,0.73,-2.52,3.05,-5.35,-2.04,1.05,-0.47,-1.64,0.9,-0.03,-4.16,1.25,0.86,-0.55,0.67,-1.87
 PATINHO,-8.93,0.2,1.93,-4.5,-1.12,-1.47,2.27,-0.87,-1.28,0.32,-1.39,-0.8,0.18,0.18,-2.37,-0.16,-1.43
 LAGARTO REDONDO,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19
 LAGARTO COMUM,0.0,0.0,0.0,0.0,-1.22,-0.74,0.0,0.19,-0.8,0.0,-0.34,0.0,-2.27,-0.8,0.0,-1.38,-1.0
 MÚSCULO,-2.12,-1.38,-0.09,0.66,0.11,0.0,1.21,0.0,-0.05,2.46,-0.27,1.8,-1.01,0.16,-3.96,-1.13,-0.21
 PÁ,0.0,3.7,0.0,-0.77,0.76,-2.5,3.02,0.0,-3.21,-7.81,0.0,0.0,1.8,0.45,-1.89,-0.76,0.08
 ACÉM,1.52,-0.68,-3.15,1.0,0.7,-0.55,1.31,0.35,-2.29,-0.33,-1.52,-1.66,0.83,-1.28,-2.11,0.47,0.07
 PEITO,0.0,0.0,0.0,0.0,0.0,0.0,2.42,2.9,0.62,0.0,-0.44,0.0,-3.11,2.68,-0.99,1.9,1.03
 CAPA DE FILÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,-1.28,0.0,0.0,2.57
 COSTELA,2.43,-8.68,-1.7,0.93,-0.09,-1.25,3.53,-2.82,-1.62,-3.26,-0.25,1.43,-0.77,1.79,-3.39,-0.18,-2.36
 PESCADOS,-2.74,-0.34,-1.82,1.47,4.08,3.5,2.25,-2.27,-1.75,-1.05,-1.77,0.69,1.77,1.41,-1.74,-4.53,0.1
 PEIXE-ANCHOVA,-8.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.45
 PEIXE-BADEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.18,0.0,0.0,0.0,0.0,-1.18
 PEIXE-CORVINA,-5.12,0.0,0.0,-0.83,0.0,0.0,0.0,0.0,-1.51,0.0,0.0,0.0,0.0,0.0,0.0,-3.79,-2.45
 PEIXE-CAVALINHA,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
 PEIXE,0.0,-0.34,-1.82,0.0,0.0,3.5,0.0,0.0,0.0,-1.05,-1.77,0.0,0.0,0.0,0.0,0.0,-0.63
 PEIXE-PESCADINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.02,0.0,-3.02
 PEIXE-TAINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.28,-6.28
 PEIXE-SARDINHA,0.0,0.0,0.0,0.54,8.74,0.0,0.0,0.0,-3.5,0.0,0.0,0.0,0.99,0.0,0.0,-1.4,5.13
 CAMARÃO,-1.82,0.0,0.0,2.17,0.0,0.0,4.98,0.0,-1.65,0.0,0.0,-4.52,1.77,0.0,-1.57,-5.0,-0.75
 PEIXE-VERMELHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.81
 PEIXE-CAVALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,-1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16
 PEIXE-PACU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05
 PEIXE-DOURADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,7.69
 PEIXE-CAÇÃO,-2.74,0.0,0.0,0.0,-2.3,0.0,0.0,0.0,0.0,0.0,0.0,-1.62,0.0,0.0,0.0,0.0,-2.42
 PEIXE-MERLUZA,-2.92,0.0,0.0,7.92,4.08,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.13,0.0,0.0,0.0,1.45
 PEIXE-SERRA,0.0,0.0,0.0,0.0,0.0,0.0,2.25,-5.91,0.0,0.0,0.0,0.0,0.0,0.0,-4.81,0.0,-1.61
 PEIXE-PESCADA,1.53,0.0,0.0,3.0,2.01,0.0,1.47,0.0,-2.19,0.0,0.0,6.19,0.0,0.0,-3.37,-4.62,0.8
 CARANGUEJO,0.0,0.0,0.0,0.0,0.0,0.0,-4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.73
 PEIXE-CASTANHA,0.0,0.0,0.0,-6.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.92
 PEIXE-PIAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,3.75
 PEIXE-SURUBIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,1.41
 SURURU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.57,-6.57
 PEIXE-CURIMATÃ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,2.52,0.0,2.27
 PEIXE-SALMÃO,0.0,0.0,0.0,0.0,7.41,0.0,0.0,-2.27,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,5.56
 PEIXE-TILÁPIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,-2.3
 PEIXE-TUCUNARÉ,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25
 PEIXE-TAMBAQUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,-0.17,0.0,-0.13
 PEIXE-DOURADA,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78
 PEIXE-PEROÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.0,2.16
 PEIXE-PINTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,0.0,0.0,0.0,6.45
 PEIXE-MANDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,1.41
 CARNES E PEIXES INDUSTRIALIZADOS,0.47,1.32,-1.14,-0.09,-0.2,2.3,1.71,-0.62,-1.0,-0.22,1.04,1.03,0.83,1.48,-0.39,0.96,0.07
 PRESUNTO,0.11,4.6,-2.66,0.0,-1.91,2.75,2.01,0.79,-2.73,-0.04,-0.52,-0.02,-2.07,3.7,0.0,5.89,-0.56
 SALSICHA,2.89,-1.44,-0.04,3.09,0.61,0.97,2.59,0.0,0.0,4.77,-0.02,3.86,0.92,3.11,-2.98,-2.85,0.76
 LINGUIÇA,-0.03,2.11,-1.47,-1.32,-0.32,2.3,0.69,0.44,-2.69,-0.67,2.34,1.22,1.6,0.31,-0.35,0.41,-0.19
 MORTADELA,0.31,2.24,0.92,-0.77,1.18,0.0,0.99,-2.82,0.0,-2.25,0.0,1.94,2.08,1.96,0.0,2.12,0.49
 SALAME,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46
 CARNE-SECA E DE SOL,-0.12,0.0,0.0,-0.14,0.0,0.0,2.1,-2.15,-0.46,0.0,0.0,-1.48,0.0,-1.34,0.82,0.8,0.1
 CARNE DE PORCO SALGADA E DEFUMADA,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69
 HAMBÚRGUER,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64
 AVES E OVOS,1.89,1.59,0.94,-2.88,2.34,-0.23,0.63,0.15,-1.2,1.8,0.22,0.75,2.33,-0.2,0.07,1.19,0.82
 FRANGO INTEIRO,-2.94,-0.13,-2.89,-6.68,-1.68,-1.67,0.47,0.42,-3.12,0.95,-0.68,-0.65,1.44,-0.66,-0.73,1.73,-1.69
 FRANGO EM PEDAÇOS,2.87,2.75,0.88,3.35,3.21,-0.02,3.05,0.73,0.45,1.07,-0.01,-0.25,1.49,0.22,2.64,-0.35,2.27
 OVO DE GALINHA,4.82,0.15,9.15,2.89,5.81,2.15,-0.26,-0.94,4.0,4.91,4.2,5.54,5.53,0.75,0.94,3.4,3.75
 LEITE E DERIVADOS,2.7,1.13,2.22,-1.22,0.21,1.6,-1.27,-1.68,-0.82,4.55,1.27,3.75,1.27,-0.59,3.11,-0.45,0.95
 LEITE LONGA VIDA,6.78,1.76,2.68,-3.93,1.02,1.74,-4.32,-1.88,1.94,7.86,1.16,7.93,2.61,0.15,4.82,-2.55,2.41
 LEITE CONDENSADO,0.0,-0.55,0.0,0.0,0.0,0.0,0.32,-2.2,0.0,0.0,0.0,0.0,1.87,0.51,0.0,0.0,-0.4
 LEITE EM PÓ,-1.6,1.57,0.0,0.17,-1.37,0.0,-1.23,-1.18,-1.75,1.41,0.01,-0.83,1.15,-2.77,3.25,-1.26,-0.7
 QUEIJO,-0.12,0.75,1.57,-1.06,-1.03,1.89,-0.05,-2.89,-3.03,-1.03,1.09,-0.22,-0.2,-0.4,0.33,0.07,-0.46
 CREME DE LEITE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.46
 IOGURTE E BEBIDAS LÁCTEAS,0.3,-0.55,1.38,-0.96,0.26,0.86,0.1,-1.98,-1.14,1.63,3.39,2.07,-1.68,1.75,-0.25,2.25,0.29
 MANTEIGA,0.0,0.0,0.0,-0.09,0.0,0.0,1.48,1.97,-1.14,0.0,0.0,-2.32,0.0,-1.03,0.0,3.54,0.06
 PANIFICADOS,-0.31,1.62,-1.08,0.77,1.23,0.85,-0.16,-0.74,0.32,-0.82,1.3,-0.44,-0.69,2.06,0.61,0.17,0.34
 BISCOITO,-0.1,0.18,-0.81,0.22,-0.83,1.68,-1.25,-1.16,-0.6,-0.52,-0.13,-1.15,-1.35,0.43,1.11,-0.41,-0.48
 PÃO FRANCÊS,-0.92,2.26,-1.12,0.79,2.37,0.64,0.15,-1.09,0.54,0.15,2.44,-1.38,-0.85,2.59,0.08,0.08,0.67
 PÃO DOCE,-0.98,2.62,-1.12,0.0,-0.78,-2.09,-1.19,1.03,2.2,-2.36,0.0,0.16,0.77,0.0,0.0,2.87,-0.37
 PÃO DE FORMA,3.24,0.15,-1.6,0.0,-0.14,1.84,0.0,0.0,0.0,-4.33,0.2,2.38,0.81,0.0,0.0,0.0,0.21
 BOLO,-0.74,4.98,1.19,3.89,1.99,0.31,1.77,4.07,1.67,-2.44,-1.57,4.45,1.11,2.01,3.31,2.72,1.61
 PÃO DE QUEIJO,0.0,0.0,-3.09,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,-1.38
 ÓLEOS E GORDURAS,-1.37,1.05,-0.15,-0.91,-1.04,-2.67,0.29,-0.87,0.02,0.1,-1.02,-0.74,-1.41,0.65,-0.48,-0.34,-0.54
 ÓLEO DE SOJA,-3.16,0.56,-0.3,-0.35,-1.56,-2.97,-0.74,-1.74,0.39,-0.69,-1.08,-0.68,-0.79,0.1,1.76,-1.27,-0.86
 AZEITE DE OLIVA,-2.75,0.0,0.0,0.0,-1.44,0.0,0.0,0.0,0.0,0.0,0.0,-2.04,0.0,0.0,0.0,0.0,-1.92
 MARGARINA,1.16,2.02,0.23,-1.34,0.04,-2.33,1.96,0.1,-0.52,1.67,-0.79,-0.09,-2.89,2.24,-4.51,0.99,0.24
 BEBIDAS E INFUSÕES,0.44,-0.36,-1.0,-0.46,0.22,-0.68,0.85,-0.25,-1.14,0.56,1.47,0.04,-0.25,0.44,-1.36,-0.18,0.0
 SUCO DE FRUTAS,1.12,-1.82,2.86,1.94,0.9,0.31,-0.12,2.12,-0.22,0.1,0.12,-1.39,2.28,-0.42,-0.75,1.13,0.73
 AÇAÍ (EMULSÃO),0.0,0.0,0.0,0.0,0.0,0.0,3.63,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,3.6
 CAFÉ MOÍDO,-0.86,2.73,-2.38,-1.95,-1.34,-0.99,-1.58,-1.12,-0.27,-0.17,1.41,-0.26,-0.66,-0.41,0.02,0.48,-0.86
 CAFÉ SOLÚVEL,0.0,0.26,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.06,0.55
 CHÁ,0.0,-0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,0.0,0.0,0.06,0.0,0.0,0.0,-0.72
 REFRIGERANTE E ÁGUA MINERAL,0.91,-0.42,-0.66,-0.57,0.66,0.36,0.26,0.09,-1.24,-0.74,2.36,0.7,-0.94,0.59,-1.67,0.08,0.12
 CERVEJA,-0.42,-1.19,-2.15,-1.23,0.33,-3.0,-0.22,-1.09,-2.57,4.17,0.42,0.68,0.08,0.7,-3.07,-0.84,-0.22
 OUTRAS BEBIDAS ALCOÓLICAS,1.67,0.03,1.71,0.71,0.73,1.15,-0.28,-0.02,-0.44,0.58,0.03,-0.7,0.0,0.0,0.0,-0.16,0.73
 ENLATADOS E CONSERVAS,0.79,0.03,-0.69,-0.39,-0.04,0.85,0.29,0.72,2.22,-0.5,0.41,0.21,0.69,0.74,0.63,-0.42,0.09
 COCO RALADO,0.0,0.0,0.0,0.0,2.89,0.48,0.0,0.0,0.0,-0.34,0.0,0.0,1.18,0.0,0.0,0.0,1.73
 ERVILHA EM CONSERVA,-0.38,0.2,0.0,0.0,0.0,-1.8,0.0,0.0,1.16,0.0,0.0,0.0,-0.38,0.0,0.0,0.67,0.04
 PALMITO EM CONSERVA,-0.92,0.0,0.32,0.0,0.73,0.0,0.0,0.0,0.0,-0.27,1.19,1.58,0.0,0.0,0.0,0.0,0.42
